"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","THICKNESS_OF_I","IND_FOR_PRECIP"
"XCBR6","2021-09-18T11:00:00","21.80","-106.00",,,"1","5","2","5","8","3","1",,,,,,,,,"10118","6","8","8","284",,"259","250",,,,,"A",,"A","A",,,,,,,"239","16","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-18T12:00:00","24.60","-110.00",,,"1","6","2","5","5","4","1",,"150","4","36","1","97","1","1","10114","6","6","8","285",,"247","232","7","310","3","0","1","4","4","3",,"2","1",,,,"238","40","798","172","5","1","2","1","111111","111111111111A1","5",,"1",,,
"XCBR6","2021-09-18T13:00:00","22.20","-106.10",,,"1","5","2","5","8","3","1",,,,,,,,,"10118","5","1","8","283",,"258","250",,,,,"A",,"A","A",,,,,,,"239","26","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-18T14:00:00","22.40","-106.20",,,"1","4","0","0","8","3","1","0","30","3","10",,"99",,,"10124","3","6","0","288","0","263","254","1","260","4",,"2","4","9","0",,"6","0",,,,"239","26","992","114","5","1","2","2","111111","111AA1111111A1",,"1",,,,"4"
"XCBR6","2021-09-18T15:00:00","22.70","-106.30",,,"1","5","2","5","8","3","1",,,,,,,,,"10128","3","11","8","294",,"261","250",,,,,"A",,"A","A",,,,,,,"239","26","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-18T17:00:00","23.10","-106.40",,,"1","5","2","5","8","3","1",,,,,,,,,"10133","1","9","8","302",,"267","255",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-18T18:00:00","23.20","-106.40",,,"1","5","2","5","8","3","1",,,,,,,,,"10130","0","1","8",,,"294","274",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F7FF11","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-18T19:00:00","23.20","-106.40",,,"1","5","2","5","9",,"1",,,,,,,,,"10125","8","7","8",,,"308","286",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F7FF12","1AAAA1666A8AA1","5",,,,,
"XCBR6","2021-09-18T20:00:00","23.20","-106.40",,,"1","5","2","5","8","1","1",,,,,,,,,"10117","8","16","8",,,,,,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F7FF14","1AAAA1999A8AA1","5",,,,,
"XCBR6","2021-09-18T21:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10110","8","20","8",,,"292","268",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F7FF12","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-18T22:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10101","6","23","8","340",,"280","260",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-18T23:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10095","6","22","8","326",,"274","257",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"WDF9323","2021-09-19T00:00:00","20.00","-106.10",,,"1","4","0","0","7","4","1","0","220","4","46",,"98","3","2","10105",,,"0","290","0","260","248",,,"4","3","2","4","6","8",,"2","0","20","10","3","239","6","992","114","5","1","2","2","F11111","111111111A111A",,"1","2",,,"4"
"XCBR6","2021-09-19T01:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10093","6","8","8","304",,"265","251",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-19T02:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10098","3","3","8","296",,"260","247",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-19T03:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10103","3","10","8","296",,"263","251",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCAY9","2021-09-19T04:00:00","24.00","-109.70",,,"1","5","2","5","2","3","1",,,,,,,,,"10110","3","17","8","290",,"254","241",,,,,"A",,"A","A",,,,,,,"239","49","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-19T04:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10112","3","19","8","297",,"264","253",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCAY9","2021-09-19T05:00:00","23.90","-109.40",,,"1","5","2","5","3","4","1",,,,,,,,,"10112","1","18","8","292",,"253","239",,,,,"A",,"A","A",,,,,,,"239","39","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-19T05:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10116","1","18","8","295",,"266","257",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCAY9","2021-09-19T06:00:00","23.80","-109.10",,,"1","5","2","5","2","4","1",,,,,,,,,"10111","1","11","8","293",,"252","237",,,,,"A",,"A","A",,,,,,,"239","39","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-19T06:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10117","1","14","8","283",,"265","259",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCAY9","2021-09-19T07:00:00","23.80","-108.70",,,"1","5","2","5","2","4","1",,,,,,,,,"10109","8","1","8","290",,"257","245",,,,,"A",,"A","A",,,,,,,"239","38","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-19T07:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10115","0","3","8","277",,"263","258",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCAY9","2021-09-19T08:00:00","23.70","-108.40",,,"1","5","2","5","2","4","1",,,,,,,,,"10110","5","2","8","288",,"257","246",,,,,"A",,"A","A",,,,,,,"239","38","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-19T08:00:00","24.70","-109.90",,,"1","4","0","0",,,"1","0","220","4","62",,"97","2","1","10103","8","7","0","283","0","257","247",,"310","0","0","0","9","0","0",,"2","0","0",,,"239","49","992","114","5","1","2","1","111111","11111111111131",,"1","1","0",,"4"
"XCBR6","2021-09-19T08:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10111","8","5","8","259",,"239","232",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCAY9","2021-09-19T09:00:00","23.60","-108.10",,,"1","5","2","5","2","4","1",,,,,,,,,"10111","5","0","8","290",,"256","243",,,,,"A",,"A","A",,,,,,,"239","38","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-19T09:00:00","24.90","-109.70",,,"1","5","2","5","1","3","1",,,,,,,,,"10100","8","8","8","290",,"255","242",,,,,"A",,"A","A",,,,,,,"239","49","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-19T09:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10111","5","6","8","269",,"248","240",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-19T10:00:00","25.00","-109.60",,,"1","5","2","5","1","3","1",,,,,,,,,"10096","6","12","8","292",,"257","244",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-19T10:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10105","8","12","8","274",,"249","240",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-19T11:00:00","25.20","-109.40",,,"1","6","2","5","1","3","1",,"240","4","15","1","97","0","1","10094","6","9","8","293",,"265","255","7","300","3","0","2","4","4","2",,"2","1",,,,"239","59","798","172","5","1","2","1","111111","111111111111A1","5",,"1",,,
"XCBR6","2021-09-19T11:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10104","5","7","8","274",,"245","234",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-19T12:00:00","25.40","-109.20",,,"1","5","2","5","1","3","1",,,,,,,,,"10099","5","1","8","295",,"259","246",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-19T13:00:00","25.50","-109.10",,,"1","5","2","5","1","3","1",,,,,,,,,"10102","3","6","8","301",,"258","243",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-19T13:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10115","3","10","8","253",,"235","228",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-19T14:00:00","25.50","-109.00",,,"1","5","2","5","1","2","1",,,,,,,,,"10104","1","10","8","298",,"264","252",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-19T14:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10124","3","20","8","256",,"239","233",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCAY9","2021-09-19T15:00:00","23.10","-106.40",,,"1","5","2","5","9",,"1",,,,,,,,,"10134","3","28","8","267",,"246","238",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-19T15:00:00","25.50","-109.00",,,"1","5","2","5","1","2","1",,,,,,,,,"10111","3","12","8","309",,"269","255",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-19T15:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10128","1","23","8","274",,"248","238",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCAY9","2021-09-19T16:00:00","23.10","-106.40",,,"1","5","2","5","9",,"1",,,,,,,,,"10130","0","17","8","299",,"266","254",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-19T16:00:00","25.50","-109.00",,,"1","5","2","5","1","1","1",,,,,,,,,"10113","1","11","8","317",,"270","254",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-19T16:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10124","0","9","8","305",,"269","256",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"TBWUK68","2021-09-19T17:00:00","20.70","-107.70",,,"1","6","2","5","7","5","1",,"110","4","123","1","98","2",,"10098",,,"8","268",,"250","243","1","292","8","8","7","A","A","A",,"3","1",,,,"239","7","798","172","5","1","2","2","114111","1411A1111114AA","5",,,,,
"XCAY9","2021-09-19T17:00:00","23.10","-106.40",,,"1","5","2","5","9",,"1",,,,,,,,,"10133","1","13","8","315",,"274","260",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-19T17:00:00","25.50","-109.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10111","0","7","8","328",,"279","263",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-19T17:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10127","0","3","8","322",,"279","265",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"ZCDM6","2021-09-19T17:00:00","20.60","-105.20",,,"1","6","2","5","9","0","1",,"290","3","10",,,,,"10103",,,"8","265",,"255","251","1","310","6","2","3","5","4","5",,,,,,,"239","5","798","172","5","1","2","2","111111","11AAA111111AAA","5",,,,,
"A8SI8","2021-09-19T18:00:00","21.30","-108.80",,,"1","4","0","0","7","4","1","0","230","3","41",,"98",,,"10134","0",,"0","260","0","240","231","1","290","8","8","A","A","7","A",,,,"38","12","2","239","18","992","114","5","1","2","2","111111","111AA111111A17",,"1",,,,"4"
"WDF9323","2021-09-19T18:00:00","24.30","-109.70",,,"1","4","0","0","7","4","1","0","110","4","36",,"98","3","1","10120",,,"0","310","0","270","254",,,"1",,"1","5","4","0",,"1","0","10","8","1","239","49","992","114","5","1","2","2","F11111","111111111A111A",,"1","1",,,"4"
"XCAY9","2021-09-19T18:00:00","23.10","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10127","8","7","8","335",,"281","263",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-19T18:00:00","25.50","-109.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10108","8","3","8","346",,"285","265",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-19T18:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10123","8","6","8","344",,"285","266",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1","5",,,,,
"XCAY9","2021-09-19T19:00:00","23.10","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10118","8","12","8","340",,"281","262",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-19T19:00:00","25.50","-109.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10103","8","10","8","344",,"283","264",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-19T19:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10114","8","10","8","355",,"289","268",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1","5",,,,,
"XCAY9","2021-09-19T20:00:00","23.10","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10108","8","25","8","351",,"286","265",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-19T20:00:00","25.50","-109.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10092","8","18","8",,,"287","261",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","2","F7FF12","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-19T20:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10103","8","24","8","352",,"284","262",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F5FF12","1AAAA1111A8AA1","5",,,,,
"XCAY9","2021-09-19T21:00:00","23.10","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10099","6","28","8","348",,"284","264",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-19T21:00:00","25.50","-109.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10084","8","24","8",,,,,,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","2","F7FF12","1AAAA1999A8AA1","5",,,,,
"XCBR6","2021-09-19T21:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10093","8","29","8",,,"294","270",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F7FF12","1AAAA1666A8AA1","5",,,,,
"XCAY9","2021-09-19T22:00:00","23.10","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10093","6","25","8","342",,"280","259",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-19T22:00:00","25.50","-109.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10080","5","23","8",,,,,,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","2","F7FF12","1AAAA1999A8AA1","5",,,,,
"XCBR6","2021-09-19T22:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10088","6","26","8","331",,"275","256",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,,
"XCAY9","2021-09-19T23:00:00","23.10","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10095","5","13","8","348",,"285","264",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-19T23:00:00","25.50","-109.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10080","5","12","8","321",,"261","239",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-19T23:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10087","6","16","8","332",,"276","258",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,,
"XCAY9","2021-09-20T00:00:00","23.20","-106.60",,,"1","5","2","5","6","1","1",,,,,,,,,"10091","5","8","8","310",,"266","251",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-20T00:00:00","25.50","-109.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10077","5","7","8","318",,"255","231",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCAY9","2021-09-20T01:00:00","23.30","-106.90",,,"1","5","2","5","6","2","1",,,,,,,,,"10093","5","0","8","288",,"256","244",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-20T01:00:00","25.50","-109.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10076","8","4","8","339",,"278","259",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-20T01:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10096","3","8","8","310",,"267","252",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCAY9","2021-09-20T02:00:00","23.30","-107.20",,,"1","5","2","5","6","4","1",,,"4",,"1","98","1","1","10093","5","1","8","283",,"252","241",,,"3",,"4","5","4","A",,"7","1",,,,"239","37","798","172","5","1","2","1","F16111","111111111A11A1","5",,"1",,,
"XCBJ8","2021-09-20T02:00:00","25.50","-109.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10082","3","2","8","312",,"268","253",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-20T02:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10099","3","12","8","294",,"257","243",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCAY9","2021-09-20T03:00:00","23.40","-107.60",,,"1","5","2","5","6","4","1",,,"4",,"1","98",,"1","10107","3","16","8","284",,"253","242",,,"2",,"9","5","A","A",,"6","1",,,,"239","37","798","172","5","1","2","1","F16111","111A11111A11A1","5",,"1",,,
"XCBJ8","2021-09-20T03:00:00","25.50","-109.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10096","3","19","8","309",,"270","257",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-20T03:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10113","3","22","8","293",,"256","242",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCAY9","2021-09-20T04:00:00","23.50","-107.90",,,"1","5","2","5","6","4","1",,,,,,,,,"10111","0","18","8","287",,"256","245",,,,,"A",,"A","A",,,,,,,"239","37","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-20T04:00:00","25.50","-109.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10104","3","28","8","307",,"271","260",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-20T04:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10119","0","23","8","293",,"258","245",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-20T05:00:00","25.50","-109.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10105","1","22","8","302",,"267","255",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-20T05:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10120","0","20","8","278",,"249","238",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-20T06:00:00","25.50","-109.20",,,"1","5","2","5","5","1","1",,,,,,,,,"10102","0","5","8","306",,"268","255",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-20T06:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10126","1","13","8","261",,"241","234",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-20T07:00:00","25.30","-109.30",,,"1","5","2","5","5","2","1",,,,,,,,,"10096","8","8","8","301",,"269","258",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-20T07:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10130","3","12","8","251",,"233","226",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"VROD3","2021-09-20T08:00:00","20.00","-107.40",,,"1","6","2","5","6","5","1",,,"4",,"1","97",,"2","10130","4","0","8","260",,"250","246","1","290","5",,"A","A","A","A",,"10","4",,,,"239","7","798","172","5","1","2","1","116511","111A11111111A1","5",,"2",,,
"XCBJ8","2021-09-20T08:00:00","25.10","-109.50",,,"1","4","0","0","5","3","1","0","170","4","72",,"97","2","1","10095","6","9","0","296","0","268","258",,"310","3","0","A","5","4","A",,"3","1","0",,,"239","59","992","114","5","1","2","1","111111","11111111111131",,"1","1","0",,"4"
"XCBR6","2021-09-20T08:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10131","0","12","8","245",,"233","228",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","1","F2FF11","1AAAA1111A8AA1","5",,,,,
"VROD3","2021-09-20T09:00:00","20.10","-107.80",,,"1","6","2","5","6","5","1",,,"4",,"1","97",,"2","10130","4","0","8","260",,"250","246","1","290","5",,"A","A","A","A",,"10","4",,,,"239","7","798","172","5","1","2","1","116511","111A11111111A1","5",,"2",,,
"XCBJ8","2021-09-20T09:00:00","25.00","-109.60",,,"1","5","2","5","5","3","1",,,,,,,,,"10096","6","6","8","300",,"264","251",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-20T09:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10128","0","2","8","244",,"234","231",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","1","F2FF11","1AAAA1111A8AA1","5",,,,,
"VROD3","2021-09-20T10:00:00","20.20","-108.10",,,"1","6","2","5","6","5","1",,"140","4","170",,,,,"10130","4","0","8","260",,"250","246","1","290",,,"A",,"A","A",,"8","4",,,,"239","8","798","172","5","1","2","1","114511","11AAA1111181A1","5",,,,,
"XCBJ8","2021-09-20T10:00:00","24.80","-109.80",,,"1","5","2","5","5","3","1",,,,,,,,,"10092","8","4","8","298",,"257","242",,,,,"A",,"A","A",,,,,,,"239","49","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBR6","2021-09-20T10:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10125","8","6","8","238",,"227","222",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","1","F2FF11","1AAAA1111A8AA1","5",,,,,
