"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","THICKNESS_OF_I","IND_FOR_PRECIP"
"XCAY9","2021-09-27T00:00:00","23.20","-106.50",,,"1","5","2","5","6","1","1",,,,,,,,,"10106","6","11","8","305",,"262","247",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCAY9","2021-09-27T01:00:00","23.20","-106.90",,,"1","5","2","5","6","2","1",,,,,,,,,"10113","3","1","8","294",,"251","234",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCAY9","2021-09-27T02:00:00","23.30","-107.20",,,"1","5","2","5","6","4","1",,,,,,,,,"10119","3","9","8","289",,"249","234",,,,,"A",,"A","A",,,,,,,"239","37","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCAY9","2021-09-27T03:00:00","23.40","-107.50",,,"1","5","2","5","6","4","1",,,,,,,,,"10130","1","24","8","290",,"253","239",,,,,"A",,"A","A",,,,,,,"239","37","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCAY9","2021-09-27T05:00:00","23.60","-108.10",,,"1","5","2","5","6","4","1",,,,,,,,,"10140","1","21","8","292",,"258","246",,,,,"A",,"A","A",,,,,,,"239","38","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-27T06:00:00","25.50","-109.10",,,"1","5","2","5","9",,"1",,,,,,,,,"10126","1","12","8","300",,"255","239",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-27T07:00:00","25.30","-109.30",,,"1","5","2","5","9",,"1",,,,,,,,,"10123","0","2","8","300",,"258","242",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-27T08:00:00","25.10","-109.50",,,"1","4","0","0",,,"1","0","250","4","41",,"98","0","2","10124","5","2","0","298","0","254","238",,"300","0","0","0","9","0","0",,"2","0","0",,,"239","59","992","114","5","1","2","1","111111","11111111111131",,"1","2","0",,"4"
"XCBJ8","2021-09-27T09:00:00","25.00","-109.70",,,"1","5","2","5","5","3","1",,,,,,,,,"10124","5","2","8","296",,"260","247",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-27T10:00:00","24.80","-109.80",,,"1","5","2","5","5","3","1",,,,,,,,,"10118","8","5","8","294",,"251","234",,,,,"A",,"A","A",,,,,,,"239","49","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCAY9","2021-09-27T11:00:00","24.20","-110.00",,,"1","5","2","5","9",,"1",,,,,,,,,"10128","5","4","8","280",,"243","229",,,,,"A",,"A","A",,,,,,,"238","40","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-27T11:00:00","24.60","-110.00",,,"1","5","2","5","5","3","1",,,,,,,,,"10115","8","8","8","288",,"254","241",,,,,"A",,"A","A",,,,,,,"238","40","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"3EVZ8","2021-09-27T12:00:00","20.20","-107.20",,,"1","6","2","5","7","5","1",,"230","4","46","1","97","59","5","10110","2","20","8","280",,"270","267","1","300",,,"A",,"A","A",,"5","3",,,,"239","7","798","172","5","1","2","1","111111","111311111181A1","5",,"5",,,
"3EVZ8","2021-09-27T18:00:00","21.50","-109.00",,,"1","6","2","5","7","4","1",,"110","4","82","1","98","3","0","10110","4","0","8","310",,"301","298","1","300",,,"1",,"A","A",,,"1",,,,"239","19","798","172","5","1","2","2","112111","111111111183A1","5",,"0",,,
"XCBJ8","2021-09-28T03:00:00","25.50","-109.20",,,"1","5","2","5","9",,"1",,,,,,,,,"10111","3","6","8","293",,"252","237",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-28T04:00:00","25.50","-109.00",,,"1","5","2","5","9",,"1",,,,,,,,,"10114","3","9","8","292",,"255","241",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-28T05:00:00","25.50","-109.00",,,"1","5","2","5","9",,"1",,,,,,,,,"10116","1","12","8","287",,"251","238",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-28T06:00:00","25.50","-109.00",,,"1","5","2","5","1","1","1",,,,,,,,,"10117","1","6","8","285",,"253","241",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-28T07:00:00","25.50","-109.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10118","0","4","8","283",,"252","241",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-28T08:00:00","25.50","-109.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10115","8","2","8","279",,"249","237",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-28T09:00:00","25.50","-109.20",,,"1","5","2","5","5","1","1",,,,,,,,,"10111","8","6","8","290",,"248","232",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"V7DI7","2021-09-28T10:00:00","21.40","-109.90",,,"1","5","2","5","3","3","1",,,,,,,,,"10127","8","11","8","268",,"251","245",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-28T10:00:00","25.20","-109.40",,,"1","4","0","0","5","2","1","0","230","4","31",,"98","0","0","10106","8","13","0","294","0","255","240",,"310","0","0","0","9","0","0",,"2","1","0",,,"239","59","992","114","5","1","2","1","111111","11111111111131",,"1","0","0",,"4"
"V7DI7","2021-09-28T11:00:00","21.30","-109.70",,,"1","5","2","5","3","3","1",,,,,,,,,"10122","8","14","8","272",,"254","247",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-28T11:00:00","25.00","-109.60",,,"1","5","2","5","5","4","1",,,,,,,,,"10105","5","10","8","293",,"257","244",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"V7DI7","2021-09-28T12:00:00","21.20","-109.60",,,"1","5","2","5","3","3","1",,,,,,,,,"10120","5","11","8","272",,"255","249",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-28T12:00:00","24.80","-109.80",,,"1","4","0","0","5","4","1","0","150","4","51",,"97","0","0","10104","5","7","0","295","0","240","218",,"300","1","1","0","6","4","5",,,,"0",,,"239","49","992","114","5","1","2","1","111111","11111111111A31",,"1","0","0",,"4"
"V7DI7","2021-09-28T13:00:00","21.10","-109.40",,,"1","5","2","5","3","3","1",,,,,,,,,"10120","5","7","8","277",,"257","249",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"V7DI7","2021-09-28T14:00:00","21.10","-109.20",,,"1","5","2","5","3","3","1",,,,,,,,,"10125","3","3","8","291",,"264","255",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"V7DI7","2021-09-28T15:00:00","21.00","-109.00",,,"1","5","2","5","2","3","1",,,,,,,,,"10128","3","8","8","313",,"276","264",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"V7DI7","2021-09-28T16:00:00","21.00","-108.90",,,"1","5","2","5","2","3","1",,,,,,,,,"10134","1","14","8","319",,"280","267",,,,,"A",,"A","A",,,,,,,"239","18","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"V7DI7","2021-09-28T18:00:00","20.70","-108.60",,,"1","5","2","5","3","3","1",,,,,,,,,"10131","0","3","8","310",,"269","256",,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"ZCYL5","2021-09-28T18:00:00","22.60","-110.00",,,"1","6","2","5","9",,"1",,"310","4","98",,,,,"10125",,,"8","274",,,"244","3","304",,,"A",,"A","A",,,,,,,"238","20","798","172","5","1","2","2","111111","11AAA11A118AAA","5",,,,,
"V7DI7","2021-09-28T19:00:00","20.60","-108.50",,,"1","5","2","5","3","3","1",,,,,,,,,"10129","8","5","8","327",,"279","263",,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,,
"V7DI7","2021-09-28T20:00:00","20.50","-108.30",,,"1","5","2","5","3","3","1",,,,,,,,,"10118","8","18","8","311",,"268","253",,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"ZCYL5","2021-09-28T20:00:00","22.70","-109.70",,,"1","6","2","5","9",,"1",,"190","4","5",,,,,"10111",,,"8","295",,,"255","3","300",,,"A",,"A","A",,,,,,,"239","29","798","172","5","1","2","2","111111","11AAA11A118AAA","5",,,,,
"V7DI7","2021-09-28T21:00:00","20.30","-108.20",,,"1","5","2","5","3","3","1",,,,,,,,,"10112","8","19","8","332",,"278","260",,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,,
"ZCYL5","2021-09-28T21:00:00","22.80","-109.50",,,"1","6","2","5","9",,"1",,"140","4","26",,,,,"10101",,,"8","293",,,"254","3","298",,,"A",,"A","A",,,,,,,"239","29","798","172","5","1","2","2","111111","11AAA11A118AAA","5",,,,,
"V7DI7","2021-09-28T22:00:00","20.20","-108.10",,,"1","5","2","5","3","3","1",,,,,,,,,"10106","6","23","8","320",,"276","261",,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"ZCYL5","2021-09-28T22:00:00","22.90","-109.40",,,"1","6","2","5","9",,"1",,"140","4","21",,,,,"10096",,,"8","294",,,"261","3","299",,,"A",,"A","A",,,,,,,"239","29","798","172","5","1","2","2","111111","11AAA11A118AAA","5",,,,,
"V7DI7","2021-09-28T23:00:00","20.10","-107.90",,,"1","5","2","5","3","3","1",,,,,,,,,"10103","6","15","8","304",,"269","257",,,,,"A",,"A","A",,,,,,,"239","7","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"ZCYL5","2021-09-28T23:00:00","23.00","-109.30",,,"1","6","2","5","9",,"1",,"160","4","15",,,,,"10095",,,"8","298",,,"259","3","300",,,"A",,"A","A",,,,,,,"239","39","798","172","5","1","2","2","111111","11AAA11A118AAA","5",,,,,
"DFGX2","2021-09-29T00:00:00","22.00","-109.80",,,"1","6","2","5","3","4","1",,"330","4","87","1","98","1","0","10106","6","14","8","277",,,"245","1","280","0","0","0","9","0","0",,"5","3","34","13","3","239","29","798","172","5","0",,"2","111111","1111111A111111","5",,"0",,,
"V7DI7","2021-09-29T00:00:00","20.00","-107.80",,,"1","5","2","5","3","3","1",,,,,,,,,"10104","5","8","8","295",,"263","252",,,,,"A",,"A","A",,,,,,,"239","7","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"ZCYL5","2021-09-29T00:00:00","23.20","-109.20",,,"1","6","2","5","9",,"1",,"150","4","21",,,,,"10093",,,"8","302",,,"248","3","313",,,"A",,"A","A",,,,,,,"239","39","798","172","5","1","2","2","111111","11AAA11A118AAA","5",,,,,
"ZCYL5","2021-09-29T01:00:00","23.40","-109.20",,,"1","6","2","5","9",,"1",,"160","4","26",,,,,"10093",,,"8","300",,,"249","3","312",,,"A",,"A","A",,,,,,,"239","39","798","172","5","1","2","2","111111","11AAA11A118AAA","5",,,,,
"XCBJ8","2021-09-29T02:00:00","25.30","-109.30",,,"1","5","2","5","9",,"1",,,,,,,,,"10086","0","1","8","293",,"250","233",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"ZCYL5","2021-09-29T02:00:00","23.50","-109.20",,,"1","6","2","5","9",,"1",,"220","4","31",,,,,"10096",,,"8","299",,,"254","3","313",,,"A",,"A","A",,,,,,,"239","39","798","172","5","1","2","1","111111","11AAA11A118AAA","5",,,,,
"XCAY9","2021-09-29T03:00:00","24.20","-110.00",,,"1","5","2","5","2","2","1",,,,,,,,,"10091","8","0","8","291",,"253","238",,,,,"A",,"A","A",,,,,,,"238","40","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA7","5",,,,,
"XCBJ8","2021-09-29T03:00:00","25.50","-109.10",,,"1","5","2","5","9",,"1",,,,,,,,,"10093","3","7","8","291",,"249","233",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"ZCYL5","2021-09-29T03:00:00","23.70","-109.30",,,"1","6","2","5","9",,"1",,"200","4","31",,,,,"10100",,,"8","302",,,"250","3","313",,,"A",,"A","A",,,,,,,"239","39","798","172","5","1","2","1","111111","11AAA11A118AAA","5",,,,,
"XCAY9","2021-09-29T04:00:00","24.00","-109.70",,,"1","5","2","5","2","3","1",,,,,,,,,"10109","3","17","8","289",,"239","219",,,,,"A",,"A","A",,,,,,,"239","49","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-29T04:00:00","25.50","-109.00",,,"1","5","2","5","9",,"1",,,,,,,,,"10100","3","12","8","287",,"247","232",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"ZCYL5","2021-09-29T04:00:00","23.90","-109.40",,,"1","6","2","5","9",,"1",,"210","4","46",,,,,"10106",,,"8","298",,,"257","3","311",,,"A",,"A","A",,,,,,,"239","39","798","172","5","1","2","1","111111","11AAA11A118AAA","5",,,,,
"XCAY9","2021-09-29T05:00:00","23.90","-109.40",,,"1","5","2","5","3","4","1",,,,,,,,,"10112","3","19","8","293",,"252","237",,,,,"A",,"A","A",,,,,,,"239","39","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-29T05:00:00","25.50","-109.00",,,"1","5","2","5","1","2","1",,,,,,,,,"10103","1","17","8","279",,"247","235",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"ZCYL5","2021-09-29T05:00:00","24.00","-109.50",,,"1","6","2","5","9",,"1",,"210","4","36",,,,,"10109",,,"8","298",,,"258","3","308",,,"A",,"A","A",,,,,,,"239","49","798","172","5","1","2","1","111111","11AAA11A118AAA","5",,,,,
"XCAY9","2021-09-29T06:00:00","23.80","-109.00",,,"1","5","2","5","2","4","1",,,"4",,,,,,"10112","1","21","8","293",,"253","238",,,"1",,"2","5","0","3",,"3","1",,,,"239","39","798","172","5","1","2","1","F17111","11AAA1111A11A1","5",,,,"0",
"XCBJ8","2021-09-29T06:00:00","25.50","-109.00",,,"1","5","2","5","1","1","1",,,,,,,,,"10108","1","15","8","279",,"245","231",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"YKY5BSG","2021-09-29T06:00:00","22.11","-109.84",,,"1","6","2","5","3","4","1","5","325",,"82",,,,,"10125","2","6","8","278",,,,"1","292",,,,,,,,,,,,,"239","29","798","172","5","0",,"1","11111F","11AAA11AA1AAA1","5",,,,,
"ZCYL5","2021-09-29T06:00:00","24.10","-109.60",,,"1","6","2","5","9",,"1",,"230","4","51",,,,,"10108",,,"8","297",,,"218","3","305",,,"A",,"A","A",,,,,,,"239","49","798","172","5","1","2","1","111111","11AAA11A118AAA","5",,,,,
"XCBJ8","2021-09-29T07:00:00","25.50","-109.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10109","1","9","8","277",,"244","231",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"YKY5BSG","2021-09-29T07:00:00","21.95","-109.61",,,"1","6","2","5","3","4","1","5","315",,"68",,,,,"10120","7","1","8","279",,,,"1","299",,,,,,,,,,,,,"239","19","798","172","5","0",,"1","111116","11AAA11A91AAA1","5",,,,,
"ZCYL5","2021-09-29T07:00:00","24.30","-109.60",,,"1","6","2","5","9",,"1",,"250","4","51",,,,,"10104",,,"8","292",,,"235","3","304",,,"A",,"A","A",,,,,,,"239","49","798","172","5","1","2","1","111111","11AAA11A118AAA","5",,,,,
"VRQO8","2021-09-29T08:00:00","20.70","-109.30",,,"1","5","2","5","3","3","1",,"300","4","93","1","98","3",,"10125","5","20","8","270",,"250","243",,,"6","6","A","5","A","A",,,,,,,"239","9","798","172","5","1","2","1","F11111","1111A1111A1AA1","5",,,,,
"XCBJ8","2021-09-29T08:00:00","25.50","-109.10",,,"1","5","2","5","5","1","1",,,,,,,,,"10105","0","2","8","287",,"246","229",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"YKY5BSG","2021-09-29T08:00:00","21.81","-109.39",,,"1","6","2","5","3","4","1","5","315",,"54",,,,,"10116","7","7","8","279",,,,"1","303",,,,,,,,,,,,,"239","19","798","172","5","0",,"1","111116","11AAA11A91AAA1","5",,,,,
"ZCYL5","2021-09-29T08:00:00","24.40","-109.70",,,"1","6","2","5","9",,"1",,"280","4","72",,,,,"10103",,,"8","294",,,"235","3","304",,,"A",,"A","A",,,,,,,"239","49","798","172","5","1","2","1","111111","11AAA11A118AAA","5",,,,,
"XCBJ8","2021-09-29T09:00:00","25.30","-109.30",,,"1","5","2","5","5","2","1",,,,,,,,,"10099","8","9","8","293",,"254","240",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"YKY5BSG","2021-09-29T09:00:00","21.67","-109.16",,,"1","6","2","5","3","4","1","5","305",,"49",,,,,"10110","7","15","8","281",,,,"1","305",,,,,,,,,,,,,"239","19","798","172","5","0",,"1","11111F","11AAA11AA1AAA1","5",,,,,
"ZCYL5","2021-09-29T09:00:00","24.50","-109.90",,,"1","6","2","5","9",,"1",,"250","4","93",,,,,"10100",,,"8","285",,,"242","3","304",,,"A",,"A","A",,,,,,,"239","49","798","172","5","1","2","1","113111","11AAA11A118AAA","5",,,,,
"XCBJ8","2021-09-29T10:00:00","25.10","-109.50",,,"1","4","0","0","5","3","1","0","240","4","82",,"97","0","0","10091","8","18","0","291","0","253","238",,"310","0","0","0","9","0","0",,"2","1","0",,,"239","59","992","114","5","1","2","1","111111","11111111111131",,"1","0","0",,"4"
"YKY5BSG","2021-09-29T10:00:00","21.52","-108.94",,,"1","6","2","5","3","4","1","5","325",,"62",,,,,"10103","7","17","8","283",,,"212","1","305",,,,,,,,,,,,,"239","18","798","172","5","0",,"1","111111","11AAA11A11AAA1","5",,,,,
"ZCYL5","2021-09-29T10:00:00","24.60","-110.00",,,"1","6","2","5","9",,"1",,"250","4","82",,,,,"10098",,,"8","270",,,"219","3","301",,,"A",,"A","A",,,,,,,"238","40","798","172","5","1","2","1","111111","11AAA11A118AAA","5",,,,,
"XCBJ8","2021-09-29T11:00:00","24.90","-109.70",,,"1","5","2","5","5","4","1",,,,,,,,,"10086","6","19","8","280",,"242","227",,,,,"A",,"A","A",,,,,,,"239","49","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"YKY5BSG","2021-09-29T11:00:00","21.37","-108.72",,,"1","6","2","5","3","4","1","5","325",,"56",,,,,"10099","7","17","8","285",,,"252","1","304",,,,,,,,,,,,,"239","18","798","172","5","0",,"1","111111","11AAA11A11AAA1","5",,,,,
"XCBJ8","2021-09-29T12:00:00","24.70","-109.90",,,"1","6","2","5","5","4","1",,"230","4","103","1","97","0","0","10092","5","7","8","270",,"232","216","7","300","1","1","0","5","4","4",,"2","1","4","2","1","239","49","798","172","5","1","2","1","111111","11111111111111","5",,"0",,,
"YKY5BSG","2021-09-29T12:00:00","21.22","-108.50",,,"1","6","2","5","3","4","1","5","345",,"55",,,,,"10099","7","11","8","289",,,"215","1","305",,,,,,,,,,,,,"239","18","798","172","5","0",,"1","111111","11AAA11A11AAA1","5",,,,,
"YKY5BSG","2021-09-29T13:00:00","21.08","-108.28",,,"1","6","2","5","3","4","1",,"350",,"40",,,,,"10102","7","1","8","290",,,"232","1","306",,,,,,,,,,,,,"239","18","798","172","5","0",,"1","111111","11AAA11A11AAA1","5",,,,,
"YKY5BSG","2021-09-29T14:00:00","20.93","-108.06",,,"1","6","2","5","3","4","1","5","15",,"44",,,,,"10104","2","5","8","290",,,"239","1","307",,,,,,,,,,,,,"239","8","798","172","5","0",,"2","111111","11AAA11A11AAA1","5",,,,,
"XCAY9","2021-09-29T15:00:00","23.10","-106.40",,,"1","5","2","5","9",,"1",,,,,,,,,"10116","1","21","8","297",,"256","242",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"YKY5BSG","2021-09-29T15:00:00","20.79","-107.85",,,"1","6","2","5","3","4","1",,"60",,"34",,,,,"10107","2","7","8","284",,,"237","1","304",,,,,,,,,,,,,"239","7","798","172","5","0",,"2","111111","11AAA11A11AAA1","5",,,,,
"XCAY9","2021-09-29T16:00:00","23.10","-106.40",,,"1","5","2","5","9",,"1",,,,,,,,,"10117","1","14","8","337",,"279","260",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,,
"YKY5BSG","2021-09-29T16:00:00","20.65","-107.62",,,"1","6","2","5","3","4","1",,"130",,"4",,,,,"10113","2","11","8","291",,,"243","1","305",,,,,,,,,,,,,"239","7","798","172","5","0",,"2","111111","11AAA11A11AAA1","5",,,,,
"XCAY9","2021-09-29T17:00:00","23.10","-106.40",,,"1","5","2","5","9",,"1",,,,,,,,,"10114","0","4","8","344",,"285","266",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1","5",,,,,
"YKY5BSG","2021-09-29T17:00:00","20.50","-107.40",,,"1","6","2","5","3","4","1","5","175",,"20",,,,,"10113","2","9","8","293",,,,"1","310",,,,,,,,,,,,,"239","7","798","172","5","0",,"2","111116","11AAA11A91AAA1","5",,,,,
"XCAY9","2021-09-29T18:00:00","23.10","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10109","8","7","8","312",,"265","248",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"YKY5BSG","2021-09-29T18:00:00","20.36","-107.18",,,"1","6","2","5","3","4","1",,"150",,"16",,,,,"10109","2","3","8","294",,,,"1","314",,,,,,,,,,,,,"239","7","798","172","5","0",,"2","111116","11AAA11A91AAA1","5",,,,,
"9V3706","2021-09-29T19:00:00","20.60","-110.00",,,"1","5","2","5","7","3","1",,"360","3","154","1","98",,"1","10120","4","0","8","280",,,"267",,,"6","6","2","5","8","A",,,,,,,"238","0","798","172","5","1","2","2","F11411","111A111A1A1AA1","5",,"1",,,
"XCAY9","2021-09-29T19:00:00","23.10","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10102","8","15","8","309",,"262","245",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"YKY5BSG","2021-09-29T19:00:00","20.21","-106.96",,,"1","6","2","5","3","4","1","5","165",,"29",,,,,"10102","7","11","8","295",,,,"1","320",,,,,,,,,,,,,"239","6","798","172","5","0",,"2","111116","11AAA11A91AAA1","5",,,,,
"XCAY9","2021-09-29T20:00:00","23.10","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10095","8","19","8","326",,"271","252",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,
"YKY5BSG","2021-09-29T20:00:00","20.06","-106.73",,,"1","6","2","5","3","4","1",,"180",,"27",,,,,"10096","7","16","8","295",,,,"1","324",,,,,,,,,,,,,"239","6","798","172","5","0",,"2","311116","11AAA11A91AAA1","5",,,,,
"XCAY9","2021-09-29T21:00:00","23.10","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10088","6","20","8","342",,"278","256",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1","5",,,,,
"XCAY9","2021-09-29T22:00:00","23.10","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10085","6","18","8","339",,"277","256",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,,
"XCAY9","2021-09-29T23:00:00","23.10","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10083","6","12","8","331",,"272","252",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,,
"XCAY9","2021-09-30T02:00:00","23.30","-107.20",,,"1","5","2","5","6","4","1",,,,,,,,,"10088","3","5","8","291",,"252","237",,,,,"A",,"A","A",,,,,,,"239","37","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-30T02:00:00","25.30","-109.30",,,"1","5","2","5","9",,"1",,,,,,,,,"10083","3","7","8","290",,"237","216",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCAY9","2021-09-30T03:00:00","23.40","-107.60",,,"1","5","2","5","6","4","1",,,,,,,,,"10097","3","19","8","292",,"252","236",,,,,"A",,"A","A",,,,,,,"239","37","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
