"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"5100742","2015-09-27T07:12:00","21.19","-166.20",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","288",,,,,,,,,,,,"233","16","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-27T07:20:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","70","1","90",,,,"10190",,,,"256",,,,"218","1","270",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-27T07:30:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","110",,,,"10191",,,,"262",,,,"213","1","270",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-27T07:40:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","90","1","100",,,,"10194",,,,"262",,,,"216","1","270",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"WTEE","2015-09-27T07:49:00","24.20","-167.90",,,"1","4","2","0","2","2","1","0","90","4","118",,,,"10181",,,"0","273",,,,,,,,,,"A",,,,,,,,"233","47","992","114","5","1","2","1","F1111F","11AAA11AAA8AAA",,,"3",,,,,,,,,,"4"
"5100001","2015-09-27T07:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","110",,,,"10194",,,,"262",,,,"211","1","270",,,,,,,"7","4","9","8","3","233","42","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,,,,,,,,"4"
"5100101","2015-09-27T07:50:00","24.30","-162.20",,,"1","4",,"0",,,"11","0","70","1","110",,,,"10187","3","16",,"256",,,,,"1","270",,,,,,,"8","5","7","10","3","233","42","793","103","6","1","2","1","11111F","11AAA11AA1A111",,,"6",,,,,,,,,,"4"
"WTEY","2015-09-27T07:51:00","23.40","-165.40",,,"1","4","2","0","2","2","1","0","90","4","123",,,,"10178",,,"0","287",,,,,"0","286",,,,"A",,,,,,,,"233","35","992","114","5","1","2","1","11111F","11AAA11AA18AAA",,,"3",,,,,,,,,,"4"
"5100742","2015-09-27T07:55:00","21.19","-166.21",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","288",,,,,,,,,,,,"233","16","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2100854","2015-09-27T08:00:00","28.67","-165.19",,,"1","4","2","5",,,"11",,,,,,,,"10231",,,"8",,,,,,"9","260",,,,,,,,,,,,"233","85","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4600622","2015-09-27T08:00:00","26.32","-166.65",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","275",,,,,,,,,,,,"233","66","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-27T08:00:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","90","1","110",,,,"10193","1","15",,"264",,,,"212","1","270",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,,,,,,"4"
"5100623","2015-09-27T08:00:00","22.05","-169.81",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","287",,,,,,,,,,,,"233","29","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100646","2015-09-27T08:00:00","27.63","-164.77",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","266",,,,,,,,,,,,"233","74","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2100854","2015-09-27T08:01:00","28.67","-165.19",,,"1","4","2","5",,,"11",,,,,,,,"10231",,,"8",,,,,,"9","260",,,,,,,,,,,,"233","85","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4600622","2015-09-27T08:03:00","26.32","-166.65",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","275",,,,,,,,,,,,"233","66","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100623","2015-09-27T08:03:00","22.05","-169.81",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","287",,,,,,,,,,,,"233","29","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100742","2015-09-27T08:06:00","21.19","-166.21",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","288",,,,,,,,,,,,"233","16","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-27T08:10:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","110",,,,"10194",,,,"263",,,,"210","1","270",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-27T08:20:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","90","1","110",,,,"10196",,,,"263",,,,"213","1","270",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-27T08:30:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","110",,,,"10196",,,,"262",,,,"211","1","270",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100742","2015-09-27T08:38:00","21.18","-166.22",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","288",,,,,,,,,,,,"233","16","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-27T08:40:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","110",,,,"10195",,,,"262",,,,"211","1","270",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100646","2015-09-27T08:44:00","27.62","-164.77",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","266",,,,,,,,,,,,"233","74","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2100854","2015-09-27T08:46:00","28.66","-165.19",,,"1","4","2","5",,,"11",,,,,,,,"10233",,,"8",,,,,,"9","260",,,,,,,,,,,,"233","85","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4600622","2015-09-27T08:46:00","26.33","-166.65",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","276",,,,,,,,,,,,"233","66","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"WTEE","2015-09-27T08:48:00","24.20","-167.80",,,"1","4","2","0","3","2","1","0","100","4","118",,,,"10182",,,"0","270",,,,,,,,,,"A",,,,,,,,"233","47","992","114","5","1","2","1","F1111F","11AAA11AAA8AAA",,,"3",,,,,,,,,,"4"
"5100742","2015-09-27T08:49:00","21.18","-166.22",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","288",,,,,,,,,,,,"233","16","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-27T08:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","120",,,,"10195",,,,"262",,,,"208","1","270",,,,,,,"8","6",,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11A1AA",,,"6",,,,,,,,,,"4"
"5100101","2015-09-27T08:50:00","24.30","-162.20",,,"1","4",,"0",,,"11","0","80","1","110",,,,"10189","1","15",,"263",,,,,"1","269",,,,,,,"8","5","3","11","3","233","42","793","103","6","1","2","1","11111F","11AAA11AA1A111",,,"6",,,,,,,,,,"4"
"WTEY","2015-09-27T08:50:00","23.30","-165.30",,,"1","4","2","0","2","2","1","0","90","4","129",,,,"10178",,,"0","285",,,,,"0","292",,,,"A",,,,,,,,"233","35","992","114","5","1","2","1","11111F","11AAA11AA18AAA",,,"3",,,,,,,,,,"4"
"5100742","2015-09-27T08:51:00","21.18","-166.22",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"233","16","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,
"2100854","2015-09-27T09:00:00","28.66","-165.19",,,"1","4","2","5",,,"11",,,,,,,,"10233",,,"8",,,,,,"9","260",,,,,,,,,,,,"233","85","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4600622","2015-09-27T09:00:00","26.33","-166.65",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","276",,,,,,,,,,,,"233","66","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-27T09:00:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","110",,,,"10195","1","10",,"262",,,,"207","1","270",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,,,,,,"4"
"5100623","2015-09-27T09:00:00","22.05","-169.81",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","287",,,,,,,,,,,,"233","29","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-27T09:10:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","110",,,,"10196",,,,"262",,,,"204","1","270",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-27T09:20:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","110",,,,"10195",,,,"262",,,,"205","1","269",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-27T09:30:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","110",,,,"10195",,,,"262",,,,"206","1","270",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100742","2015-09-27T09:39:00","21.18","-166.23",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","288",,,,,,,,,,,,"233","16","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-27T09:40:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","110",,,,"10195",,,,"262",,,,"204","1","270",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100742","2015-09-27T09:45:00","21.18","-166.23",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","288",,,,,,,,,,,,"233","16","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"WTEE","2015-09-27T09:47:00","24.10","-167.70",,,"1","4","2","0","2","2","1","0","90","4","123",,,,"10182",,,"0","270",,,,,,,,,,"A",,,,,,,,"233","47","992","114","5","1","2","1","F1111F","11AAA11AAA8AAA",,,"3",,,,,,,,,,"4"
"WTEY","2015-09-27T09:49:00","23.30","-165.20",,,"1","4","2","0","2","2","1","0","90","4","129",,,,"10175",,,"0","287",,,,,"0","295",,,,"A",,,,,,,,"233","35","992","114","5","1","2","1","11111F","11AAA11AA18AAA",,,"3",,,,,,,,,,"4"
"5100001","2015-09-27T09:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","70","1","110",,,,"10195",,,,"261",,,,"204","1","270",,,,,,,"8","5","17","14","3","233","42","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,,,,,,,,"4"
"5100101","2015-09-27T09:50:00","24.30","-162.20",,,"1","4",,"0",,,"11","0","80","1","120",,,,"10189","1","7",,"262",,,,,"1","269",,,,,,,"8","6",,,,"233","42","793","103","6","1","2","1","11111F","11AAA11AA1A1A1",,,"6",,,,,,,,,,"4"
"2100854","2015-09-27T10:00:00","28.66","-165.19",,,"1","4","2","5",,,"11",,,,,,,,"10232",,,"8",,,,,,"9","259",,,,,,,,,,,,"233","85","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4600622","2015-09-27T10:00:00","26.33","-166.65",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","275",,,,,,,,,,,,"233","66","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-27T10:00:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","110",,,,"10195","1","3",,"261",,,,"202","1","270",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,,,,,,"4"
"5100623","2015-09-27T10:00:00","22.05","-169.81",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","287",,,,,,,,,,,,"233","29","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100646","2015-09-27T10:00:00","27.62","-164.77",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","266",,,,,,,,,,,,"233","74","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-27T10:10:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","110",,,,"10195",,,,"262",,,,"202","1","269",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-27T10:20:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","110",,,,"10194",,,,"261",,,,"199","1","269",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-27T10:30:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","100",,,,"10194",,,,"261",,,,"204","1","269",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-27T10:40:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","70","1","110",,,,"10194",,,,"261",,,,"204","1","269",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"WTEY","2015-09-27T10:49:00","23.30","-165.00",,,"1","4","2","0","2","2","1","0","90","4","113",,,,"10173",,,"0","286",,,,,"0","298",,,,"A",,,,,,,,"233","35","992","114","5","1","2","1","11111F","11AAA11AA18AAA",,,"3",,,,,,,,,,"4"
"5100001","2015-09-27T10:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","100",,,,"10194",,,,"260",,,,"205","1","270",,,,,,,"6","5","8","9","4","233","42","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,,,,,,,,"4"
"5100101","2015-09-27T10:50:00","24.30","-162.20",,,"1","4",,"0",,,"11","0","80","1","110",,,,"10188","4","0",,"262",,,,,"1","269",,,,,,,"8","6","11","14","1","233","42","793","103","6","1","2","1","11111F","11AAA11AA1A131",,,"6",,,,,,,,,,"4"
"2100854","2015-09-27T11:00:00","28.66","-165.19",,,"1","4","2","5",,,"11",,,,,,,,"10228",,,"8",,,,,,"9","259",,,,,,,,,,,,"233","85","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4600622","2015-09-27T11:00:00","26.32","-166.67",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","276",,,,,,,,,,,,"233","66","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-27T11:00:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","110",,,,"10194","4","0",,"260",,,,"204","1","269",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,,,,,,"4"
"5100623","2015-09-27T11:00:00","22.05","-169.81",,,"1","3","2","5",,,"11",,,,,,,,,,,"0",,,,,,,"287",,,,,,,,,,,,"233","29","794","103","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100646","2015-09-27T11:00:00","27.61","-164.75",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","265",,,,,,,,,,,,"233","74","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-27T11:10:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","100",,,,"10193",,,,"261",,,,"205","1","269",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-27T11:20:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","110",,,,"10193",,,,"261",,,,"202","1","269",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-27T11:30:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","110",,,,"10191",,,,"260",,,,"201","1","269",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-27T11:40:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","100",,,,"10191",,,,"260",,,,"201","1","269",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"WTEY","2015-09-27T11:48:00","23.20","-164.90",,,"1","4","2","0","2","2","1","0","80","4","103",,,,"10169",,,"0","287",,,,,"0","299",,,,"A",,,,,,,,"233","34","992","114","5","1","2","1","31111F","11AAA11AA18AAA",,,"3",,,,,,,,,,"4"
"5100001","2015-09-27T11:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","110",,,,"10191",,,,"260",,,,"200","1","269",,,,,,,"6","5","7","9","4","233","42","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,,,,,,,,"4"
"5100101","2015-09-27T11:50:00","24.30","-162.20",,,"1","4",,"0",,,"11","0","80","1","100",,,,"10185","8","4",,"261",,,,,"1","269",,,,,,,"8","5","21","14","3","233","42","793","103","6","1","2","1","11111F","11AAA11AA1A111",,,"6",,,,,,,,,,"4"
"2100854","2015-09-27T12:00:00","28.66","-165.22",,,"1","4","2","5",,,"11",,,,,,,,"10225",,,"8",,,,,,"9","259",,,,,,,,,,,,"233","85","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4600622","2015-09-27T12:00:00","26.32","-166.67",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","275",,,,,,,,,,,,"233","66","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-27T12:00:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","100",,,,"10190","8","5",,"260",,,,"198","1","269",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,,,,,,"4"
"5100623","2015-09-27T12:00:00","22.11","-169.76",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","287",,,,,,,,,,,,"233","29","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100646","2015-09-27T12:00:00","27.61","-164.75",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","265",,,,,,,,,,,,"233","74","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"SBLI","2015-09-27T12:00:00","29.70","-166.50",,,"1","4","0","0","6","4","1","0","110","1","90","98",,,"10237","7","11","0","235",,,,,"1","258","2",,,"A",,,,"5",,,"4","233","96","992","114","5","1","2","1","11111F","111AA11AA11371",,,"3",,,,,,,,,,"4"
"WDA7827","2015-09-27T12:00:00","24.70","-165.70",,,"1","4","0","0","7","3","1","0","90","3","103","98",,"2","10192","0","3","0","255","0","228",,"217","1","275","4","4","8","5","0","0","2","2","7","5","2","233","45","992","114","5","1","2","1","111111","111A1111111111",,,"1","2",,,,,,,,,"4"
"WTEE","2015-09-27T12:00:00","23.50","-165.10",,,"1","4","0","0","2","1","1","0","90","4","123","97","1","1","10168","6","7","0","265","0","232",,"218",,,"3","3","2","7","A","A","2","2","9","5","5","233","35","992","114","5","1","2","1","F11111","111111111A1111",,,"1","0",,,,,,,,,"4"
"5100001","2015-09-27T12:10:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","70","1","110",,,,"10190",,,,"260",,,,"197","1","269",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-27T12:20:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","100",,,,"10190",,,,"256",,,,"198","1","269",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100646","2015-09-27T12:26:00","27.61","-164.75",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","265",,,,,,,,,,,,"233","74","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2100854","2015-09-27T12:27:00","28.66","-165.22",,,"1","4","2","5",,,"11",,,,,,,,"10225",,,"8",,,,,,"9","259",,,,,,,,,,,,"233","85","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-27T12:30:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","100",,,,"10189",,,,"259",,,,"199","1","269",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"4600622","2015-09-27T12:33:00","26.32","-166.67",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","275",,,,,,,,,,,,"233","66","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100742","2015-09-27T12:39:00","21.15","-166.26",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","288",,,,,,,,,,,,"233","16","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-27T12:40:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","70","1","100",,,,"10188",,,,"259",,,,"195","1","269",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100742","2015-09-27T12:40:00","21.15","-166.26",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","288",,,,,,,,,,,,"233","16","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"WTEY","2015-09-27T12:47:00","23.20","-164.80",,,"1","4","2","0","2","2","1","0","70","4","129",,,,"10164",,,"0","275",,,,,"0","301",,,,"A",,,,,,,,"233","34","992","114","5","1","2","1","31111F","11AAA11AA18AAA",,,"3",,,,,,,,,,"4"
"5100001","2015-09-27T12:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","70","1","100",,,,"10186",,,,"259",,,,"192","1","269",,,,,,,"5","4","9","8","5","233","42","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,,,,,,,,"4"
"5100101","2015-09-27T12:50:00","24.30","-162.20",,,"1","4",,"0",,,"11","0","70","1","110",,,,"10181","8","8",,"261",,,,,"1","269",,,,,,,"6","5","7","9","4","233","42","793","103","6","1","2","1","11111F","11AAA11AA1A111",,,"6",,,,,,,,,,"4"
"WTEE","2015-09-27T12:59:00","24.00","-167.30",,,"1","4","2","0",,,"1","0","90","4","108",,,,"10174",,,"0","268",,,,,,,,,,"A",,,,,,,,"233","47","992","114","5","1","2","1","F1111F","11AAA11AAA8AAA",,,"3",,,,,,,,,,"4"
"2100854","2015-09-27T13:00:00","28.66","-165.22",,,"1","4","2","5",,,"11",,,,,,,,"10221",,,"8",,,,,,"9","259",,,,,,,,,,,,"233","85","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4600622","2015-09-27T13:00:00","26.32","-166.67",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","275",,,,,,,,,,,,"233","66","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-27T13:00:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","70","1","100",,,,"10185","8","9",,"259",,,,"197","1","269",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,,,,,,"4"
"5100623","2015-09-27T13:00:00","22.11","-169.76",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","287",,,,,,,,,,,,"233","29","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100646","2015-09-27T13:00:00","27.61","-164.75",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","265",,,,,,,,,,,,"233","74","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-27T13:10:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","70","1","100",,,,"10185",,,,"259",,,,"193","1","269",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-27T13:20:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","70","1","100",,,,"10184",,,,"259",,,,"194","1","269",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-27T13:30:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","70","1","100",,,,"10185",,,,"260",,,,"190","1","269",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
