"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","IND_FOR_PRECIP","AMT_PRECIP","DUR_OF_PER"
"1300002","2015-09-14T21:46:00","20.45","-23.10",,,"1","4","2","5",,,,"11",,"40",,"78",,,,,,,"8","256",,,,,,,,,,,,,,,,,,"247","3","798","172","6","0",,"1","F111F1","11AAAA1AAAAAAA",,,,,,,,,
"1300872","2015-09-14T21:50:00","25.97","-27.33",,,"1","3","2","5",,,,"11",,,,,,,,"10218","2","17","0",,,,,,,"266",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-14T22:00:00","20.45","-23.10",,,"1","4","2","5",,,,"11","0","40","4","77",,,,,,,"0","256",,,"1","235",,,,,,,,,,,,,,"247","3","794","103","6","1","2","1","F111F1","11AAAA1A1AAAAA",,,,,,,,,
"4400624","2015-09-14T22:00:00","25.78","-28.41",,,"1","3","2","5",,,,"11",,,,,,,,"10209","2","18","0",,,,,,,"267",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-14T22:00:00","29.29","-24.42",,,"1","3","2","5",,,,"11",,,,,,,,"10218","2","10","0",,,,,,,"264",,,,,,,,,,,,"247","94","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-14T22:00:00","25.57","-29.69",,,"1","3","2","5",,,,"11",,,,,,,,"10207","2","13","0",,,,,,,"269",,,,,,,,,,,,"247","59","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-14T22:41:00","20.45","-23.11",,,"1","4","2","5",,,,"11","5","48",,"78",,,,,,,"8","256",,,,,,,,,,,,,,,,,,"247","3","798","172","6","0",,"1","F111F1","11AAAA1AAAAAAA",,,,,,,,,
"1300872","2015-09-14T22:50:00","25.97","-27.34",,,"1","3","2","5",,,,"11",,,,,,,,"10222","2","21","0",,,,,,,"266",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-14T23:00:00","20.45","-23.11",,,"1","4","2","5",,,,"11","0","50","4","77",,,,,,,"0","256",,,"1","233",,,,,,,,,,,,,,"247","3","794","103","6","1","2","1","F111F1","11AAAA1A1AAAAA",,,,,,,,,
"4400624","2015-09-14T23:00:00","25.78","-28.42",,,"1","3","2","5",,,,"11",,,,,,,,"10212","2","17","0",,,,,,,"267",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-14T23:00:00","29.28","-24.42",,,"1","3","2","5",,,,"11",,,,,,,,"10218","2","8","0",,,,,,,"264",,,,,,,,,,,,"247","94","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-14T23:00:00","25.57","-29.69",,,"1","3","2","5",,,,"11",,,,,,,,"10212","2","15","0",,,,,,,"269",,,,,,,,,,,,"247","59","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-14T23:50:00","25.97","-27.34",,,"1","3","2","5",,,,"11",,,,,,,,"10222","2","13","0",,,,,,,"266",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-15T00:00:00","25.77","-28.43",,,"1","3","2","5",,,,"11",,,,,,,,"10213","2","12","0",,,,,,,"267",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-15T00:00:00","29.27","-24.42",,,"1","3","2","5",,,,"11",,,,,,,,"10217","2","5","0",,,,,,,"264",,,,,,,,,,,,"247","94","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-15T00:00:00","25.56","-29.68",,,"1","3","2","5",,,,"11",,,,,,,,"10213","2","12","0",,,,,,,"269",,,,,,,,,,,,"247","59","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-15T00:50:00","25.97","-27.34",,,"1","3","2","5",,,,"11",,,,,,,,"10221","2","4","0",,,,,,,"266",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-15T01:00:00","25.77","-28.43",,,"1","3","2","5",,,,"11",,,,,,,,"10210","2","1","0",,,,,,,"266",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-15T01:00:00","29.27","-24.42",,,"1","3","2","5",,,,"11",,,,,,,,"10213","7","5","0",,,,,,,"264",,,,,,,,,,,,"247","94","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-15T01:00:00","25.56","-29.68",,,"1","3","2","5",,,,"11",,,,,,,,"10210","2","2","0",,,,,,,"269",,,,,,,,,,,,"247","59","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-15T01:50:00","25.97","-27.34",,,"1","3","2","5",,,,"11",,,,,,,,"10216","7","7","0",,,,,,,"265",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-15T02:00:00","25.77","-28.44",,,"1","3","2","5",,,,"11",,,,,,,,"10206","7","6","0",,,,,,,"266",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-15T02:00:00","29.26","-24.42",,,"1","3","2","5",,,,"11",,,,,,,,"10211","7","7","0",,,,,,,"263",,,,,,,,,,,,"247","94","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-15T02:00:00","25.56","-29.68",,,"1","3","2","5",,,,"11",,,,,,,,"10207","7","5","0",,,,,,,"269",,,,,,,,,,,,"247","59","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-15T02:50:00","25.96","-27.35",,,"1","3","2","5",,,,"11",,,,,,,,"10210","7","12","0",,,,,,,"265",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-15T03:00:00","25.77","-28.45",,,"1","3","2","5",,,,"11",,,,,,,,"10200","7","13","0",,,,,,,"266",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-15T03:00:00","29.26","-24.43",,,"1","3","2","5",,,,"11",,,,,,,,"10206","7","11","0",,,,,,,"263",,,,,,,,,,,,"247","94","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-15T03:00:00","25.55","-29.70",,,"1","3","2","5",,,,"11",,,,,,,,"10201","7","12","0",,,,,,,"269",,,,,,,,,,,,"247","59","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-15T03:50:00","25.96","-27.36",,,"1","3","2","5",,,,"11",,,,,,,,"10203","7","18","0",,,,,,,"265",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-15T04:00:00","20.45","-23.10",,,"1","4","2","5",,,,"11","0","30","4","77",,,,,,,"0","255",,,"1","234",,,,,,,,,,,,,,"247","3","794","103","6","1","2","1","F111F1","11AAAA1A1AAAAA",,,,,,,,,
"4400624","2015-09-15T04:00:00","25.77","-28.45",,,"1","3","2","5",,,,"11",,,,,,,,"10195","7","15","0",,,,,,,"266",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-15T04:00:00","29.25","-24.43",,,"1","3","2","5",,,,"11",,,,,,,,"10202","7","11","0",,,,,,,"263",,,,,,,,,,,,"247","94","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-15T04:00:00","25.55","-29.70",,,"1","3","2","5",,,,"11",,,,,,,,"10194","7","15","0",,,,,,,"268",,,,,,,,,,,,"247","59","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-15T04:34:00","20.45","-23.10",,,"1","4","2","5",,,,"11","5","34",,"75",,,,,,,"8","255",,,,,,,,,,,,,,,,,,"247","3","798","172","6","0",,"1","F111F1","11AAAA1AAAAAAA",,,,,,,,,
"1300002","2015-09-15T04:37:00","20.45","-23.10",,,"1","4","2","5",,,,"11","5","45",,"71",,,,,,,"8","255",,,,,,,,,,,,,,,,,,"247","3","798","172","6","0",,"1","F111F1","11AAAA1AAAAAAA",,,,,,,,,
"1300872","2015-09-15T04:50:00","25.97","-27.36",,,"1","3","2","5",,,,"11",,,,,,,,"10200","7","16","0",,,,,,,"265",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-15T05:00:00","20.45","-23.10",,,"1","4","2","5",,,,"11","0","50","4","72",,,,,,,"0","255",,,"1","234",,,,,,,,,,,,,,"247","3","794","103","6","1","2","1","F111F1","11AAAA1A1AAAAA",,,,,,,,,
"4400624","2015-09-15T05:00:00","25.77","-28.46",,,"1","3","2","5",,,,"11",,,,,,,,"10191","7","15","0",,,,,,,"266",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-15T05:00:00","29.25","-24.44",,,"1","3","2","5",,,,"11",,,,,,,,"10199","7","12","0",,,,,,,"263",,,,,,,,,,,,"247","94","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-15T05:00:00","25.55","-29.70",,,"1","3","2","5",,,,"11",,,,,,,,"10191","7","16","0",,,,,,,"268",,,,,,,,,,,,"247","59","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-15T05:50:00","25.97","-27.36",,,"1","3","2","5",,,,"11",,,,,,,,"10196","7","14","0",,,,,,,"265",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-15T06:00:00","25.77","-28.47",,,"1","3","2","5",,,,"11",,,,,,,,"10191","7","9","0",,,,,,,"266",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-15T06:00:00","29.25","-24.44",,,"1","3","2","5",,,,"11",,,,,,,,"10198","7","8","0",,,,,,,"263",,,,,,,,,,,,"247","94","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-15T06:00:00","25.53","-29.72",,,"1","3","2","5",,,,"11",,,,,,,,"10191","7","10","0",,,,,,,"268",,,,,,,,,,,,"247","59","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-15T06:50:00","25.97","-27.38",,,"1","3","2","5",,,,"11",,,,,,,,"10198","7","4","0",,,,,,,"265",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-15T07:00:00","25.76","-28.47",,,"1","3","2","5",,,,"11",,,,,,,,"10193","7","2","0",,,,,,,"266",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-15T07:00:00","29.25","-24.45",,,"1","3","2","5",,,,"11",,,,,,,,"10198","7","4","0",,,,,,,"263",,,,,,,,,,,,"247","94","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-15T07:00:00","25.53","-29.72",,,"1","3","2","5",,,,"11",,,,,,,,"10193","7","2","0",,,,,,,"268",,,,,,,,,,,,"247","59","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-15T07:50:00","25.97","-27.39",,,"1","3","2","5",,,,"11",,,,,,,,"10201","2","2","0",,,,,,,"265",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-15T08:00:00","20.46","-23.09",,,"1","4","2","5",,,,"11","0","30","4","77",,,,,,,"0","255",,,"1","234",,,,,,,,,,,,,,"247","3","794","103","6","1","2","2","F111F1","11AAAA1A1AAAAA",,,,,,,,,
"4400624","2015-09-15T08:00:00","25.76","-28.48",,,"1","3","2","5",,,,"11",,,,,,,,"10194","2","3","0",,,,,,,"266",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-15T08:00:00","29.25","-24.45",,,"1","3","2","5",,,,"11",,,,,,,,"10202","2","3","0",,,,,,,"263",,,,,,,,,,,,"247","94","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-15T08:00:00","25.53","-29.72",,,"1","3","2","5",,,,"11",,,,,,,,"10195","2","4","0",,,,,,,"268",,,,,,,,,,,,"247","59","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-15T08:28:00","20.46","-23.09",,,"1","4","2","5",,,,"11","5","31",,"77",,,,,,,"8","256",,,,,,,,,,,,,,,,,,"247","3","798","172","6","0",,"2","F111F1","11AAAA1AAAAAAA",,,,,,,,,
"1300002","2015-09-15T08:31:00","20.45","-23.11",,,"1","4","2","5",,,,"11","5","31",,"85",,,,,,,"8","257",,,,,,,,,,,,,,,,,,"247","3","798","172","6","0",,"2","F111F1","11AAAA1AAAAAAA",,,,,,,,,
"1300872","2015-09-15T08:50:00","25.98","-27.39",,,"1","3","2","5",,,,"11",,,,,,,,"10204","2","8","0",,,,,,,"265",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-15T08:54:00","20.44","-23.11",,,"1","4","2","5",,,,"11","5","34",,"89",,,,,,,"8","257",,,,,,,,,,,,,,,,,,"247","3","798","172","6","0",,"2","F111F1","11AAAA1AAAAAAA",,,,,,,,,
"4400624","2015-09-15T09:00:00","25.76","-28.49",,,"1","3","2","5",,,,"11",,,,,,,,"10197","2","6","0",,,,,,,"266",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-15T09:00:00","29.25","-24.44",,,"1","3","2","5",,,,"11",,,,,,,,"10205","2","7","0",,,,,,,"263",,,,,,,,,,,,"247","94","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-15T09:00:00","25.53","-29.74",,,"1","3","2","5",,,,"11",,,,,,,,"10197","2","6","0",,,,,,,"268",,,,,,,,,,,,"247","59","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-15T09:50:00","25.99","-27.39",,,"1","3","2","5",,,,"11",,,,,,,,"10207","2","9","0",,,,,,,"265",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-15T10:00:00","20.45","-23.11",,,"1","4","2","5",,,,"11","0","30","4","87",,,,,,,"0","257",,,"1","234",,,,,,,,,,,,,,"247","3","794","103","6","1","2","2","F111F1","11AAAA1A1AAAAA",,,,,,,,,
"4400624","2015-09-15T10:00:00","25.77","-28.49",,,"1","3","2","5",,,,"11",,,,,,,,"10201","2","8","0",,,,,,,"266",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-15T10:00:00","29.25","-24.44",,,"1","3","2","5",,,,"11",,,,,,,,"10208","2","10","0",,,,,,,"263",,,,,,,,,,,,"247","94","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-15T10:00:00","25.53","-29.74",,,"1","3","2","5",,,,"11",,,,,,,,"10199","2","6","0",,,,,,,"268",,,,,,,,,,,,"247","59","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-15T10:50:00","26.00","-27.40",,,"1","3","2","5",,,,"11",,,,,,,,"10212","2","11","0",,,,,,,"265",,,,,,,,,,,,"247","67","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-15T11:00:00","20.44","-23.11",,,"1","4","2","5",,,,"11","0","30","4","87",,,,,,,"0","257",,,"1","234",,,,,,,,,,,,,,"247","3","794","103","6","1","2","2","F111F1","11AAAA1A1AAAAA",,,,,,,,,
"4400624","2015-09-15T11:00:00","25.77","-28.49",,,"1","3","2","5",,,,"11",,,,,,,,"10205","2","11","0",,,,,,,"267",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-15T11:00:00","29.25","-24.43",,,"1","3","2","5",,,,"11",,,,,,,,"10211","2","9","0",,,,,,,"264",,,,,,,,,,,,"247","94","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-15T11:00:00","25.53","-29.74",,,"1","3","2","5",,,,"11",,,,,,,,"10204","2","9","0",,,,,,,"268",,,,,,,,,,,,"247","59","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-15T11:50:00","26.00","-27.39",,,"1","3","2","5",,,,"11",,,,,,,,"10212","2","8","0",,,,,,,"266",,,,,,,,,,,,"247","67","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-15T11:52:00","20.46","-23.10",,,"1","4","2","5",,,,"11","5","41",,"80",,,,,,,"8","258",,,,,,,,,,,,,,,,,,"247","3","798","172","6","1","2","2","F111F1","11AAAA1AAAAAAA",,,,,,,,,
"1300002","2015-09-15T12:00:00","20.46","-23.10",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"247","3","794","103","6","1","2","2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,
"4400624","2015-09-15T12:00:00","25.78","-28.50",,,"1","3","2","5",,,,"11",,,,,,,,"10206","2","9","0",,,,,,,"268",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-15T12:00:00","29.25","-24.42",,,"1","3","2","5",,,,"11",,,,,,,,"10210","2","5","0",,,,,,,"264",,,,,,,,,,,,"247","94","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-15T12:00:00","25.53","-29.77",,,"1","3","2","5",,,,"11",,,,,,,,"10206","2","10","0",,,,,,,"269",,,,,,,,,,,,"247","59","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-15T12:50:00","26.01","-27.39",,,"1","3","2","5",,,,"11",,,,,,,,"10212","2","5","0",,,,,,,"267",,,,,,,,,,,,"247","67","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-15T13:00:00","25.78","-28.50",,,"1","3","2","5",,,,"11",,,,,,,,"10205","2","4","0",,,,,,,"269",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-15T13:00:00","29.24","-24.42",,,"1","3","2","5",,,,"11",,,,,,,,"10206","7","2","0",,,,,,,"265",,,,,,,,,,,,"247","94","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-15T13:00:00","25.53","-29.77",,,"1","3","2","5",,,,"11",,,,,,,,"10206","2","7","0",,,,,,,"270",,,,,,,,,,,,"247","59","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-15T13:50:00","26.01","-27.38",,,"1","3","2","5",,,,"11",,,,,,,,"10209","7","3","0",,,,,,,"267",,,,,,,,,,,,"247","67","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-15T14:00:00","20.46","-23.10",,,"1","4","2","5",,,,"11","0","40","4","82",,,,,,,"0","257",,,"1","234",,,,,,,,,,,,,,"247","3","794","103","6","1","2","2","F111F1","11AAAA1A1AAAAA",,,,,,,,,
"4400624","2015-09-15T14:00:00","25.78","-28.50",,,"1","3","2","5",,,,"11",,,,,,,,"10203","7","2","0",,,,,,,"269",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-15T14:00:00","29.24","-24.41",,,"1","3","2","5",,,,"11",,,,,,,,"10203","7","8","0",,,,,,,"266",,,,,,,,,,,,"247","94","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-15T14:00:00","25.53","-29.77",,,"1","3","2","5",,,,"11",,,,,,,,"10203","4","0","0",,,,,,,"270",,,,,,,,,,,,"247","59","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-15T14:14:00","20.46","-23.09",,,"1","4","2","5",,,,"11","5","35",,"82",,,,,,,"8","258",,,,,,,,,,,,,,,,,,"247","3","798","172","6","0",,"2","F111F1","11AAAA1AAAAAAA",,,,,,,,,
"1300872","2015-09-15T14:50:00","26.02","-27.38",,,"1","3","2","5",,,,"11",,,,,,,,"10204","7","8","0",,,,,,,"268",,,,,,,,,,,,"247","67","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-15T15:00:00","20.46","-23.09",,,"1","4","2","5",,,,"11","0","40","4","82",,,,,,,"0","258",,,"1","235",,,,,,,,,,,,,,"247","3","794","103","6","1","2","2","F111F1","11AAAA1A1AAAAA",,,,,,,,,
"4400624","2015-09-15T15:00:00","25.79","-28.50",,,"1","3","2","5",,,,"11",,,,,,,,"10197","7","9","0",,,,,,,"270",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-15T15:00:00","29.23","-24.41",,,"1","3","2","5",,,,"11",,,,,,,,"10198","7","12","0",,,,,,,"266",,,,,,,,,,,,"247","94","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-15T15:00:00","25.54","-29.79",,,"1","3","2","5",,,,"11",,,,,,,,"10199","7","7","0",,,,,,,"272",,,,,,,,,,,,"247","59","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-15T15:50:00","26.02","-27.37",,,"1","3","2","5",,,,"11",,,,,,,,"10199","7","13","0",,,,,,,"268",,,,,,,,,,,,"247","67","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-15T15:52:00","20.45","-23.10",,,"1","4","2","5",,,,"11","5","35",,"87",,,,,,,"8","257",,,,,,,,,,,,,,,,,,"247","3","798","172","6","1","2","2","F111F1","11AAAA1AAAAAAA",,,,,,,,,
"4400624","2015-09-15T16:00:00","25.79","-28.50",,,"1","3","2","5",,,,"11",,,,,,,,"10194","7","11","0",,,,,,,"271",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-15T16:00:00","29.22","-24.40",,,"1","3","2","5",,,,"11",,,,,,,,"10194","7","12","0",,,,,,,"267",,,,,,,,,,,,"247","94","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-15T16:00:00","25.54","-29.79",,,"1","3","2","5",,,,"11",,,,,,,,"10196","7","10","0",,,,,,,"272",,,,,,,,,,,,"247","59","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-15T16:50:00","26.02","-27.37",,,"1","3","2","5",,,,"11",,,,,,,,"10196","7","13","0",,,,,,,"268",,,,,,,,,,,,"247","67","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-15T17:00:00","20.45","-23.10",,,"1","4","2","5",,,,"11","0","30","4","82",,,,,,,"0","258",,,"1","233",,,,,,,,,,,,,,"247","3","794","103","6","1","2","2","F111F1","11AAAA1A1AAAAA",,,,,,,,,
"4400624","2015-09-15T17:00:00","25.79","-28.50",,,"1","3","2","5",,,,"11",,,,,,,,"10190","7","13","0",,,,,,,"271",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-15T17:00:00","29.21","-24.40",,,"1","3","2","5",,,,"11",,,,,,,,"10191","7","12","0",,,,,,,"267",,,,,,,,,,,,"247","94","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-15T17:00:00","25.54","-29.79",,,"1","3","2","5",,,,"11",,,,,,,,"10193","7","11","0",,,,,,,"272",,,,,,,,,,,,"247","59","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-15T17:50:00","26.02","-27.36",,,"1","3","2","5",,,,"11",,,,,,,,"10196","7","8","0",,,,,,,"267",,,,,,,,,,,,"247","67","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-15T18:00:00","25.79","-28.49",,,"1","3","2","5",,,,"11",,,,,,,,"10189","7","8","0",,,,,,,"270",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
