"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","IND_FOR_PRECIP","AMT_PRECIP","DUR_OF_PER"
"4400613","2015-09-07T23:00:00","28.36","-29.73",,,"1","3","2","5",,,,"11",,,,,,,,"10210","2","15","0",,,,,,,"280",,,,,,,,,,,,"247","89","794","103","7","1","2","1","3FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-07T23:00:00","25.87","-27.70",,,"1","3","2","5",,,,"11",,,,,,,,"10204","2","14","0",,,,,,,"265",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-07T23:00:00","29.62","-23.88",,,"1","3","2","5",,,,"11",,,,,,,,"10207","2","11","0",,,,,,,"265",,,,,,,,,,,,"247","93","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-07T23:00:00","25.84","-28.80",,,"1","3","2","5",,,,"11",,,,,,,,"10205","2","11","0",,,,,,,"268",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-07T23:50:00","25.87","-27.31",,,"1","3","2","5",,,,"11",,,,,,,,"10212","2","11","0",,,,,,,"265",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400613","2015-09-08T00:00:00","28.35","-29.71",,,"1","3","2","5",,,,"11",,,,,,,,"10206","2","7","0",,,,,,,"280",,,,,,,,,,,,"247","89","794","103","7","1","2","1","3FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-08T00:00:00","25.86","-27.70",,,"1","3","2","5",,,,"11",,,,,,,,"10202","2","5","0",,,,,,,"264",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-08T00:00:00","29.61","-23.88",,,"1","3","2","5",,,,"11",,,,,,,,"10203","2","4","0",,,,,,,"264",,,,,,,,,,,,"247","93","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-08T00:00:00","25.84","-28.79",,,"1","3","2","5",,,,"11",,,,,,,,"10201","2","2","0",,,,,,,"268",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"OWFD2","2015-09-08T00:00:00","28.70","-27.70",,,"1","4","0","0","6","3","1","1","0","10","4","10","98","1","1","10214","4","0","0","258","0","229",,"217","1","260","4","4","1","A","0","1","1","0","38","3","2","247","87","992","114","5","1","2","1","111111","11111111111111",,"1","1",,,,"4",,
"1300872","2015-09-08T00:50:00","25.87","-27.31",,,"1","3","2","5",,,,"11",,,,,,,,"10205","7","3","0",,,,,,,"265",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400613","2015-09-08T01:00:00","28.35","-29.71",,,"1","3","2","5",,,,"11",,,,,,,,"10201","7","5","0",,,,,,,"280",,,,,,,,,,,,"247","89","794","103","7","1","2","1","3FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-08T01:00:00","25.86","-27.71",,,"1","3","2","5",,,,"11",,,,,,,,"10197","7","5","0",,,,,,,"264",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-08T01:00:00","29.60","-23.88",,,"1","3","2","5",,,,"11",,,,,,,,"10199","7","7","0",,,,,,,"264",,,,,,,,,,,,"247","93","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-08T01:00:00","25.84","-28.79",,,"1","3","2","5",,,,"11",,,,,,,,"10200","7","3","0",,,,,,,"268",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-08T01:50:00","25.87","-27.31",,,"1","3","2","5",,,,"11",,,,,,,,"10200","7","12","0",,,,,,,"265",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-08T02:00:00","20.46","-23.10",,,"1","4","2","5",,,,"11","0","20","4","77",,,,,,,"0","252",,,"1","233",,,,,,,,,,,,,,"247","3","794","103","6","1","2","1","F111F1","11AAAA1A1AAAAA",,,,,,,,,
"4400613","2015-09-08T02:00:00","28.35","-29.71",,,"1","3","2","5",,,,"11",,,,,,,,"10199","7","12","0",,,,,,,"280",,,,,,,,,,,,"247","89","794","103","7","1","2","1","3FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-08T02:00:00","25.85","-27.71",,,"1","3","2","5",,,,"11",,,,,,,,"10192","7","12","0",,,,,,,"264",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-08T02:00:00","29.59","-23.89",,,"1","3","2","5",,,,"11",,,,,,,,"10197","7","10","0",,,,,,,"264",,,,,,,,,,,,"247","93","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-08T02:00:00","25.84","-28.79",,,"1","3","2","5",,,,"11",,,,,,,,"10198","7","7","0",,,,,,,"267",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-08T02:35:00","20.46","-23.10",,,"1","4","2","5",,,,"11","5","26",,"84",,,,,,,"8","253",,,,,,,,,,,,,,,,,,"247","3","798","172","6","1","2","1","F111F1","11AAAA1AAAAAAA",,,,,,,,,
"1300872","2015-09-08T02:50:00","25.86","-27.31",,,"1","3","2","5",,,,"11",,,,,,,,"10196","7","15","0",,,,,,,"265",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400613","2015-09-08T03:00:00","28.34","-29.71",,,"1","3","2","5",,,,"11",,,,,,,,"10196","7","10","0",,,,,,,"279",,,,,,,,,,,,"247","89","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-08T03:00:00","25.85","-27.71",,,"1","3","2","5",,,,"11",,,,,,,,"10189","7","13","0",,,,,,,"264",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-08T03:00:00","29.59","-23.90",,,"1","3","2","5",,,,"11",,,,,,,,"10193","7","10","0",,,,,,,"264",,,,,,,,,,,,"247","93","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-08T03:00:00","25.82","-28.79",,,"1","3","2","5",,,,"11",,,,,,,,"10194","7","7","0",,,,,,,"267",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-08T03:50:00","25.86","-27.30",,,"1","3","2","5",,,,"11",,,,,,,,"10191","7","14","0",,,,,,,"264",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-08T04:00:00","20.46","-23.10",,,"1","4","2","5",,,,"11","0","30","4","82",,,,,,,"0","253",,,"1","235",,,,,,,,,,,,,,"247","3","794","103","6","1","2","1","F111F1","11AAAA1A1AAAAA",,,,,,,,,
"4400613","2015-09-08T04:00:00","28.34","-29.71",,,"1","3","2","5",,,,"11",,,,,,,,"10192","7","9","0",,,,,,,"278",,,,,,,,,,,,"247","89","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-08T04:00:00","25.84","-27.72",,,"1","3","2","5",,,,"11",,,,,,,,"10183","7","14","0",,,,,,,"264",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-08T04:00:00","29.58","-23.90",,,"1","3","2","5",,,,"11",,,,,,,,"10189","7","10","0",,,,,,,"264",,,,,,,,,,,,"247","93","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-08T04:00:00","25.82","-28.79",,,"1","3","2","5",,,,"11",,,,,,,,"10186","7","14","0",,,,,,,"266",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-08T04:14:00","20.45","-23.11",,,"1","4","2","5",,,,"11","5","39",,"77",,,,,,,"8","253",,,,,,,,,,,,,,,,,,"247","3","798","172","6","0",,"1","F111F1","11AAAA1AAAAAAA",,,,,,,,,
"1300872","2015-09-08T04:50:00","25.86","-27.30",,,"1","3","2","5",,,,"11",,,,,,,,"10188","7","12","0",,,,,,,"264",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-08T05:00:00","20.45","-23.11",,,"1","4","2","5",,,,"11","0","40","4","77",,,,,,,"0","253",,,"1","235",,,,,,,,,,,,,,"247","3","794","103","6","1","2","1","F111F1","11AAAA1A1AAAAA",,,,,,,,,
"4400613","2015-09-08T05:00:00","28.34","-29.71",,,"1","3","2","5",,,,"11",,,,,,,,"10189","7","10","0",,,,,,,"278",,,,,,,,,,,,"247","89","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-08T05:00:00","25.84","-27.72",,,"1","3","2","5",,,,"11",,,,,,,,"10182","7","10","0",,,,,,,"264",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-08T05:00:00","29.58","-23.91",,,"1","3","2","5",,,,"11",,,,,,,,"10186","7","11","0",,,,,,,"264",,,,,,,,,,,,"247","93","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-08T05:00:00","25.82","-28.79",,,"1","3","2","5",,,,"11",,,,,,,,"10182","7","17","0",,,,,,,"266",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-08T05:50:00","25.86","-27.31",,,"1","3","2","5",,,,"11",,,,,,,,"10191","7","5","0",,,,,,,"264",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400613","2015-09-08T06:00:00","28.33","-29.73",,,"1","3","2","5",,,,"11",,,,,,,,"10192","7","3","0",,,,,,,"278",,,,,,,,,,,,"247","89","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-08T06:00:00","25.84","-27.73",,,"1","3","2","5",,,,"11",,,,,,,,"10185","7","4","0",,,,,,,"264",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-08T06:00:00","29.58","-23.92",,,"1","3","2","5",,,,"11",,,,,,,,"10187","7","6","0",,,,,,,"264",,,,,,,,,,,,"247","93","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-08T06:00:00","25.79","-28.79",,,"1","3","2","5",,,,"11",,,,,,,,"10187","7","7","0",,,,,,,"266",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"OWFD2","2015-09-08T06:00:00","28.40","-29.30",,,"1","4","0","0","6","3","1","1","0","160","4","26","98","2","1","10208","5","10","0","250","0","240",,"236","1","270",,,,"A",,,"12","4",,,,"247","89","992","114","5","1","2","1","111111","111111111181A1",,"1","1",,,,"4",,
"1300872","2015-09-08T06:50:00","25.85","-27.31",,,"1","3","2","5",,,,"11",,,,,,,,"10197","2","6","0",,,,,,,"264",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400613","2015-09-08T07:00:00","28.33","-29.73",,,"1","3","2","5",,,,"11",,,,,,,,"10195","2","4","0",,,,,,,"278",,,,,,,,,,,,"247","89","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-08T07:00:00","25.83","-27.74",,,"1","3","2","5",,,,"11",,,,,,,,"10191","2","8","0",,,,,,,"264",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-08T07:00:00","29.57","-23.93",,,"1","3","2","5",,,,"11",,,,,,,,"10192","2","3","0",,,,,,,"264",,,,,,,,,,,,"247","93","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-08T07:00:00","25.79","-28.79",,,"1","3","2","5",,,,"11",,,,,,,,"10190","2","4","0",,,,,,,"266",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-08T07:50:00","25.85","-27.32",,,"1","3","2","5",,,,"11",,,,,,,,"10199","2","11","0",,,,,,,"263",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-08T08:00:00","20.46","-23.10",,,"1","4","2","5",,,,"11","0","40","4","87",,,,,,,"0","253",,,"1","234",,,,,,,,,,,,,,"247","3","794","103","6","1","2","2","F111F1","11AAAA1A1AAAAA",,,,,,,,,
"4400613","2015-09-08T08:00:00","28.33","-29.73",,,"1","3","2","5",,,,"11",,,,,,,,"10200","2","11","0",,,,,,,"278",,,,,,,,,,,,"247","89","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-08T08:00:00","25.83","-27.75",,,"1","3","2","5",,,,"11",,,,,,,,"10193","2","11","0",,,,,,,"264",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-08T08:00:00","29.57","-23.93",,,"1","3","2","5",,,,"11",,,,,,,,"10197","2","11","0",,,,,,,"264",,,,,,,,,,,,"247","93","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-08T08:00:00","25.79","-28.79",,,"1","3","2","5",,,,"11",,,,,,,,"10194","2","12","0",,,,,,,"266",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-08T08:09:00","20.46","-23.10",,,"1","4","2","5",,,,"11","5","44",,"86",,,,,,,"8","253",,,,,,,,,,,,,,,,,,"247","3","798","172","6","0",,"2","F111F1","11AAAA1AAAAAAA",,,,,,,,,
"1300872","2015-09-08T08:50:00","25.85","-27.32",,,"1","3","2","5",,,,"11",,,,,,,,"10199","2","8","0",,,,,,,"263",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-08T08:51:00","20.45","-23.11",,,"1","4","2","5",,,,"11","5","45",,"93",,,,,,,"8","256",,,,,,,,,,,,,,,,,,"247","3","798","172","6","0",,"2","F111F1","11AAAA1AAAAAAA",,,,,,,,,
"4400613","2015-09-08T09:00:00","28.32","-29.75",,,"1","3","2","5",,,,"11",,,,,,,,"10202","2","10","0",,,,,,,"278",,,,,,,,,,,,"247","89","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-08T09:00:00","25.83","-27.76",,,"1","3","2","5",,,,"11",,,,,,,,"10194","2","9","0",,,,,,,"264",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-08T09:00:00","29.57","-23.94",,,"1","3","2","5",,,,"11",,,,,,,,"10200","2","13","0",,,,,,,"263",,,,,,,,,,,,"247","93","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-08T09:00:00","25.77","-28.82",,,"1","3","2","5",,,,"11",,,,,,,,"10195","2","9","0",,,,,,,"266",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-08T09:50:00","25.85","-27.33",,,"1","3","2","5",,,,"11",,,,,,,,"10200","2","4","0",,,,,,,"264",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-08T10:00:00","20.45","-23.11",,,"1","4","2","5",,,,"11","0","40","4","93",,,,,,,"0","256",,,"1","235",,,,,,,,,,,,,,"247","3","794","103","6","1","2","2","F111F1","11AAAA1A1AAAAA",,,,,,,,,
"4400613","2015-09-08T10:00:00","28.32","-29.75",,,"1","3","2","5",,,,"11",,,,,,,,"10202","2","7","0",,,,,,,"279",,,,,,,,,,,,"247","89","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-08T10:00:00","25.83","-27.77",,,"1","3","2","5",,,,"11",,,,,,,,"10194","2","3","0",,,,,,,"264",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-08T10:00:00","29.57","-23.95",,,"1","3","2","5",,,,"11",,,,,,,,"10202","2","10","0",,,,,,,"264",,,,,,,,,,,,"247","93","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-08T10:00:00","25.77","-28.82",,,"1","3","2","5",,,,"11",,,,,,,,"10197","2","7","0",,,,,,,"266",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-08T10:13:00","20.46","-23.10",,,"1","4","2","5",,,,"11","5","42",,"84",,,,,,,"8","256",,,,,,,,,,,,,,,,,,"247","3","798","172","6","0",,"2","F111F1","11AAAA1AAAAAAA",,,,,,,,,
"1300872","2015-09-08T10:50:00","25.85","-27.33",,,"1","3","2","5",,,,"11",,,,,,,,"10202","2","3","0",,,,,,,"264",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-08T11:00:00","20.46","-23.10",,,"1","4","2","5",,,,"11","0","40","4","82",,,,,,,"0","255",,,"1","237",,,,,,,,,,,,,,"247","3","794","103","6","1","2","2","F111F1","11AAAA1A1AAAAA",,,,,,,,,
"4400613","2015-09-08T11:00:00","28.32","-29.75",,,"1","3","2","5",,,,"11",,,,,,,,"10204","2","4","0",,,,,,,"284",,,,,,,,,,,,"247","89","794","103","7","1","2","2","3FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-08T11:00:00","25.83","-27.78",,,"1","3","2","5",,,,"11",,,,,,,,"10195","2","2","0",,,,,,,"264",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-08T11:00:00","29.57","-23.95",,,"1","3","2","5",,,,"11",,,,,,,,"10204","2","7","0",,,,,,,"265",,,,,,,,,,,,"247","93","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-08T11:00:00","25.77","-28.82",,,"1","3","2","5",,,,"11",,,,,,,,"10197","2","4","0",,,,,,,"267",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-08T11:50:00","25.85","-27.33",,,"1","3","2","5",,,,"11",,,,,,,,"10205","2","5","0",,,,,,,"264",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-08T11:52:00","20.45","-23.10",,,"1","4","2","5",,,,"11",,"30",,"72",,,,,,,"8","256",,,,,,,,,,,,,,,,,,"247","3","798","172","6","1","2","2","F111F1","11AAAA1AAAAAAA",,,,,,,,,
"1300002","2015-09-08T12:00:00","20.45","-23.10",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"247","3","794","103","6","1","2","2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,
"4400613","2015-09-08T12:00:00","28.32","-29.77",,,"1","3","2","5",,,,"11",,,,,,,,"10206","2","3","0",,,,,,,"292",,,,,,,,,,,,"247","89","794","103","7","1","2","2","5FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-08T12:00:00","25.83","-27.79",,,"1","3","2","5",,,,"11",,,,,,,,"10198","2","4","0",,,,,,,"265",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-08T12:00:00","29.56","-23.96",,,"1","3","2","5",,,,"11",,,,,,,,"10204","2","4","0",,,,,,,"266",,,,,,,,,,,,"247","93","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-08T12:00:00","25.76","-28.86",,,"1","3","2","5",,,,"11",,,,,,,,"10198","2","3","0",,,,,,,"267",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-08T12:50:00","25.86","-27.34",,,"1","3","2","5",,,,"11",,,,,,,,"10201","4","0","0",,,,,,,"265",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400613","2015-09-08T13:00:00","28.32","-29.77",,,"1","3","2","5",,,,"11",,,,,,,,"10201","7","2","0",,,,,,,"294",,,,,,,,,,,,"247","89","794","103","7","1","2","2","5FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-08T13:00:00","25.83","-27.80",,,"1","3","2","5",,,,"11",,,,,,,,"10195","2","1","0",,,,,,,"266",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-08T13:00:00","29.56","-23.97",,,"1","3","2","5",,,,"11",,,,,,,,"10201","7","1","0",,,,,,,"268",,,,,,,,,,,,"247","93","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-08T13:00:00","25.76","-28.86",,,"1","3","2","5",,,,"11",,,,,,,,"10199","2","2","0",,,,,,,"268",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-08T13:50:00","25.87","-27.35",,,"1","3","2","5",,,,"11",,,,,,,,"10197","7","5","0",,,,,,,"265",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400613","2015-09-08T14:00:00","28.32","-29.77",,,"1","3","2","5",,,,"11",,,,,,,,"10196","7","8","0",,,,,,,"294",,,,,,,,,,,,"247","89","794","103","7","1","2","2","5FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-08T14:00:00","25.83","-27.81",,,"1","3","2","5",,,,"11",,,,,,,,"10190","7","5","0",,,,,,,"266",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-08T14:00:00","29.56","-23.98",,,"1","3","2","5",,,,"11",,,,,,,,"10195","7","9","0",,,,,,,"270",,,,,,,,,,,,"247","93","794","103","7","1","2","2","3FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-08T14:00:00","25.76","-28.86",,,"1","3","2","5",,,,"11",,,,,,,,"10192","7","5","0",,,,,,,"269",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-08T14:50:00","25.87","-27.35",,,"1","3","2","5",,,,"11",,,,,,,,"10192","7","13","0",,,,,,,"266",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-08T15:00:00","20.45","-23.10",,,"1","4","2","5",,,,"11","0","30","4","72",,,,,,,"0","256",,,"1","240",,,,,,,,,,,,,,"247","3","794","103","6","1","2","2","F111F1","11AAAA1A1AAAAA",,,,,,,,,
"4400613","2015-09-08T15:00:00","28.33","-29.79",,,"1","3","2","5",,,,"11",,,,,,,,"10193","7","13","0",,,,,,,,,,,,,,,,,,,"247","89","794","103","7","1","2","2","7FFF1F","1AAAA1AAA6AAA1","4",,,,,,,,
"4400624","2015-09-08T15:00:00","25.84","-27.82",,,"1","3","2","5",,,,"11",,,,,,,,"10184","7","14","0",,,,,,,"267",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-08T15:00:00","29.56","-23.99",,,"1","3","2","5",,,,"11",,,,,,,,"10193","7","11","0",,,,,,,"270",,,,,,,,,,,,"247","93","794","103","7","1","2","2","3FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-08T15:00:00","25.76","-28.90",,,"1","3","2","5",,,,"11",,,,,,,,"10185","7","14","0",,,,,,,"269",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-08T15:30:00","20.45","-23.11",,,"1","4","2","5",,,,"11",,"30",,"81",,,,,,,"8","256",,,,,,,,,,,,,,,,,,"247","3","798","172","6","0",,"2","F111F1","11AAAA1AAAAAAA",,,,,,,,,
"1300872","2015-09-08T15:50:00","25.87","-27.35",,,"1","3","2","5",,,,"11",,,,,,,,"10188","7","13","0",,,,,,,"266",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400613","2015-09-08T16:00:00","28.33","-29.79",,,"1","3","2","5",,,,"11",,,,,,,,"10189","7","12","0",,,,,,,,,,,,,,,,,,,"247","89","794","103","7","1","2","2","7FFF1F","1AAAA1AAA6AAA1","4",,,,,,,,
