"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","IND_FOR_PRECIP"
"C6FN4","2022-09-24T04:00:00","26.60","-79.40",,,"1","5","2","5","4","2","1",,,,,,,,,"10164","1","14","8","284",,"267",,"261",,,,,"A",,"A","A",,,,,,,"242","69","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6FV9","2022-09-24T04:00:00","27.00","-79.30",,,"1","5","2","5","9",,"1",,,,,,,,,"10140","1","14","8","283",,"252",,"241",,,,,"A",,"A","A",,,,,,,"242","79","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6WW4","2022-09-24T04:00:00","26.60","-79.10",,,"1","5","2","5","3","4","1",,,,,,,,,"10134","0","5","8","277",,"261",,"256",,,,,"A",,"A","A",,,,,,,"242","69","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6XS8","2022-09-24T04:00:00","20.70","-74.10",,,"1","5","2","5","7","4","1",,,,,,,,,,"8","6","8","282",,"225",,"200",,,,,"A",,"A","A",,,,,,,"242","4","798","172","5","1","2","1","F1FF61","1AAAA9111A8AA1",,"5",,,,,,,
"C6YR6","2022-09-24T04:00:00","26.20","-78.90",,,"1","5","2","5","1","3","1",,,,,,,,,"10154","0","9","8","273",,"250",,"242",,,,,"A",,"A","A",,,,,,,"242","68","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6ZL6","2022-09-24T04:00:00","27.20","-79.50",,,"1","5","2","5","7","4","1",,,,,,,,,"10145","8","4","8","276",,"259",,"253",,,,,"A",,"A","A",,,,,,,"242","79","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"EUCDE23","2022-09-24T04:00:00","21.37","-76.08",,,"1","5","2","5","3","4","1",,,,,,,,,"10136","2","2","8","291",,,,"245",,,,,,,,,,,,,,,"242","16","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"HPYE","2022-09-24T04:00:00","26.70","-79.10",,,"1","5","2","5","3","4","1",,,,,,,,,"10154","1","16","8","281",,"267",,"263",,,,,"A",,"A","A",,,,,,,"242","69","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"SPGF1","2022-09-24T04:00:00","26.70","-79.00",,,"1","4","2","5",,,"5","0","90","4","26",,,,,"10147","1","12","0","288",,,,,,,,,,"A",,,,,,,,,"242","69","995","114","13","0",,"1","F1111F","11AAA11AAA8AA1","31",,"6",,,,,,"4"
"V2QX5","2022-09-24T04:00:00","23.70","-73.60",,,"1","6","2","5","7","3","1",,,"4",,"1","97","2","0","10153",,,"8","290",,"253",,"239","1","280","1","1","1","4","A","A","0","0","0","1","8","5","242","33","798","172","5","1","2","1","11FF11","1211111111111A",,"5",,"0",,,,,
"WAPZ","2022-09-24T04:00:00","26.50","-78.70",,,"1","5","2","5","9","0","1",,,,,,,,,"10142","0","13","8","260",,"230",,"217",,,,,"A",,"A","A",,,,,,,"242","68","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"WCDP","2022-09-24T04:00:00","29.10","-79.60",,,"1","5","2","5","8","4","1",,,,,,,,,"10162","1","24","8","263",,"231",,"217",,,,,"A",,"A","A",,,,,,,"242","99","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"WHDV","2022-09-24T04:00:00","27.30","-79.80",,,"1","5","2","5","8","3","1",,,,,,,,,"10120","0","12","8","275",,"237",,"222",,,,,"A",,"A","A",,,,,,,"242","79","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"4102636","2022-09-24T04:04:00","28.42","-70.69",,,"1","4","2","5",,,"11",,,,,,,,,"10149",,,"8",,,,,,"9","280",,,,,,,,,,,,,"242","80","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"4100010","2022-09-24T04:10:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","42",,"91",,,,,"10164",,,"8","268",,,,"217","9","297",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100047","2022-09-24T04:10:00","27.48","-71.45",,,"1","5","2","5",,,"11","5","51",,"38",,,,,"10130",,,"8","275",,,,"242","9","286",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100010","2022-09-24T04:20:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","41",,"85",,,,,"10163",,,"8","269",,,,"218","9","297",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100047","2022-09-24T04:20:00","27.48","-71.45",,,"1","5","2","5",,,"11","5","45",,"35",,,,,"10130",,,"8","274",,,,"239","9","286",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100010","2022-09-24T04:30:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","39",,"89",,,,,"10162",,,"8","269",,,,"219","9","297",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100047","2022-09-24T04:30:00","27.48","-71.45",,,"1","5","2","5",,,"11","5","52",,"44",,,,,"10127",,,"8","274",,,,"240","9","286",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100010","2022-09-24T04:40:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","48",,"84",,,,,"10163",,,"8","269",,,,"219","9","297",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100047","2022-09-24T04:40:00","27.48","-71.45",,,"1","5","2","5",,,"11","5","49",,"51",,,,,"10127",,,"8","273",,,,"242","9","285",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100010","2022-09-24T04:50:00","28.90","-78.50",,,"1","5","2","5",,,"11",,"50","1","80",,,,,"10164",,,"8","269",,,,"215",,,,,,,,,,,"5","5","10","3","242","88","798","172","6","1","2","1","F11111","11AAA11A1AA31A",,,,,,,,,
"4100047","2022-09-24T04:50:00","27.50","-71.50",,,"1","5","2","5",,,"11",,"60","1","50",,,,,"10126",,,"8","272",,,,"240",,,,,,,,,,,"5","3","11","4","242","71","798","172","6","1","2","1","F11111","11AAA11A1AA31A",,,,,,,,,
"1301573","2022-09-24T05:00:00","26.73","-76.51",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","300",,,,,,,,,,,,,"242","66","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,
"1501723","2022-09-24T05:00:00","25.24","-72.94",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","293",,,,,,,,,,,,,"242","52","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,
"3EBL5","2022-09-24T05:00:00","25.50","-76.00",,,"1","5","2","5","2","3","1",,,,,,,,,"10148","8","1","8","283",,"263",,"256",,,,,"A",,"A","A",,,,,,,"242","56","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"4100010","2022-09-24T05:00:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","47",,"78",,,,,"10164",,,"8","269",,,,"214","9","298",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100047","2022-09-24T05:00:00","27.48","-71.45",,,"1","5","2","5",,,"11","5","58",,"46",,,,,"10127",,,"8","272",,,,"239","9","285",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4101726","2022-09-24T05:00:00","23.66","-74.24",,,"1","4","2","5",,,"11",,,,,,,,,"10141",,,"8",,,,,,"9","297",,,,,,,,,,,,,"242","34","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"4401556","2022-09-24T05:00:00","21.20","-73.02",,,"1","3","2","5",,,"11",,,,,,,,,"10130",,,,,,,,,,,,,,,,,,,,,,,"242","13","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,
"4402879","2022-09-24T05:00:00","28.10","-76.48",,,"1","4","2","5",,,"11",,,,,,,,,"10157",,,"8",,,,,,"9","293",,,,,,,,,,,,,"242","86","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"6202613","2022-09-24T05:00:00","28.36","-78.53",,,"1","4","2","5",,,"11",,,,,,,,,"10154",,,"8",,,,,,"9","295",,,,,,,,,,,,,"242","88","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"6203624","2022-09-24T05:00:00","27.64","-76.80",,,"1","4","2","5",,,"11",,,,,,,,,"10148",,,"8",,,,,,"9","294",,,,,,,,,,,,,"242","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"6203627","2022-09-24T05:00:00","21.92","-71.29",,,"1","4","2","5",,,"11",,,,,,,,,"10143",,,"8",,,,,,"9","285",,,,,,,,,,,,,"242","11","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"6203635","2022-09-24T05:00:00","25.07","-77.32",,,"1","4","2","5",,,"11",,,,,,,,,"10135",,,"8",,,,,,"9","284",,,,,,,,,,,,,"242","57","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"6203636","2022-09-24T05:00:00","23.18","-75.11",,,"1","3","2","5",,,"11",,,,,,,,,"10139",,,,,,,,,,,,,,,,,,,,,,,"242","35","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,
"C6BX8","2022-09-24T05:00:00","25.70","-79.80",,,"1","5","2","5","8","4","1",,,,,,,,,"10131","0","6","8","280",,"249",,"238",,,,,"A",,"A","A",,,,,,,"242","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6DF6","2022-09-24T05:00:00","25.90","-79.60",,,"1","5","2","5","5","3","1",,,,,,,,,"10149","0","4","8","275",,"247",,"236",,,,,"A",,"A","A",,,,,,,"242","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6FG4","2022-09-24T05:00:00","26.50","-79.00",,,"1","5","2","5","3","4","1",,,,,,,,,"10147","3","24","8","286",,"261",,"252",,,,,"A",,"A","A",,,,,,,"242","69","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6FN4","2022-09-24T05:00:00","26.40","-79.40",,,"1","5","2","5","9",,"1",,,,,,,,,"10166","1","7","8","283",,"264",,"258",,,,,"A",,"A","A",,,,,,,"242","69","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6FV9","2022-09-24T05:00:00","27.30","-79.60",,,"1","5","2","5","7","4","1",,,,,,,,,"10146","3","12","8","276",,"254",,"246",,,,,"A",,"A","A",,,,,,,"242","79","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6WW4","2022-09-24T05:00:00","26.40","-78.80",,,"1","5","2","5","3","4","1",,,,,,,,,"10133","8","1","8","277",,"259",,"252",,,,,"A",,"A","A",,,,,,,"242","68","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6XS8","2022-09-24T05:00:00","20.80","-74.40",,,"1","5","2","5","7","4","1",,,,,,,,,,"6","16","8","281",,"224",,"199",,,,,"A",,"A","A",,,,,,,"242","4","798","172","5","1","2","1","F1FF61","1AAAA9111A8AA1",,"5",,,,,,,
"C6ZL6","2022-09-24T05:00:00","27.40","-79.70",,,"1","5","2","5","7","4","1",,,,,,,,,"10162","3","2","8","261",,"246",,"240",,,,,"A",,"A","A",,,,,,,"242","79","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"EUCDE23","2022-09-24T05:00:00","21.26","-75.80",,,"1","5","2","5","3","4","1",,,,,,,,,"10132","7","4","8","291",,,,"243",,,,,,,,,,,,,,,"242","15","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"H3WI","2022-09-24T05:00:00","20.10","-73.80",,,"1","5","2","5","1","4","1",,,,,,,,,"10133","3","6","8","281",,"269",,"265",,,,,"A",,"A","A",,,,,,,"242","3","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"HPYE","2022-09-24T05:00:00","26.50","-78.90",,,"1","5","2","5","3","4","1",,,,,,,,,"10157","3","13","8","281",,"265",,"259",,,,,"A",,"A","A",,,,,,,"242","68","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"SPGF1","2022-09-24T05:00:00","26.70","-79.00",,,"1","4","2","5",,,"5","0","50","4","57",,,,,"10147","0","0","0","282",,,,,,,,,,"A",,,,,,,,,"242","69","995","114","13","0",,"1","F1111F","11AAA11AAA8AA1","31",,"6",,,,,,"4"
"V2QX5","2022-09-24T05:00:00","23.90","-73.80",,,"1","5","2","5","7","3","1",,,,,,,,,"10148",,,"8","290",,"256",,"244",,,,,"A",,"A","A",,,,,,,"242","33","798","172","5","1","2","1","F1FF11","1AAAA1111A8AAA",,"5",,,,,,,
"WAPZ","2022-09-24T05:00:00","26.50","-78.70",,,"1","5","2","5","9","0","1",,,,,,,,,"10141","0","2","8","261",,"241",,"234",,,,,"A",,"A","A",,,,,,,"242","68","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"WCDP","2022-09-24T05:00:00","29.40","-79.60",,,"1","5","2","5","8","4","1",,,,,,,,,"10166","1","17","8","258",,"224",,"208",,,,,"A",,"A","A",,,,,,,"242","99","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"WDI7757","2022-09-24T05:00:00","27.40","-80.00",,,"1","5","2","5","4","3","1",,,,,,,,,"10188","0","5","8","276",,"264",,"260",,,,,"A",,"A","A",,,,,,,"241","70","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"WHDV","2022-09-24T05:00:00","27.50","-79.80",,,"1","5","2","5","8","3","1",,,,,,,,,"10119","0","8","8","257",,"238",,"230",,,,,"A",,"A","A",,,,,,,"242","79","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"4102636","2022-09-24T05:04:00","28.38","-70.69",,,"1","4","2","5",,,"11",,,,,,,,,"10150",,,"8",,,,,,"9","280",,,,,,,,,,,,,"242","80","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"4100010","2022-09-24T05:10:00","28.88","-78.48",,,"1","5","2","5",,,"11",,"50",,"74",,,,,"10163",,,"8","269",,,,"214","9","298",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100047","2022-09-24T05:10:00","27.48","-71.45",,,"1","5","2","5",,,"11","5","61",,"45",,,,,"10129",,,"8","272",,,,"240","9","285",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100010","2022-09-24T05:20:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","52",,"74",,,,,"10163",,,"8","268",,,,"213","9","298",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100047","2022-09-24T05:20:00","27.48","-71.45",,,"1","5","2","5",,,"11","5","63",,"46",,,,,"10129",,,"8","272",,,,"240","9","285",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100010","2022-09-24T05:30:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","45",,"75",,,,,"10164",,,"8","268",,,,"212","9","298",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100047","2022-09-24T05:30:00","27.48","-71.45",,,"1","5","2","5",,,"11","5","63",,"49",,,,,"10128",,,"8","272",,,,"241","9","285",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100010","2022-09-24T05:40:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","46",,"75",,,,,"10163",,,"8","269",,,,"217","9","298",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100047","2022-09-24T05:40:00","27.48","-71.45",,,"1","5","2","5",,,"11","5","67",,"49",,,,,"10129",,,"8","271",,,,"240","9","285",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100010","2022-09-24T05:50:00","28.90","-78.50",,,"1","5","2","5",,,"11",,"40","1","70",,,,,"10163",,,"8","269",,,,"215",,,,,,,,,,,"5","4","9","3","242","88","798","172","6","1","2","1","F11111","11AAA11A1AA31A",,,,,,,,,
"4100047","2022-09-24T05:50:00","27.50","-71.50",,,"1","5","2","5",,,"11",,"60","1","50",,,,,"10128",,,"8","270",,,,"242",,,,,,,,,,,"5","3","11","5","242","71","798","172","6","1","2","1","F11111","11AAA11A1AA31A",,,,,,,,,
"1301573","2022-09-24T06:00:00","26.72","-76.50",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","300",,,,,,,,,,,,,"242","66","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,
"1301578","2022-09-24T06:00:00","28.46","-74.08",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","292",,,,,,,,,,,,,"242","84","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,
"1501654","2022-09-24T06:00:00","22.34","-73.96",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"242","23","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,
"1501723","2022-09-24T06:00:00","25.23","-72.93",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","292",,,,,,,,,,,,,"242","52","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,
"3EBL5","2022-09-24T06:00:00","25.40","-75.90",,,"1","5","2","5","2","3","1",,,,,,,,,"10141","8","11","8","282",,"263",,"256",,,,,"A",,"A","A",,,,,,,"242","55","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"4100010","2022-09-24T06:00:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","44",,"73",,,,,"10163",,,"8","269",,,,"215","9","298",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100047","2022-09-24T06:00:00","27.48","-71.45",,,"1","5","2","5",,,"11","5","63",,"52",,,,,"10130",,,"8","269",,,,"241","9","285",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4101726","2022-09-24T06:00:00","23.66","-74.24",,,"1","4","2","5",,,"11",,,,,,,,,"10135",,,"8",,,,,,"9","297",,,,,,,,,,,,,"242","34","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"4401556","2022-09-24T06:00:00","21.20","-73.02",,,"1","3","2","5",,,"11",,,,,,,,,"10124",,,,,,,,,,,,,,,,,,,,,,,"242","13","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,
"6202613","2022-09-24T06:00:00","28.36","-78.53",,,"1","4","2","5",,,"11",,,,,,,,,"10155",,,"8",,,,,,"9","295",,,,,,,,,,,,,"242","88","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"6203624","2022-09-24T06:00:00","27.63","-76.82",,,"1","4","2","5",,,"11",,,,,,,,,"10142",,,"8",,,,,,"9","294",,,,,,,,,,,,,"242","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"6203627","2022-09-24T06:00:00","21.93","-71.29",,,"1","4","2","5",,,"11",,,,,,,,,"10134",,,"8",,,,,,"9","285",,,,,,,,,,,,,"242","11","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"6203635","2022-09-24T06:00:00","25.07","-77.32",,,"1","4","2","5",,,"11",,,,,,,,,"10131",,,"8",,,,,,"9","279",,,,,,,,,,,,,"242","57","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"6203636","2022-09-24T06:00:00","23.18","-75.11",,,"1","3","2","5",,,"11",,,,,,,,,"10136",,,,,,,,,,,,,,,,,,,,,,,"242","35","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,
"C6BX8","2022-09-24T06:00:00","26.00","-79.80",,,"1","5","2","5","8","4","1",,,,,,,,,"10129","8","5","8","280",,"249",,"236",,,,,"A",,"A","A",,,,,,,"242","69","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6DF6","2022-09-24T06:00:00","25.80","-79.80",,,"1","5","2","5","5","2","1",,,,,,,,,"10146","8","5","8","273",,"248",,"238",,,,,"A",,"A","A",,,,,,,"242","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6FA2","2022-09-24T06:00:00","27.70","-80.00",,,"1","5","2","5","9",,"1",,,,,,,,,"10134","5","2","8","257",,"257",,"257",,,,,"A",,"A","A",,,,,,,"241","70","798","172","5","1","2","1","F1FF13","1AAAA1111A8AA1",,"5",,,,,,,
"C6FG4","2022-09-24T06:00:00","26.30","-78.70",,,"1","5","2","5","3","4","1",,,,,,,,,"10141","0","10","8","284",,"261",,"253",,,,,"A",,"A","A",,,,,,,"242","68","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6FN5","2022-09-24T06:00:00","24.90","-80.00",,,"1","5","2","5","1","4","1",,,,,,,,,"10152","8","2","8","285",,"259",,"250",,,,,"A",,"A","A",,,,,,,"241","40","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6SE4","2022-09-24T06:00:00","20.20","-73.90",,,"1","5","2","5","8","4","1",,,,,,,,,"10130","5","1","8","281",,"269",,"265",,,,,"A",,"A","A",,,,,,,"242","3","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6WW4","2022-09-24T06:00:00","26.20","-78.50",,,"1","5","2","5","3","5","1",,,,,,,,,"10129","8","7","8","277",,"259",,"252",,,,,"A",,"A","A",,,,,,,"242","68","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6XS8","2022-09-24T06:00:00","20.90","-74.70",,,"1","5","2","5","7","4","1",,,,,,,,,,"8","8","8","281",,"222",,"197",,,,,"A",,"A","A",,,,,,,"242","4","798","172","5","1","2","1","F1FF62","1AAAA9111A8AA1",,"5",,,,,,,
"C6YR6","2022-09-24T06:00:00","26.10","-78.50",,,"1","5","2","5","2","3","1",,,,,,,,,"10151","8","5","8","276",,"253",,"244",,,,,"A",,"A","A",,,,,,,"242","68","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6ZL6","2022-09-24T06:00:00","27.70","-79.90",,,"1","5","2","5","7","4","1",,,,,,,,,"10162","3","3","8","246",,"246",,"246",,,,,"A",,"A","A",,,,,,,"242","79","798","172","5","1","2","1","F1FF13","1AAAA1111A8AA1",,"5",,,,,,,
"DGWF2","2022-09-24T06:00:00","29.90","-77.90",,,"1","6","2","5","5","4","1",,"80","4","62","1","98","1","2","10169","8","5","8","251",,,,"178","1","280","0","0","0","9","0","0",,"3","3",,,,"242","97","798","172","5","0",,"1","111111","1111111A1111A1",,"5",,"2",,,,,
"EUCDE23","2022-09-24T06:00:00","21.13","-75.51",,,"1","5","2","5","3","4","1",,,,,,,,,"10124","7","13","8","290",,,,"249",,,,,,,,,,,,,,,"242","15","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"H3WI","2022-09-24T06:00:00","20.40","-73.80",,,"1","5","2","5","8","4","1",,,,,,,,,"10131","5","0","8","280",,"265",,"260",,,,,"A",,"A","A",,,,,,,"242","3","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"HPYE","2022-09-24T06:00:00","26.30","-78.50",,,"1","5","2","5","3","4","1",,,,,,,,,"10150","0","1","8","281",,"263",,"257",,,,,"A",,"A","A",,,,,,,"242","68","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"SPGF1","2022-09-24T06:00:00","26.70","-79.00",,,"1","4","2","5",,,"5","0","80","4","46",,,,,"10142","8","6","0","280",,,,,,,,,,"A",,,,,,,,,"242","69","995","114","13","0",,"1","F1111F","11AAA11AAA8AA1","31",,"6",,,,,,"4"
"WDI7757","2022-09-24T06:00:00","27.20","-80.00",,,"1","5","2","5","4","3","1",,,,,,,,,"10185","8","2","8","280",,"266",,"262",,,,,"A",,"A","A",,,,,,,"241","70","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"WHDV","2022-09-24T06:00:00","27.80","-79.70",,,"1","5","2","5","8","3","1",,,,,,,,,"10115","0","1","8","241",,"237",,"236",,,,,"A",,"A","A",,,,,,,"242","79","798","172","5","1","2","1","F2FF13","1AAAA1111A8AA1",,"5",,,,,,,
"4102636","2022-09-24T06:01:00","28.37","-70.68",,,"1","4","2","5",,,"11",,,,,,,,,"10150",,,"8",,,,,,"9","280",,,,,,,,,,,,,"242","80","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"4402879","2022-09-24T06:04:00","28.09","-76.50",,,"1","4","2","5",,,"11",,,,,,,,,"10157",,,"8",,,,,,"9","293",,,,,,,,,,,,,"242","86","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"4100010","2022-09-24T06:10:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","42",,"74",,,,,"10161",,,"8","268",,,,"214","9","298",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
