"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"VRLQ4","2018-09-15T06:00:00","23.50","37.10",,,"1","6","2","5","3","2","1",,"340",,"118","1","97",,"2","10060","1","10","8","300",,"280","274",,"310","5","3","7","3","1","7",,"6","3","33","10","3","217","37","798","172","5","1","2","2","111111","111A1111111111",,"5",,"2",,,,,,,,,
"WLPI","2018-09-15T06:00:00","22.60","37.10",,,"1","5","2","5","7","3","1",,"320","4","139","1","97","5",,"10025",,,"8","300",,"260","243",,,"7","0","A","5","1","A",,"4","8",,,,"217","27","798","172","5","1","2","2","F11111","1111A1111A11AA",,"5",,,,,,,,,,,
"2300504","2018-09-15T07:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","320",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"DFPJ2","2018-09-15T07:00:00","20.10","38.70",,,"1","6","2","5","3","4","1",,"10",,"26","1","97","3","2","10070","0","10","8","330","0","280","264","1","340","6","6","6","4","1","A","1","2","1","35","5","2","217","8","798","172","5","1","2","2","311111","11111111111111",,"5",,"2",,,,,,,,,
"2300504","2018-09-15T08:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","331",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"VRIZ9","2018-09-15T08:00:00","26.10","35.10",,,"1","6","2","5","3","3","1",,"300","3","123","1","97",,"0","10101","7","1","8","300",,"240","211","7","295",,,"A",,"A","7",,"4","4",,,,"217","65","798","172","5","1","2","2","113111","111A11111181A1",,"5",,"0",,,,,,,,,
"2300504","2018-09-15T09:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","337",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-15T10:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","330",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"VRIZ9","2018-09-15T10:00:00","25.70","35.40",,,"1","6","2","5","3","3","1",,"330","3","123","1","98",,"0","10083","7","23","8","310",,"240","206","7","295",,,"A",,"A","7",,"4","4",,,,"217","55","798","172","5","1","2","2","111111","111A11111181A1",,"5",,"0",,,,,,,,,
"2300504","2018-09-15T11:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","327",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-15T12:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","327",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-15T13:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","324",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"WLPI","2018-09-15T13:00:00","24.10","36.40",,,"1","5","2","5","7","3","1",,"320","4","129",,,"5","2","10024",,,"8","300",,"250","228",,,"6","6","6","2","7","8",,,"2","14","3","2","217","46","798","172","5","1","2","2","F11111","11A111111A131A",,"5",,"2",,,,,,,,,
"2300504","2018-09-15T14:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","326",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-15T15:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","325",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"VRIZ9","2018-09-15T15:00:00","24.70","36.10",,,"1","6","2","5","3","3","1",,"330","3","108","1","98",,"0","10069","7","6","8","290",,"240","216","7","300",,,"A",,"A","7",,"4","4",,,,"217","46","798","172","5","1","2","2","111111","111A11111181A1",,"5",,"0",,,,,,,,,
"2300504","2018-09-15T16:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-15T17:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-15T18:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"DFDE2","2018-09-15T18:00:00","20.00","39.10",,,"1","6","2","5","4","4","1",,"60",,"36","1","97","5","0","10065","0","5","8","311","0","284","276","1","326","4","2","1","5","4","7","6",,,,,,"217","9","798","172","5","1","2","1","111111","111111111117A1",,"5",,"0",,,,,,,,,
"WLPI","2018-09-15T18:00:00","25.20","35.80",,,"1","4","0","0","7","3","1","0","340","4","108",,"97",,,"10040","2",,"0","280","0","240","221","1","300","0","0","0","9","0","0",,,,"0",,,"217","55","992","114","5","1","2","1","111111","111AA111111A37",,,"1",,"0",,,,,,,,"4"
"2300504","2018-09-15T19:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-15T20:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-15T21:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-15T22:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","320",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"VRIZ9","2018-09-15T22:00:00","23.40","36.90",,,"1","6","2","5","3","3","1",,"330","3","93","1","98",,"0","10072","7","3","8","280",,"250","237","7","300","2",,"1","4","A","A",,"6","4",,,,"217","36","798","172","5","1","2","1","111111","111A11111111A1",,"5",,"0",,,,,,,,,
"2300504","2018-09-15T23:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","320",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-16T00:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","319",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"CQIM5","2018-09-16T00:00:00","25.40","35.70",,,"1","6","2","5","7","4","1",,"320","4","154","1","97","3","1","10061","1","10","8","300",,,,"3","310","4","4","4","4","4","4",,"12","4","34","14","5","217","55","798","172","5","1","2","1","11311F","1111111AA11111",,"5",,"1",,,,,,,,,
"2300504","2018-09-16T01:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","319",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-16T02:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","319",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-16T03:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","320",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-16T04:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","319",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-16T05:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","320",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-16T05:00:00","20.17","37.62",,,"1","5","2","5","9",,"1",,,,,,,,,"10072",,,,,,,,,,,,,,,,,,,,,,"217","7","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-16T06:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"VRIZ9","2018-09-16T06:00:00","21.70","37.90",,,"1","6","2","5","3","3","1",,"340","3","67","1","98",,"0","10079","2","9","8","345",,"285","263","7","310","2","2","A","7","7","A",,"4","4",,,,"217","17","798","172","5","1","2","2","131111","111A11111111A1",,"5",,"0",,,,,,,,,
"WLPI","2018-09-16T06:00:00","27.60","34.00",,,"1","5","2","5","7","3","1",,"320","4","154","1","97","2","0","10054",,,"8","260",,"210","182",,,"0","0","0","9","0","0",,"4","8",,,,"217","74","798","172","5","1","2","2","F13111","111111111A11AA",,"5",,"0",,,,,,,,,
"2300504","2018-09-16T08:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-16T09:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","325",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"VRIZ9","2018-09-16T09:00:00","21.20","38.20",,,"1","6","2","5","3","3","1",,"340","3","62","1","98",,"0","10076","7","1","8",,,"300","272","7","320","2","2","5","6","A","A",,"4","3",,,,"217","18","798","172","5","1","2","2","171111","111A11666111A1",,"5",,"0",,,,,,,,,
"2300504","2018-09-16T10:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","325",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"VRIZ9","2018-09-16T10:00:00","21.00","38.30",,,"1","6","2","5","3","3","1",,"330","3","36","1","98",,"0","10072","7","13","8","370",,"290","261","7","320","3","3","5","5","A","A",,"4","2",,,,"217","18","798","172","5","1","2","2","151111","111A11111111A1",,"5",,"0",,,,,,,,,
"2300504","2018-09-16T11:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","327",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-16T11:00:00","20.13","37.73",,,"1","5","2","5","9",,"1",,,,,,,,,"10051",,,,,,,,,,,,,,,,,,,,,,"217","7","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-16T12:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","327",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"WLPI","2018-09-16T12:00:00","28.70","33.00",,,"1","5","2","5","7","3","1",,,"4",,"1","97","5","0","10050","7","30","8","280",,"210","169",,,"5",,"A","A","0","A",,"4","1","35","5","2","217","83","798","172","5","1","2","2","F11611","111111111A1111",,"5",,"0",,,,,,,,,
"2300504","2018-09-16T13:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","326",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-16T13:00:00","20.12","37.60",,,"1","5","2","5","9",,"1",,,,,,,,,"10035",,,,,,,,,,,,,,,,,,,,,,"217","7","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"VRIZ9","2018-09-16T13:00:00","20.40","38.70",,,"1","6","2","5","3","3","1",,"330","3","46","1","98",,"0","10052","7","21","8","340",,"280","257","7","320",,,"A",,"A","7",,"4","2",,,,"217","8","798","172","5","1","2","2","111111","111A11111181A1",,"5",,"0",,,,,,,,,
"2300504","2018-09-16T14:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","326",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-16T15:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","326",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-16T16:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","325",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-16T17:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","325",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-16T18:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","324",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-16T19:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","324",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-16T20:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","324",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-16T21:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","324",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-16T22:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","324",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-16T23:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-16T23:00:00","20.05","37.65",,,"1","5","2","5","9",,"1",,,,,,,,,"10041",,,,,,,,,,,,,,,,,,,,,,"217","7","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-17T00:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-17T00:00:00","20.03","37.55",,,"1","5","2","5","9",,"1",,,,,,,,,"10042",,,,,,,,,,,,,,,,,,,,,,"217","7","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-17T01:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-17T02:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-17T03:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-17T04:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-17T05:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-17T06:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-17T07:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-17T08:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","324",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-17T09:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","324",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-17T10:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","326",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-17T11:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","326",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-17T12:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","326",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"V7DS3","2018-09-17T12:00:00","21.20","37.90",,,"1","6","2","5","3","3","1",,"340",,"154","1","98","0","0","10062","0",,"8","355","0","240","190","1","310","0","0","0","9","0","0","34","6","1","16","6","1","217","17","798","172","5","1","2","2","131414","14111111111417",,"5",,"0",,,,,,,,,
"2300504","2018-09-17T13:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","326",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-17T14:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","325",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-17T15:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","324",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-17T16:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-17T17:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-17T18:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-17T19:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-17T20:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-17T21:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-17T22:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-17T22:00:00","20.17","37.50",,,"1","5","2","5","9",,"1",,,,,,,,,"10042",,,,,,,,,,,,,,,,,,,,,,"217","7","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-17T23:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-17T23:00:00","20.28","37.50",,,"1","5","2","5","9",,"1",,,,,,,,,"10040",,,,,,,,,,,,,,,,,,,,,,"217","7","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-18T00:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"A8VQ2","2018-09-18T00:00:00","23.60","37.20",,,"1","6","2","5","3","3","1",,"300","4","108",,,,,"10060","6","20","8","280",,"250","237","1","290",,,"A",,"A","A",,,,,,,"217","37","798","172","5","1","2","1","113111","11AAA111118AA1",,"5",,,,,,,,,,,
"PGRQ","2018-09-18T00:00:00","20.40","37.50",,,"1","5","2","5","9",,"1",,,,,,,,,"10037",,,,,,,,,,,,,,,,,,,,,,"217","7","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-18T01:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-18T01:00:00","20.50","37.50",,,"1","5","2","5","9",,"1",,,,,,,,,"10043",,,,,,,,,,,,,,,,,,,,,,"217","7","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-18T02:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-18T02:00:00","20.62","37.50",,,"1","5","2","5","9",,"1",,,,,,,,,"10044",,,,,,,,,,,,,,,,,,,,,,"217","7","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-18T03:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-18T04:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-18T04:00:00","20.83","37.50",,,"1","5","2","5","9",,"1",,,,,,,,,"10056",,,,,,,,,,,,,,,,,,,,,,"217","7","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
