"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"2300504","2018-09-18T05:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-18T05:00:00","20.95","37.48",,,"1","5","2","5","9",,"1",,,,,,,,,"10062",,,,,,,,,,,,,,,,,,,,,,"217","7","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-18T06:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-18T06:00:00","21.05","37.45",,,"1","5","2","5","9",,"1",,,,,,,,,"10066",,,,,,,,,,,,,,,,,,,,,,"217","17","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-18T07:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-18T07:00:00","21.15","37.40",,,"1","5","2","5","9",,"1",,,,,,,,,"10071",,,,,,,,,,,,,,,,,,,,,,"217","17","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-18T08:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","324",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-18T09:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-18T10:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-18T10:00:00","21.48","37.28",,,"1","5","2","5","9",,"1",,,,,,,,,"10060",,,,,,,,,,,,,,,,,,,,,,"217","17","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-18T11:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-18T11:00:00","21.58","37.25",,,"1","5","2","5","9",,"1",,,,,,,,,"10054",,,,,,,,,,,,,,,,,,,,,,"217","17","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-18T12:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-18T12:00:00","21.67","37.22",,,"1","5","2","5","9",,"1",,,,,,,,,"10049",,,,,,,,,,,,,,,,,,,,,,"217","17","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-18T13:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-18T13:00:00","21.77","37.18",,,"1","5","2","5","9",,"1",,,,,,,,,"10046",,,,,,,,,,,,,,,,,,,,,,"217","17","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-18T14:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-18T15:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-18T15:00:00","21.95","37.12",,,"1","5","2","5","9",,"1",,,,,,,,,"10049",,,,,,,,,,,,,,,,,,,,,,"217","17","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-18T16:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-18T16:00:00","22.03","37.08",,,"1","5","2","5","9",,"1",,,,,,,,,"10054",,,,,,,,,,,,,,,,,,,,,,"217","27","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-18T17:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-18T17:00:00","22.13","37.02",,,"1","5","2","5","9",,"1",,,,,,,,,"10065",,,,,,,,,,,,,,,,,,,,,,"217","27","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-18T18:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-18T19:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-18T19:00:00","22.33","36.88",,,"1","5","2","5","9",,"1",,,,,,,,,"10076",,,,,,,,,,,,,,,,,,,,,,"217","26","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"PGRQ","2018-09-18T20:00:00","22.45","36.83",,,"1","5","2","5","9",,"1",,,,,,,,,"10077",,,,,,,,,,,,,,,,,,,,,,"217","26","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-18T21:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-18T22:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-18T22:00:00","22.65","36.70",,,"1","5","2","5","9",,"1",,,,,,,,,"10068",,,,,,,,,,,,,,,,,,,,,,"217","26","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-18T23:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-18T23:00:00","22.77","36.63",,,"1","5","2","5","9",,"1",,,,,,,,,"10065",,,,,,,,,,,,,,,,,,,,,,"217","26","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-19T00:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-19T00:00:00","22.87","36.57",,,"1","5","2","5","9",,"1",,,,,,,,,"10064",,,,,,,,,,,,,,,,,,,,,,"217","26","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-19T01:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-19T01:00:00","22.97","36.50",,,"1","5","2","5","9",,"1",,,,,,,,,"10063",,,,,,,,,,,,,,,,,,,,,,"217","26","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-19T02:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-19T02:00:00","23.07","36.43",,,"1","5","2","5","9",,"1",,,,,,,,,"10063",,,,,,,,,,,,,,,,,,,,,,"217","36","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-19T03:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-19T03:00:00","23.18","36.37",,,"1","5","2","5","9",,"1",,,,,,,,,"10070",,,,,,,,,,,,,,,,,,,,,,"217","36","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-19T04:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-19T05:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-19T05:00:00","23.38","36.23",,,"1","5","2","5","9",,"1",,,,,,,,,"10079",,,,,,,,,,,,,,,,,,,,,,"217","36","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-19T06:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-19T07:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","325",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"VRNY4","2018-09-19T07:00:00","25.40","35.70",,,"1","6","2","5","3","4","1",,"250","3","82","1","97",,"0","10171","4","0","8","290",,"260","248","3","310","1","1","1","4","A","A","0","0","0",,,,"217","55","798","172","5","1","2","2","111151","111A11111111A1",,"5",,"0",,,,,,,,,
"2300504","2018-09-19T08:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","327",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-19T08:00:00","23.70","36.05",,,"1","5","2","5","9",,"1",,,,,,,,,"10082",,,,,,,,,,,,,,,,,,,,,,"217","36","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-19T09:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","328",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-19T09:00:00","23.82","36.00",,,"1","5","2","5","9",,"1",,,,,,,,,"10078",,,,,,,,,,,,,,,,,,,,,,"217","36","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"TBWUK96","2018-09-19T09:00:00","22.70","37.30",,,"1","6","2","5","7","4","1",,"310","4","93","1","97","3","2","10068",,,"8","310",,"300","297","1","310","5",,"0","7","2","0",,"3","3","31","5","3","217","27","798","172","5","1","2","2","111111","1111111111111A",,"5",,"2",,,,,,,,,
"2300504","2018-09-19T10:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","327",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-19T11:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","326",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-19T11:00:00","24.02","35.92",,,"1","5","2","5","9",,"1",,,,,,,,,"10067",,,,,,,,,,,,,,,,,,,,,,"217","45","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"VRNY4","2018-09-19T11:00:00","24.50","36.30",,,"1","4","0","0","3","4","1","0","330","3","87",,"98","2","2","10093","0",,"0","290","0","260","248","3","290",,,,"A",,,,"7","1","0",,,"217","46","992","114","5","1","2","2","111111","11111111118137",,,"1","2","0",,,,,,,,"4"
"2300504","2018-09-19T12:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","326",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"LXVQ","2018-09-19T12:00:00","24.00","36.40",,,"1","6","2","5","3","4","1",,"330","4","93","1","97","3","2","10074","6","18","8","354",,,"259","3","300","3","2","6","4","1","3",,"4","3","36","2","1","217","46","798","172","5","1","2","2","151111","1111111A111111",,"5",,"2",,,,,,,,,
"PGRQ","2018-09-19T12:00:00","24.13","35.87",,,"1","5","2","5","9",,"1",,,,,,,,,"10062",,,,,,,,,,,,,,,,,,,,,,"217","45","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-19T13:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","325",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-19T13:00:00","24.25","35.82",,,"1","5","2","5","9",,"1",,,,,,,,,"10059",,,,,,,,,,,,,,,,,,,,,,"217","45","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-19T14:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","324",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-19T14:00:00","24.35","35.77",,,"1","5","2","5","9",,"1",,,,,,,,,"10061",,,,,,,,,,,,,,,,,,,,,,"217","45","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-19T15:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","324",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-19T15:00:00","24.45","35.70",,,"1","5","2","5","9",,"1",,,,,,,,,"10062",,,,,,,,,,,,,,,,,,,,,,"217","45","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-19T16:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","324",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-19T16:00:00","24.57","35.63",,,"1","5","2","5","9",,"1",,,,,,,,,"10066",,,,,,,,,,,,,,,,,,,,,,"217","45","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-19T17:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","324",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-19T17:00:00","24.67","35.58",,,"1","5","2","5","9",,"1",,,,,,,,,"10074",,,,,,,,,,,,,,,,,,,,,,"217","45","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-19T18:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-19T19:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-19T19:00:00","24.85","35.45",,,"1","5","2","5","9",,"1",,,,,,,,,"10083",,,,,,,,,,,,,,,,,,,,,,"217","45","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-19T20:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-19T20:00:00","24.97","35.40",,,"1","5","2","5","9",,"1",,,,,,,,,"10083",,,,,,,,,,,,,,,,,,,,,,"217","45","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-19T21:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-19T21:00:00","25.07","35.33",,,"1","5","2","5","9",,"1",,,,,,,,,"10080",,,,,,,,,,,,,,,,,,,,,,"217","55","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"TBWUK96","2018-09-19T21:00:00","25.50","35.50",,,"1","5","2","5","7","4","1",,"320","4","87","1","97","3","2","10072",,,"8","280",,"278","277",,,"5","5","1","0","6","8",,"3","4",,,,"217","55","798","172","5","1","2","1","F11113","111111111A11AA",,"5",,"2",,,,,,,,,
"2300504","2018-09-19T22:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-19T23:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-19T23:00:00","25.25","35.22",,,"1","5","2","5","9",,"1",,,,,,,,,"10070",,,,,,,,,,,,,,,,,,,,,,"217","55","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-20T00:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-20T00:00:00","25.35","35.15",,,"1","5","2","5","9",,"1",,,,,,,,,"10068",,,,,,,,,,,,,,,,,,,,,,"217","55","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"WNTL","2018-09-20T00:00:00","27.60","33.80",,,"1","6","2","5","3","4","1",,"320","4","67","1","97","2","0","10121","7","5","8","260",,"230","215","1","280","0","0","0","9","0","0",,"2","1",,,,"217","73","798","172","5","1","2","1","111111","111111111111A1",,"5",,"0",,,,,,,,,
"2300504","2018-09-20T01:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-20T01:00:00","25.45","35.08",,,"1","5","2","5","9",,"1",,,,,,,,,"10069",,,,,,,,,,,,,,,,,,,,,,"217","55","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-20T02:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-20T02:00:00","25.57","35.03",,,"1","5","2","5","9",,"1",,,,,,,,,"10069",,,,,,,,,,,,,,,,,,,,,,"217","55","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-20T03:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-20T03:00:00","25.67","34.97",,,"1","5","2","5","9",,"1",,,,,,,,,"10072",,,,,,,,,,,,,,,,,,,,,,"217","54","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-20T04:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-20T04:00:00","25.77","34.90",,,"1","5","2","5","9",,"1",,,,,,,,,"10073",,,,,,,,,,,,,,,,,,,,,,"217","54","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"TBWUK96","2018-09-20T04:00:00","27.10","34.40",,,"1","4","0","0","7","3","1","0","340","4","93",,"97",,"2","10082",,,"0","273","0","261","256",,,"9","9","7","A","A","A",,,,"0",,,"217","74","992","114","5","1","2","2","F11111","111A11111A1A3A",,,"1","2","0",,,,,,,,"4"
"2300504","2018-09-20T05:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-20T06:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"WNTL","2018-09-20T06:00:00","26.10","34.90",,,"1","6","2","5","3","4","1",,"330","4","103","1","98","2","0","10088","2","4","8","270",,"240","226","1","274","0","0","0","9","0","0",,"5","4","33","8","5","217","64","798","172","5","1","2","2","111111","11111111111111",,"5",,"0",,,,,,,,,
"2300504","2018-09-20T07:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","324",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-20T08:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","325",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-20T08:00:00","26.05","34.72",,,"1","5","2","5","9",,"1",,,,,,,,,"10093",,,,,,,,,,,,,,,,,,,,,,"217","64","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-20T09:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","326",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-20T09:00:00","26.10","34.68",,,"1","5","2","5","9",,"1",,,,,,,,,"10090",,,,,,,,,,,,,,,,,,,,,,"217","64","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-20T10:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","327",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
