"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"SNDP5","2018-09-28T00:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10201",,,"0","249",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T00:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10200",,,"0","252",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T00:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10200",,,"0","250",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T00:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10199",,,"0","249",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T00:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10198",,,"0","255",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T00:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10197",,,"0","251",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T00:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10195",,,"0","250",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T01:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10195","8","23","0","251",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AA1","31",,"6",,,,,,,,,"4"
"WTEE","2018-09-28T01:00:00","27.80","-175.80",,,"1","6","2","5","9",,"1",,"60","4","46",,,,,"10192",,,"8","239",,"148","3","261",,,"A",,"A","A",,,,,,,"232","75","798","172","5","1","2","2","111111","11AAA11A118AAA",,"5",,,,,,,,,,
"SNDP5","2018-09-28T01:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10194",,,"0","252",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T01:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10194",,,"0","251",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T01:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10193",,,"0","254",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T01:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10193",,,"0","255",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T01:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10192",,,"0","254",,,"1","256",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T01:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10192",,,"0","253",,,"1","256",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T01:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10192",,,"0","251",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T01:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10191",,,"0","251",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T01:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10190",,,"0","251",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T02:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10190","6","23","0","250",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AA1","31",,"6",,,,,,,,,"4"
"WTEE","2018-09-28T02:00:00","27.80","-175.80",,,"1","6","2","5","9",,"1",,"40","4","51",,,,,"10185",,,"8","242",,"161","3","261",,,"A",,"A","A",,,,,,,"232","75","798","172","5","1","2","2","111111","11AAA11A118AAA",,"5",,,,,,,,,,
"SNDP5","2018-09-28T02:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10189",,,"0","252",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T02:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10189",,,"0","251",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T02:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10189",,,"0","252",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T02:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10189",,,"0","249",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T02:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10189",,,"0","251",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T02:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10189",,,"0","251",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T02:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10189",,,"0","252",,,"1","256",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T02:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10189",,,"0","251",,,"1","256",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T02:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10189",,,"0","251",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T03:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10189","6","15","0","249",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AA1","31",,"6",,,,,,,,,"4"
"WTEE","2018-09-28T03:00:00","27.80","-175.80",,,"1","6","2","5","9",,"1",,"50","4","62",,,,,"10184",,,"8","242",,"161","3","262",,,"A",,"A","A",,,,,,,"232","75","798","172","5","1","2","2","111111","11AAA11A118AAA",,"5",,,,,,,,,,
"SNDP5","2018-09-28T03:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10189",,,"0","248",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T03:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10189",,,"0","248",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T03:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10190",,,"0","251",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T03:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10190",,,"0","247",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T03:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10190",,,"0","247",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T03:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10190",,,"0","246",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T03:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10190",,,"0","246",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T03:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10190",,,"0","247",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T03:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10190",,,"0","245",,,"1","256",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T04:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10190","6","5","0","245",,,"1","258",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AA1","31",,"6",,,,,,,,,"4"
"WTEE","2018-09-28T04:00:00","27.80","-175.80",,,"1","6","2","5","9",,"1",,"30","4","62",,,,,"10185",,,"8","239",,"163","3","261",,,"A",,"A","A",,,,,,,"232","75","798","172","5","1","2","2","111111","11AAA11A118AAA",,"5",,,,,,,,,,
"SNDP5","2018-09-28T04:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10190",,,"0","245",,,"1","258",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T04:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10190",,,"0","247",,,"1","258",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T04:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10191",,,"0","247",,,"1","258",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T04:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10190",,,"0","247",,,"1","258",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T04:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10190",,,"0","245",,,"1","258",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T04:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10190",,,"0","246",,,"1","258",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T04:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10190",,,"0","244",,,"1","258",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T04:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10189",,,"0","244",,,"1","258",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T04:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10189",,,"0","244",,,"1","258",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T05:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10189","4","0","0","242",,,"1","258",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AA1","31",,"6",,,,,,,,,"4"
"WTEE","2018-09-28T05:00:00","27.70","-175.90",,,"1","6","2","5","9",,"1",,"70","4","51",,,,,"10186",,,"8","240",,"167","3","262",,,"A",,"A","A",,,,,,,"232","75","798","172","5","1","2","2","111111","11AAA11A118AAA",,"5",,,,,,,,,,
"SNDP5","2018-09-28T05:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10189",,,"0","241",,,"1","258",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T05:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10190",,,"0","242",,,"1","258",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T05:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10190",,,"0","242",,,"1","258",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T05:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10191",,,"0","244",,,"1","258",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T05:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10191",,,"0","241",,,"1","258",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T05:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10192",,,"0","242",,,"1","258",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T05:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10192",,,"0","243",,,"1","258",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T05:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10193",,,"0","240",,,"1","258",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T05:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10194",,,"0","243",,,"1","258",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T06:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10194","3","5","0","241",,,"1","258",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AA1","31",,"6",,,,,,,,,"4"
"WTEE","2018-09-28T06:00:00","27.50","-176.00",,,"1","6","2","5","5","2","1",,"70","4","46","1","98","2","0","10186","4","0","8","239",,"195","7","262","3","3","1","6","A","A",,"6","1","6","6","2","232","76","798","172","5","1","2","1","111111","1111111A111111",,"5",,"0","37",,,,,,,
"SNDP5","2018-09-28T06:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10195",,,"0","242",,,"1","258",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T06:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10196",,,"0","241",,,"1","258",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T06:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10196",,,"0","240",,,"1","258",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T06:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10197",,,"0","241",,,"1","258",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T06:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10199",,,"0","240",,,"1","258",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T06:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10199",,,"0","241",,,"1","258",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T06:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10200",,,"0","241",,,"1","257",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T06:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10200",,,"0","241",,,"1","257",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T06:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10200",,,"0","241",,,"1","257",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T07:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10201","3","11","0","241",,,"1","257",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AA1","31",,"6",,,,,,,,,"4"
"WTEE","2018-09-28T07:00:00","27.50","-176.00",,,"1","6","2","5","9",,"1",,"70","4","62",,,,,"10192",,,"8","240",,"161","3","262",,,"A",,"A","A",,,,,,,"232","76","798","172","5","1","2","1","111111","11AAA11A118AAA",,"5",,,,,,,,,,
"SNDP5","2018-09-28T07:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10202",,,"0","241",,,"1","257",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T07:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10201",,,"0","241",,,"1","256",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T07:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10201",,,"0","241",,,"1","256",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T07:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10201",,,"0","239",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T07:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10202",,,"0","240",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T07:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10203",,,"0","240",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T07:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10204",,,"0","241",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T07:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10205",,,"0","240",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T07:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10205",,,"0","240",,,"1","256",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T08:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10205","1","16","0","241",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AA1","31",,"6",,,,,,,,,"4"
"WTEE","2018-09-28T08:00:00","27.60","-175.90",,,"1","6","2","5","9",,"1",,"60","4","51",,,,,"10199",,,"8","239",,"163","3","262",,,"A",,"A","A",,,,,,,"232","75","798","172","5","1","2","1","111111","11AAA11A118AAA",,"5",,,,,,,,,,
"SNDP5","2018-09-28T08:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10206",,,"0","241",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T08:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10207",,,"0","240",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T08:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10207",,,"0","241",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T08:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10208",,,"0","240",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T08:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10208",,,"0","241",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T08:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10208",,,"0","240",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T08:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10209",,,"0","240",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T08:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10209",,,"0","239",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T08:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10208",,,"0","240",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-28T09:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10208","1","14","0","240",,,"1","255",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AA1","31",,"6",,,,,,,,,"4"
