"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"SNDP5","2018-09-03T18:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10124",,,"0","262",,,"1","270",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T18:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10124",,,"0","264",,,"1","270",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T18:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10124",,,"0","264",,,"1","270",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"5102534","2018-09-03T19:00:00","22.95","-179.93",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","278",,,,,,,,,,,,,"232","29","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"SNDP5","2018-09-03T19:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10125","2","4","0","263",,,"1","270",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AA1","31",,"6",,,,,,,,,"4"
"WTEE","2018-09-03T19:00:00","27.80","-175.80",,,"1","6","2","5","9",,"1",,"110","4","87",,,,,"10131",,,"8","257",,"227","3","266",,,"A",,"A","A",,,,,,,"232","75","798","172","5","1","2","2","111111","11AAA11A118AAA",,"5",,,,,,,,,,
"SNDP5","2018-09-03T19:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10125",,,"0","265",,,"1","270",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T19:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10126",,,"0","263",,,"1","270",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T19:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10127",,,"0","264",,,"1","270",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T19:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10127",,,"0","264",,,"1","270",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T19:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10128",,,"0","263",,,"1","270",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T19:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10128",,,"0","264",,,"1","270",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T19:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10129",,,"0","263",,,"1","270",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T19:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10130",,,"0","265",,,"1","270",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T19:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10130",,,"0","263",,,"1","270",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"5102534","2018-09-03T20:00:00","22.95","-179.93",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","279",,,,,,,,,,,,,"232","29","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"SNDP5","2018-09-03T20:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10131","3","9","0","265",,,"1","270",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AA1","31",,"6",,,,,,,,,"4"
"WTEE","2018-09-03T20:00:00","27.80","-175.80",,,"1","6","2","5","9",,"1",,"120","4","93",,,,,"10136",,,"8","257",,"227","3","266",,,"A",,"A","A",,,,,,,"232","75","798","172","5","1","2","2","111111","11AAA11A118AAA",,"5",,,,,,,,,,
"SNDP5","2018-09-03T20:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10132",,,"0","266",,,"1","270",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T20:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10132",,,"0","269",,,"1","270",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T20:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10134",,,"0","268",,,"1","270",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T20:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10134",,,"0","270",,,"1","271",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T20:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10135",,,"0","270",,,"1","271",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T20:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10135",,,"0","269",,,"1","271",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T20:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10135",,,"0","270",,,"1","271",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T20:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10136",,,"0","269",,,"1","271",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T20:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10136",,,"0","270",,,"1","271",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"5102534","2018-09-03T21:00:00","22.96","-179.93",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","279",,,,,,,,,,,,,"232","29","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"SNDP5","2018-09-03T21:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10138","3","14","0","269",,,"1","271",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AA1","31",,"6",,,,,,,,,"4"
"WTEE","2018-09-03T21:00:00","27.80","-175.80",,,"1","6","2","5","9",,"1",,"120","4","77",,,,,"10140",,,"8","258",,"228","3","266",,,"A",,"A","A",,,,,,,"232","75","798","172","5","1","2","2","111111","11AAA11A118AAA",,"5",,,,,,,,,,
"SNDP5","2018-09-03T21:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10138",,,"0","269",,,"1","271",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T21:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10139",,,"0","271",,,"1","271",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T21:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10139",,,"0","270",,,"1","271",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T21:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10140",,,"0","270",,,"1","271",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T21:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10141",,,"0","271",,,"1","271",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T21:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10141",,,"0","272",,,"1","271",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T21:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10141",,,"0","270",,,"1","271",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T21:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10141",,,"0","271",,,"1","271",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T21:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10141",,,"0","270",,,"1","271",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"5102534","2018-09-03T22:00:00","22.96","-179.93",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","279",,,,,,,,,,,,,"232","29","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"SNDP5","2018-09-03T22:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10141","1","16","0","271",,,"1","271",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AA1","31",,"6",,,,,,,,,"4"
"WTEE","2018-09-03T22:00:00","27.80","-175.80",,,"1","6","2","5","9",,"1",,"120","4","87",,,,,"10139",,,"8","260",,"229","3","266",,,"A",,"A","A",,,,,,,"232","75","798","172","5","1","2","2","111111","11AAA11A118AAA",,"5",,,,,,,,,,
"SNDP5","2018-09-03T22:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10141",,,"0","271",,,"1","271",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T22:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10141",,,"0","271",,,"1","272",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T22:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10140",,,"0","271",,,"1","271",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T22:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10140",,,"0","271",,,"1","271",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T22:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10140",,,"0","272",,,"1","272",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T22:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10139",,,"0","273",,,"1","272",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T22:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10139",,,"0","272",,,"1","272",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T22:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10139",,,"0","271",,,"1","272",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T22:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10137",,,"0","271",,,"1","272",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"5102534","2018-09-03T23:00:00","22.97","-179.93",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","280",,,,,,,,,,,,,"232","29","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"SNDP5","2018-09-03T23:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10136","0","5","0","270",,,"1","272",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AA1","31",,"6",,,,,,,,,"4"
"WTEE","2018-09-03T23:00:00","27.80","-175.80",,,"1","6","2","5","9",,"1",,"140","4","98",,,,,"10140",,,"8","262",,"223","3","267",,,"A",,"A","A",,,,,,,"232","75","798","172","5","1","2","2","111111","11AAA11A118AAA",,"5",,,,,,,,,,
"SNDP5","2018-09-03T23:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10136",,,"0","270",,,"1","272",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T23:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10136",,,"0","271",,,"1","272",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T23:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10136",,,"0","271",,,"1","272",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T23:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10135",,,"0","271",,,"1","272",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T23:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10134",,,"0","272",,,"1","272",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T23:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10133",,,"0","272",,,"1","273",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T23:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10133",,,"0","272",,,"1","273",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T23:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10132",,,,,,,,,,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","FFFF1F","1AAAA1AAAA8AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-03T23:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10132",,,"0","275",,,"1","273",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"5102534","2018-09-04T00:00:00","22.97","-179.93",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","281",,,,,,,,,,,,,"232","29","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"SNDP5","2018-09-04T00:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10132","8","6","0","275",,,"1","273",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AA1","31",,"6",,,,,,,,,"4"
"WTEE","2018-09-04T00:00:00","27.80","-175.80",,,"1","6","2","5","9",,"1",,"130","4","87",,,,,"10136",,,"8","262",,"224","3","267",,,"A",,"A","A",,,,,,,"232","75","798","172","5","1","2","2","111111","11AAA11A118AAA",,"5",,,,,,,,,,
"SNDP5","2018-09-04T00:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10132",,,"0","274",,,"1","273",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-04T00:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10131",,,"0","274",,,"1","273",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-04T00:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10130",,,"0","274",,,"1","273",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-04T00:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10130",,,"0","275",,,"1","274",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-04T00:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10131",,,"0","273",,,"1","274",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-04T00:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10131",,,"0","274",,,"1","274",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-04T00:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10132",,,"0","273",,,"1","274",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-04T00:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10132",,,"0","274",,,"1","274",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-04T00:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10132",,,"0","276",,,"1","274",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"5102534","2018-09-04T01:00:00","22.98","-179.92",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","283",,,,,,,,,,,,,"232","29","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"SNDP5","2018-09-04T01:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10132","6","9","0","275",,,"1","274",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AA1","31",,"6",,,,,,,,,"4"
"WTEE","2018-09-04T01:00:00","27.70","-175.80",,,"1","6","2","5","9",,"1",,"130","4","77",,,,,"10135",,,"8","265",,"226","3","269",,,"A",,"A","A",,,,,,,"232","75","798","172","5","1","2","2","111111","11AAA11A118AAA",,"5",,,,,,,,,,
"SNDP5","2018-09-04T01:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10132",,,"0","275",,,"1","274",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-04T01:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10130",,,"0","272",,,"1","274",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-04T01:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10130",,,"0","275",,,"1","274",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-04T01:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10131",,,"0","274",,,"1","274",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-04T01:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10130",,,"0","274",,,"1","275",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-04T01:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10130",,,"0","275",,,"1","275",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-04T01:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10129",,,"0","273",,,"1","274",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-04T01:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10128",,,"0","275",,,"1","274",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-04T01:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10127",,,"0","275",,,"1","275",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"5102534","2018-09-04T02:00:00","22.98","-179.91",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","284",,,,,,,,,,,,,"232","29","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"SNDP5","2018-09-04T02:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10127","8","9","0","274",,,"1","275",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AA1","31",,"6",,,,,,,,,"4"
"WTEE","2018-09-04T02:00:00","27.60","-175.70",,,"1","6","2","5","9",,"1",,"130","4","72",,,,,"10131",,,"8","263",,"223","3","268",,,"A",,"A","A",,,,,,,"232","75","798","172","5","1","2","2","111111","11AAA11A118AAA",,"5",,,,,,,,,,
"SNDP5","2018-09-04T02:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10128",,,"0","274",,,"1","274",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-04T02:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10127",,,"0","273",,,"1","274",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-04T02:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10126",,,"0","274",,,"1","274",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-04T02:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10126",,,"0","270",,,"1","275",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-04T02:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10125",,,"0","269",,,"1","275",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-04T02:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10125",,,"0","270",,,"1","275",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
