"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","IND_FOR_PRECIP"
"VVFH","2018-09-01T00:00:00","20.90","88.20",,,"1","5","2","5","9","0","1",,"240","4","72","1","98","3","2","10017","1","1","8","300",,"290",,,"6","5","1","5","3","1","222","8","798","172","5","1","2","1","F11111","1111111A1A1AA1",,"5",,"2",
"VTGB","2018-09-01T03:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA19A9A8AAA",,,"6",,"4"
"VTGB","2018-09-01T09:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA19A9A8AAA",,,"6",,"4"
"VTGB","2018-09-01T15:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA19A9A8AAA",,,"6",,"4"
"MASKSTID","2018-09-01T20:55:00","20.00","86.60",,,"1","4",,"0",,,"2","0",,"1",,,,,,"10020",,,,"281","1","248",,,,,,"A",,,"222","6","792","103","5","1","2","1","F1FF11","11AAA11A1A8AAA",,,"6",,"4"
"VTGB","2018-09-01T21:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA19A9A8AAA",,,"6",,"4"
"AVEY","2018-09-02T00:00:00","20.90","87.70",,,"1","5","2","5","9","0","1",,"210","3","82","1","96",,,"10028","1","10","8","280",,"253",,,"5","3","8","6","5","9","222","7","798","172","5","1","2","1","F11111","111AA11A1A1AA1",,"5",,,
"VVFH","2018-09-02T00:00:00","20.90","88.20",,,"1","5","2","5","9","0","1",,"220","4","62","1","98","3","2","10027","4","0","8","280",,"270",,,"5","4","6","6","2","0","222","8","798","172","5","1","2","1","F11111","1111111A1A1AA1",,"5",,"6",
"VTGB","2018-09-02T03:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA19A9A8AAA",,,"6",,"4"
"VWSM","2018-09-02T08:45:00","20.30","86.70",,,"1","4","2","0",,,"1","0","340","1","40",,,,,"10024",,,"0","262","1","251",,,,,,"A",,,"222","6","992","114","5","1","2","2","F11111","11AAA11A1A8AAA",,,"6",,"4"
"VTGB","2018-09-02T09:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,,,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCFF","11AAAA9AAA8AAA",,,"6",,"4"
"VTGB","2018-09-02T15:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA19A9A8AAA",,,"6",,"4"
"VTGB","2018-09-02T21:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,,,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCFF","11AAAA9AAA8AAA",,,"6",,"4"
"VVFH","2018-09-03T00:00:00","20.90","88.20",,,"1","5","2","5","9","0","1",,"230","4","51","1","98","2","2","10029","6","1","8","290",,"280",,,"5","3","6","6","2","0","222","8","798","172","5","1","2","1","F11111","1111111A1A1AA1",,"5",,"2",
"VTGB","2018-09-03T03:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA19A9A8AAA",,,"6",,"4"
"VTGB","2018-09-03T09:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA",,,"6",,"4"
"VVFH","2018-09-03T12:00:00","20.90","88.20",,,"1","5","2","5","9","0","1",,"240","4","77","1","98","1","0","10017","4","0","8","300",,"290",,,"6","4","8","6","3","1","222","8","798","172","5","1","2","2","F11111","1111111A1A1AA1",,"5",,"0",
"VTGB","2018-09-03T15:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA11A1A8AAA",,,"6",,"4"
"2300696","2018-09-03T16:32:00","21.30","89.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","278",,,,,,,"222","19","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"2300696","2018-09-03T17:01:00","21.30","89.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","282",,,,,,,"222","19","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"2300696","2018-09-03T17:31:00","21.29","89.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","286",,,,,,,"222","19","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"2300696","2018-09-03T18:00:00","21.29","89.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","288",,,,,,,"222","19","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"2300696","2018-09-03T18:31:00","21.29","89.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","287",,,,,,,"222","19","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"2300696","2018-09-03T19:01:00","21.30","89.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","286",,,,,,,"222","19","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"2300696","2018-09-03T19:30:00","21.32","89.59",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","271",,,,,,,"222","19","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"2300696","2018-09-03T20:01:00","21.32","89.58",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","267",,,,,,,"222","19","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"2300696","2018-09-03T20:31:00","21.32","89.58",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","272",,,,,,,"222","19","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"2300696","2018-09-03T21:00:00","21.32","89.57",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","274",,,,,,,"222","19","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"VTGB","2018-09-03T21:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","12AAA11A1A8AAA",,,"6",,"4"
"2300696","2018-09-03T21:14:00","21.33","89.57",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","275",,,,,,,"222","19","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"2300696","2018-09-03T21:19:00","21.33","89.57",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","275",,,,,,,"222","19","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"2300696","2018-09-03T21:35:00","21.33","89.56",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","276",,,,,,,"222","19","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"2300696","2018-09-03T22:00:00","21.33","89.56",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","273",,,,,,,"222","19","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"2300696","2018-09-03T22:30:00","21.34","89.55",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","274",,,,,,,"222","19","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"2300696","2018-09-03T23:04:00","21.34","89.55",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","264",,,,,,,"222","19","798","172","7","1","2","1","2FFFFF","1AAAAAAAA1AAAA","4",,,,
"2300696","2018-09-03T23:30:00","21.35","89.55",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","254",,,,,,,"222","19","798","172","7","1","2","1","4FFFFF","1AAAAAAAA1AAAA","4",,,,
"2300696","2018-09-04T00:00:00","21.35","89.55",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9",,,,,,,,"222","19","798","172","7","1","2","2","6FFFFF","1AAAAAAAA1AAAA","4",,,,
"VVFH","2018-09-04T00:00:00","20.90","88.20",,,"1","5","2","5","9","0","1",,"230","4","103","1","98","2","2","10027","4","0","8","290",,"280",,,"6","9","6","9","2","0","222","8","798","172","5","1","2","1","F11111","1111111A1A3AA1",,"5",,"2",
"2300696","2018-09-04T00:30:00","21.35","89.55",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9",,,,,,,,"222","19","798","172","7","1","2","2","6FFFFF","1AAAAAAAA1AAAA","4",,,,
"2300696","2018-09-04T01:01:00","21.36","89.56",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","253",,,,,,,"222","19","798","172","7","1","2","2","4FFFFF","1AAAAAAAA1AAAA","4",,,,
"2300696","2018-09-04T01:31:00","21.35","89.56",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","258",,,,,,,"222","19","798","172","7","1","2","2","4FFFFF","1AAAAAAAA1AAAA","4",,,,
"2300696","2018-09-04T02:01:00","21.34","89.56",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","260",,,,,,,"222","19","798","172","7","1","2","2","2FFFFF","1AAAAAAAA1AAAA","4",,,,
"2300696","2018-09-04T02:31:00","21.33","89.56",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","270",,,,,,,"222","19","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"2300696","2018-09-04T03:01:00","21.32","89.56",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","259",,,,,,,"222","19","798","172","7","1","2","2","2FFFFF","1AAAAAAAA1AAAA","4",,,,
"VTGB","2018-09-04T03:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA19A9A8AAA",,,"6",,"4"
"VWSM","2018-09-04T03:14:00","20.30","86.70",,,"1","4","2","0",,,"1","0","20","1","30",,,,,"10043",,,"0","303","1","246",,,,,,"A",,,"222","6","992","114","5","1","2","2","F11112","11AAA11A1A8AAA",,,"6",,"4"
"2300696","2018-09-04T03:30:00","21.33","89.57",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","262",,,,,,,"222","19","798","172","7","1","2","2","2FFFFF","1AAAAAAAA1AAAA","4",,,,
"2300696","2018-09-04T04:00:00","21.33","89.58",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","261",,,,,,,"222","19","798","172","7","1","2","2","2FFFFF","1AAAAAAAA1AAAA","4",,,,
"2300696","2018-09-04T04:31:00","21.32","89.58",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","262",,,,,,,"222","19","798","172","7","1","2","2","2FFFFF","1AAAAAAAA1AAAA","4",,,,
"2300696","2018-09-04T05:01:00","21.30","89.57",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","261",,,,,,,"222","19","798","172","7","1","2","2","2FFFFF","1AAAAAAAA1AAAA","4",,,,
"2300696","2018-09-04T05:06:00","21.30","89.57",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","261",,,,,,,"222","19","798","172","7","1","2","2","2FFFFF","1AAAAAAAA1AAAA","4",,,,
"2300696","2018-09-04T05:12:00","21.30","89.57",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","263",,,,,,,"222","19","798","172","7","1","2","2","2FFFFF","1AAAAAAAA1AAAA","4",,,,
"VVFH","2018-09-04T12:00:00","20.90","88.20",,,"1","5","2","5","9","0","1",,"230","4","51","1","98","2","2","10012","4","0","8","290",,"280",,,"5","9","6","9","2","0","222","8","798","172","5","1","2","2","F11111","1111111A1A3AA1",,"5",,"2",
"2300696","2018-09-04T17:23:00","21.30","89.62",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","267",,,,,,,"222","19","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"VTGB","2018-09-05T09:09:00","22.50","88.30",,,"1","4","2","0",,,"1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA19A9A8AAA",,,"6",,"4"
"VWSM","2018-09-05T09:14:00","20.30","86.70",,,"1","4","2","0","8","0","1","0","360","1","30",,,,,"9990",,,"0","250","1","240",,,,,,"A",,,"222","6","992","114","5","1","2","2","F21111","11AAA11A1A8AAA",,,"6",,"4"
"VVFH","2018-09-05T12:00:00","20.90","88.20",,,"1","5","2","5","9","0","1",,"340","4","51","1","98","3","2","10017","4","0","8","290",,"280",,,"7","5","4","5","2","8","222","8","798","172","5","1","2","2","F11111","1111111A1A1AA1",,"5",,"2",
"VTGB","2018-09-05T15:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","12AAA11A1A8AAA",,,"6",,"4"
"VWSM","2018-09-05T15:14:00","20.30","86.70",,,"1","4","2","0","8","0","1","0","350","1","30",,,,,"10002",,,"0","257","1","248",,,,,,"A",,,"222","6","992","114","5","1","2","1","F21111","11AAA11A1A8AAA",,,"6",,"4"
"VTGB","2018-09-05T21:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA11A1A8AAA",,,"6",,"4"
"VWSM","2018-09-05T21:14:00","20.30","86.70",,,"1","4","2","0","8","0","1","0","360","1","30",,,,,"9964",,,"0","249","1","242",,,,,,"A",,,"222","6","992","114","5","1","2","1","F41111","11AAA11A1A8AAA",,,"6",,"4"
"VVFH","2018-09-06T00:00:00","20.90","88.20",,,"1","5","2","5","9","0","1",,"220","4","113","1","98","3","2","9912","1","2","8","270",,"260",,,"7","5","4","6","2","2","222","8","798","172","5","1","2","1","F11141","1111111A1A1AA1",,"5",,"2",
"VTGB","2018-09-06T03:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA",,,"6",,"4"
"VWSM","2018-09-06T03:14:00","20.30","86.70",,,"1","4","2","0","8","0","1","0","350","1","60",,,,,"9975",,,"0","248","1","241",,,,,,"A",,,"222","6","992","114","5","1","2","2","F41111","11AAA11A1A8AAA",,,"6",,"4"
"VTGB","2018-09-06T09:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA",,,"6",,"4"
"VWSM","2018-09-06T09:14:00","20.30","86.70",,,"1","4","2","0","8","0","1","0","350","1","40",,,,,"9946",,,"0","250","1","243",,,,,,"A",,,"222","6","992","114","5","1","2","2","F21121","11AAA11A1A8AAA",,,"6",,"4"
"VVFH","2018-09-06T12:00:00","20.50","87.90",,,"1","5","2","5","4","1","1",,"210","4","154","1","98","62","2","9967","1","1","8","280",,"270",,,"7","3","5","7","2","9","222","7","798","172","5","1","2","2","F11511","1113111A1A1AA1",,"5",,"6",
"AUCE","2018-09-06T14:59:00","20.10","88.20",,,"1","4","2","0","1","1","1","0","230","1","80",,,,,"9994",,,"0","290","1","255",,,,,,"A",,,"222","8","992","114","5","1","2","1","F11111","11AAA11A1A8AAA",,,"6",,"4"
"VTGB","2018-09-06T15:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA11A1A8AAA",,,"6",,"4"
"VWSM","2018-09-06T15:14:00","20.30","86.70",,,"1","4","2","0","8","0","1","0","340","1","40",,,,,"9983",,,"0","274","1","243",,,,,,"A",,,"222","6","992","114","5","1","2","1","F11111","11AAA11A1A8AAA",,,"6",,"4"
"AUCE","2018-09-06T20:59:00","20.20","88.20",,,"1","4","2","0","8","0","1","0","260","1","100",,,,,"9993",,,"0","271","1","248",,,,,,"A",,,"222","8","992","114","5","1","2","1","F13111","11AAA11A1A8AAA",,,"6",,"4"
"VTGB","2018-09-06T21:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,,,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCFF","11AAAA1AAA8AAA",,,"6",,"4"
"VWSM","2018-09-06T21:14:00","20.30","86.70",,,"1","4","2","0","8","0","1","0","330","1","60",,,,,"9987",,,"0","275","1","244",,,,,,"A",,,"222","6","992","114","5","1","2","1","F11111","11AAA11A1A8AAA",,,"6",,"4"
"AUCE","2018-09-07T02:59:00","20.30","88.30",,,"1","4","2","0","8","1","1","0","210","1","90",,,,,"9942",,,"0","273","1","253",,,,,,"A",,,"222","8","992","114","5","1","2","2","F11121","11AAA11A1A8AAA",,,"6",,"4"
"VTGB","2018-09-07T03:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA19A9A8AAA",,,"6",,"4"
"AUCE","2018-09-07T08:59:00","20.90","88.10",,,"1","4","2","0","7","1","1","0","200","1","60",,,,,"10032",,,"0","279","1","250",,,,,,"A",,,"222","8","992","114","5","1","2","2","F11111","11AAA11A1A8AAA",,,"6",,"4"
"VTGB","2018-09-07T09:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA19A9A8AAA",,,"6",,"4"
"MASKSTID","2018-09-10T02:54:00","20.30","86.70",,,"1","4",,"0",,,"2","0","330","1","20",,,,,"10103",,,,"273","1","264",,,,,,"A",,,"222","6","792","103","5","0",,"2","F11111","11AAA11A1A8AAA",,,"6",,"4"
"VTGB","2018-09-11T00:09:00","22.50","88.30",,,"1","4","2","0",,,"1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA",,,"6",,"4"
"VTGB","2018-09-11T03:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA19A9A8AAA",,,"6",,"4"
"VTGB","2018-09-11T06:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA19A9A8AAA",,,"6",,"4"
"VTGB","2018-09-11T09:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA19A9A8AAA",,,"6",,"4"
"VTGB","2018-09-11T12:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","12AAA11A1A8AAA",,,"6",,"4"
"VTGB","2018-09-11T15:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA11A1A8AAA",,,"6",,"4"
"VTGB","2018-09-11T18:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA11A1A8AAA",,,"6",,"4"
"VTGB","2018-09-11T21:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA11A1A8AAA",,,"6",,"4"
"VTGB","2018-09-12T00:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA",,,"6",,"4"
"VTGB","2018-09-12T03:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA19A9A8AAA",,,"6",,"4"
"VTGB","2018-09-12T06:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA19A9A8AAA",,,"6",,"4"
"VTGB","2018-09-12T09:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA96A6A8AAA",,,"6",,"4"
"VTGB","2018-09-12T12:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA",,,"6",,"4"
"VTGB","2018-09-12T15:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA11A1A8AAA",,,"6",,"4"
"VTGB","2018-09-12T18:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA11A1A8AAA",,,"6",,"4"
"VTGB","2018-09-12T21:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA11A1A8AAA",,,"6",,"4"
"VTGB","2018-09-13T00:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA",,,"6",,"4"
"VTGB","2018-09-13T06:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA19A9A8AAA",,,"6",,"4"
"VTGB","2018-09-13T09:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA19A9A8AAA",,,"6",,"4"
"VTGB","2018-09-13T12:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA19A9A8AAA",,,"6",,"4"
"VTGB","2018-09-13T15:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA11A1A8AAA",,,"6",,"4"
"VTGB","2018-09-13T18:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA11A1A8AAA",,,"6",,"4"
"VTGB","2018-09-13T21:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA11A1A8AAA",,,"6",,"4"
"VTGB","2018-09-14T00:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","12AAA11A1A8AAA",,,"6",,"4"
"VTGB","2018-09-14T03:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","12AAA19A9A8AAA",,,"6",,"4"
"VTGB","2018-09-14T06:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA99A9A8AAA",,,"6",,"4"
"VTGB","2018-09-14T12:09:00","22.50","88.30",,,"1","4","2","0",,,"1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA",,,"6",,"4"
"VTGB","2018-09-14T15:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","12AAA11A1A8AAA",,,"6",,"4"
"VTGB","2018-09-14T18:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","12AAA11A1A8AAA",,,"6",,"4"
"VTGB","2018-09-14T21:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","12AAA11A1A8AAA",,,"6",,"4"
"VTGB","2018-09-15T00:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA",,,"6",,"4"
"VTGB","2018-09-15T03:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","12AAA19A9A8AAA",,,"6",,"4"
"VTGB","2018-09-15T09:09:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,,"0",,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA",,,"6",,"4"
