"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"2201555","2018-09-16T22:00:00","22.02","140.97",,,"1","4","2","5",,,"11",,,,,,,,,"10136",,,"8",,,,,"9","287",,,,,,,,,,,,,"228","20","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"5201625","2018-09-16T22:00:00","28.16","140.43",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,,"228","80","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-16T23:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-16T23:00:00","26.52","144.20",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101735","2018-09-16T23:00:00","29.52","140.16",,,"1","4","2","5",,,"11",,,,,,,,,"10160",,,"8",,,,,"9","290",,,,,,,,,,,,,"228","90","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-16T23:00:00","22.02","140.96",,,"1","4","2","5",,,"11",,,,,,,,,"10141",,,"8",,,,,"9","287",,,,,,,,,,,,,"228","20","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"5201625","2018-09-16T23:00:00","28.15","140.44",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,,"228","80","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-17T00:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-17T00:00:00","26.53","144.21",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","297",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101735","2018-09-17T00:00:00","29.51","140.16",,,"1","4","2","5",,,"11",,,,,,,,,"10158",,,"8",,,,,"9","291",,,,,,,,,,,,,"228","90","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-17T00:00:00","22.02","140.96",,,"1","4","2","5",,,"11",,,,,,,,,"10142",,,"8",,,,,"9","288",,,,,,,,,,,,,"228","20","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"5201625","2018-09-17T00:00:00","28.14","140.45",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,,"228","80","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"7JSR","2018-09-17T00:00:00","26.70","143.70",,,"1","6","2","5","8","3","1",,"20","4","62","1","98","29","2","10177","1","10","8","290","0","270","263","1","300","4","4","4","7","6","6",,"1","2","2","1","2","228","63","798","172","5","1","2","2","111111","11111111111111",,"5",,"2",,,,,,,,
"2101594","2018-09-17T01:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-17T01:00:00","26.53","144.21",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","304",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101735","2018-09-17T01:00:00","29.50","140.16",,,"1","4","2","5",,,"11",,,,,,,,,"10156",,,"8",,,,,"9","292",,,,,,,,,,,,,"228","90","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-17T01:00:00","22.02","140.95",,,"1","4","2","5",,,"11",,,,,,,,,"10142",,,"8",,,,,"9","287",,,,,,,,,,,,,"228","20","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"5201625","2018-09-17T01:00:00","28.13","140.46",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,,"228","80","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-17T02:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-17T02:00:00","26.54","144.22",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","309",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-17T02:00:00","22.02","140.93",,,"1","4","2","5",,,"11",,,,,,,,,"10139",,,"8",,,,,"9","287",,,,,,,,,,,,,"228","20","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"5201625","2018-09-17T02:00:00","28.12","140.47",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","300",,,,,,,,,,,,,"228","80","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-17T03:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-17T03:00:00","26.54","144.23",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","314",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101735","2018-09-17T03:00:00","29.49","140.16",,,"1","4","2","5",,,"11",,,,,,,,,"10145",,,"8",,,,,"9","295",,,,,,,,,,,,,"228","90","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-17T03:00:00","22.01","140.91",,,"1","4","2","5",,,"11",,,,,,,,,"10132",,,"8",,,,,"9","288",,,,,,,,,,,,,"228","20","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"5201625","2018-09-17T03:00:00","28.11","140.47",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","309",,,,,,,,,,,,,"228","80","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-17T04:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-17T04:00:00","26.53","144.24",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","318",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-17T04:00:00","22.02","140.90",,,"1","4","2","5",,,"11",,,,,,,,,"10128",,,"8",,,,,"9","288",,,,,,,,,,,,,"228","20","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"5201625","2018-09-17T04:00:00","28.10","140.48",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","309",,,,,,,,,,,,,"228","80","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-17T05:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-17T05:00:00","26.53","144.25",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","319",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5201625","2018-09-17T05:00:00","28.10","140.48",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","309",,,,,,,,,,,,,"228","80","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-17T05:02:00","22.02","140.88",,,"1","4","2","5",,,"11",,,,,,,,,"10125",,,"8",,,,,"9","288",,,,,,,,,,,,,"228","20","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-17T06:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-17T06:00:00","26.53","144.26",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","319",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101735","2018-09-17T06:00:00","29.48","140.17",,,"1","4","2","5",,,"11",,,,,,,,,"10134",,,"8",,,,,"9","295",,,,,,,,,,,,,"228","90","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-17T06:00:00","22.03","140.86",,,"1","4","2","5",,,"11",,,,,,,,,"10124",,,"8",,,,,"9","288",,,,,,,,,,,,,"228","20","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"5201625","2018-09-17T06:00:00","28.09","140.49",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","309",,,,,,,,,,,,,"228","80","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"7JSR","2018-09-17T06:00:00","27.80","143.20",,,"1","6","2","5","8","3","1",,"320","4","51","1","98","1","1","10157","1","3","8","310","0","270","257","1","300","3","3","2","3","6","2",,"1","1","29","1","1","228","73","798","172","5","1","2","2","111111","11111111111111",,"5",,"1",,,,,,,,
"2101594","2018-09-17T07:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-17T07:00:00","26.52","144.27",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","311",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-17T07:00:00","22.04","140.85",,,"1","4","2","5",,,"11",,,,,,,,,"10131",,,"8",,,,,"9","288",,,,,,,,,,,,,"228","20","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"5201625","2018-09-17T07:00:00","28.08","140.49",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","309",,,,,,,,,,,,,"228","80","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-17T08:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-17T08:00:00","26.52","144.27",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","306",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-17T08:00:00","22.04","140.84",,,"1","4","2","5",,,"11",,,,,,,,,"10132",,,"8",,,,,"9","288",,,,,,,,,,,,,"228","20","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"5201625","2018-09-17T08:00:00","28.08","140.50",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","309",,,,,,,,,,,,,"228","80","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-17T09:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-17T09:00:00","26.51","144.27",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","301",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101735","2018-09-17T09:00:00","29.47","140.19",,,"1","4","2","5",,,"11",,,,,,,,,"10147",,,"8",,,,,"9","293",,,,,,,,,,,,,"228","90","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-17T09:00:00","22.04","140.84",,,"1","4","2","5",,,"11",,,,,,,,,"10135",,,"8",,,,,"9","288",,,,,,,,,,,,,"228","20","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"5201625","2018-09-17T09:00:00","28.07","140.50",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","301",,,,,,,,,,,,,"228","80","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-17T10:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-17T10:00:00","26.51","144.26",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","299",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-17T10:00:00","22.04","140.84",,,"1","4","2","5",,,"11",,,,,,,,,"10138",,,"8",,,,,"9","288",,,,,,,,,,,,,"228","20","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"5201625","2018-09-17T10:00:00","28.07","140.49",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,,"228","80","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-17T11:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-17T11:00:00","26.51","144.25",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5201625","2018-09-17T11:00:00","28.06","140.49",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,,"228","80","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-17T11:02:00","22.04","140.84",,,"1","4","2","5",,,"11",,,,,,,,,"10143",,,"8",,,,,"9","288",,,,,,,,,,,,,"228","20","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-17T12:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-17T12:00:00","26.51","144.24",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","300",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101735","2018-09-17T12:00:00","29.46","140.19",,,"1","4","2","5",,,"11",,,,,,,,,"10160",,,"8",,,,,"9","292",,,,,,,,,,,,,"228","90","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-17T12:00:00","22.03","140.83",,,"1","4","2","5",,,"11",,,,,,,,,"10145",,,"8",,,,,"9","288",,,,,,,,,,,,,"228","20","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"5201625","2018-09-17T12:00:00","28.06","140.50",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,,"228","80","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-17T13:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-17T13:00:00","26.51","144.23",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-17T13:00:00","22.03","140.83",,,"1","4","2","5",,,"11",,,,,,,,,"10145",,,"8",,,,,"9","288",,,,,,,,,,,,,"228","20","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"5201625","2018-09-17T13:00:00","28.06","140.50",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,,"228","80","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-17T14:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-17T14:00:00","26.51","144.23",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","295",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5201625","2018-09-17T14:00:00","28.06","140.52",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,,"228","80","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-17T14:03:00","22.02","140.82",,,"1","4","2","5",,,"11",,,,,,,,,"10144",,,"8",,,,,"9","287",,,,,,,,,,,,,"228","20","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-17T15:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-17T15:00:00","26.51","144.23",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101735","2018-09-17T15:00:00","29.47","140.18",,,"1","4","2","5",,,"11",,,,,,,,,"10147",,,"8",,,,,"9","293",,,,,,,,,,,,,"228","90","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-17T15:00:00","22.01","140.81",,,"1","4","2","5",,,"11",,,,,,,,,"10140",,,"8",,,,,"9","287",,,,,,,,,,,,,"228","20","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"5201625","2018-09-17T15:00:00","28.06","140.54",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,,"228","80","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-17T16:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-17T16:00:00","26.51","144.24",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-17T16:00:00","22.01","140.79",,,"1","4","2","5",,,"11",,,,,,,,,"10137",,,"8",,,,,"9","287",,,,,,,,,,,,,"228","20","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"5201625","2018-09-17T16:00:00","28.05","140.56",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,,"228","80","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-17T17:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-17T17:00:00","26.51","144.24",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-17T17:00:00","22.00","140.78",,,"1","4","2","5",,,"11",,,,,,,,,"10133",,,"8",,,,,"9","287",,,,,,,,,,,,,"228","20","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"5201625","2018-09-17T17:00:00","28.04","140.58",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,,"228","80","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-17T18:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-17T18:00:00","26.52","144.25",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101735","2018-09-17T18:00:00","29.47","140.19",,,"1","4","2","5",,,"11",,,,,,,,,"10143",,,"8",,,,,"9","293",,,,,,,,,,,,,"228","90","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-17T18:00:00","22.00","140.77",,,"1","4","2","5",,,"11",,,,,,,,,"10131",,,"8",,,,,"9","287",,,,,,,,,,,,,"228","20","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"5201625","2018-09-17T18:00:00","28.03","140.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,,"228","80","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"7JSR","2018-09-17T18:00:00","29.80","142.30",,,"1","6","2","5","7","3","1",,"320","4","77","1","98","1","1","10166","3","5","8","280","0","260","253","1","300","3","3","1","3","4","5",,"1","2","8","1","2","228","92","798","172","5","1","2","1","111111","11111111111111",,"5",,"1",,,,,,,,
"2101594","2018-09-17T19:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-17T19:00:00","26.52","144.25",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-17T19:00:00","21.99","140.76",,,"1","4","2","5",,,"11",,,,,,,,,"10129",,,"8",,,,,"9","287",,,,,,,,,,,,,"228","10","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"5201625","2018-09-17T19:00:00","28.02","140.61",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,,"228","80","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-17T20:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-17T20:00:00","26.52","144.25",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-17T20:00:00","21.98","140.74",,,"1","4","2","5",,,"11",,,,,,,,,"10133",,,"8",,,,,"9","287",,,,,,,,,,,,,"228","10","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"5201625","2018-09-17T20:00:00","28.00","140.62",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,,"228","80","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
