"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","IND_FOR_PRECIP"
"DFKM2","2018-09-18T06:00:00","25.10","119.90",,,"1","6","2","5","6","2","1",,"30","4","67","1","97","2","1","10133","7","21","8","286",,,,"256","1","259",,,"6",,"2","A",,"4","1","4","3","1","225","59","798","172","5","1","2","2","111111","1111111A118111",,"5",,"1",,,,,
"VRFI7","2018-09-18T06:00:00","24.00","119.30",,,"1","6","2","5","7","2","1",,"330",,"15","1","98","2","2","10170","4","0","8","310",,"280","1","270",,"260","5","3","2","4","3","0",,"4","1","23","4","1","225","49","798","172","5","1","2","2","111111","11111111111111",,"5",,"1",,,,,
"2201566","2018-09-18T07:00:00","22.44","117.97",,,"1","4","2","5",,,"11",,,,,,,,,"10120",,,"8",,,,,,"9","283",,,,,,,,,,,,,"225","27","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2ICH9","2018-09-18T07:00:00","20.70","111.90",,,"1","6","2","5","6","3","1",,"100","4","21","1","97","10","2","10144","8","16","8","305",,"280",,"271","3","260","5","4","4","6","5","A",,,,"18","5","5","225","1","798","172","5","1","2","2","111111","11111111111A11",,"5",,"2",,,,,
"2201566","2018-09-18T08:00:00","22.46","117.96",,,"1","4","2","5",,,"11",,,,,,,,,"10117",,,"8",,,,,,"9","281",,,,,,,,,,,,,"225","27","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-18T09:00:00","22.48","117.95",,,"1","4","2","5",,,"11",,,,,,,,,"10116",,,"8",,,,,,"9","280",,,,,,,,,,,,,"225","27","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-18T10:00:00","22.50","117.94",,,"1","4","2","5",,,"11",,,,,,,,,"10119",,,"8",,,,,,"9","277",,,,,,,,,,,,,"225","27","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-18T11:00:00","22.51","117.94",,,"1","4","2","5",,,"11",,,,,,,,,"10123",,,"8",,,,,,"9","278",,,,,,,,,,,,,"225","27","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-18T12:00:00","22.52","117.94",,,"1","4","2","5",,,"11",,,,,,,,,"10126",,,"8",,,,,,"9","279",,,,,,,,,,,,,"225","27","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-18T13:00:00","22.52","117.95",,,"1","4","2","5",,,"11",,,,,,,,,"10134",,,"8",,,,,,"9","279",,,,,,,,,,,,,"225","27","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-18T14:00:00","22.52","117.95",,,"1","4","2","5",,,"11",,,,,,,,,"10137",,,"8",,,,,,"9","279",,,,,,,,,,,,,"225","27","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-18T15:00:00","22.52","117.96",,,"1","4","2","5",,,"11",,,,,,,,,"10137",,,"8",,,,,,"9","278",,,,,,,,,,,,,"225","27","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-18T16:00:00","22.52","117.97",,,"1","4","2","5",,,"11",,,,,,,,,"10136",,,"8",,,,,,"9","279",,,,,,,,,,,,,"225","27","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"VRIR7","2018-09-18T16:00:00","22.30","114.50",,,"1","6","2","5","9","0","1",,"50","3","31","1","97",,,"10078",,,"8","270",,"250",,"241","1","310",,,"A",,"A","A",,,,,,,"225","24","798","172","5","1","2","1","111111","111AA111118AAA",,"5",,,,,,,
"2201566","2018-09-18T17:00:00","22.52","117.97",,,"1","4","2","5",,,"11",,,,,,,,,"10130",,,"8",,,,,,"9","278",,,,,,,,,,,,,"225","27","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-18T18:00:00","22.53","117.98",,,"1","4","2","5",,,"11",,,,,,,,,"10128",,,"8",,,,,,"9","278",,,,,,,,,,,,,"225","27","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"C6AV5","2018-09-18T18:00:00","22.00","114.60",,,"1","6","2","5","0","0","1",,"80",,"30","1","97","3","2","10120",,,"8","270",,,,,,"280","5","5","6","3","6","5",,,,"1","2","1","225","24","798","172","5","1","2","1","11111F","1111111AA11A1A",,"5",,"2",,,,,
"DJDS2","2018-09-18T18:00:00","22.90","117.00",,,"1","6","2","5","5","4","1",,"40",,"41","1","98","2","1","10143","8","4","8","260",,,,"251","1","269","4","3","4","5","4","4",,,,,,,"225","27","798","172","5","1","2","1","111111","1111111A111AA1",,"5",,"1",,,,,
"VRFN8","2018-09-18T18:00:00","21.00","114.10",,,"1","6","2","5","8","3","1",,"90","4","57","1","97","2","2","10170","4","0","8","290",,"280",,"277","1","270","8",,"7","2","A","A",,,,,,,"225","14","798","172","5","1","2","1","111111","11111111111AA1",,"5",,"2",,,,,
"2201566","2018-09-18T19:00:00","22.54","117.99",,,"1","4","2","5",,,"11",,,,,,,,,"10121",,,"8",,,,,,"9","277",,,,,,,,,,,,,"225","27","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2ICH9","2018-09-18T19:00:00","21.00","110.80",,,"1","4","0","0","0","0","1","0","110","4","103",,"98","2","0","10158","8","18","0","270","0","255",,"249","3","273","1",,,"A",,,,"2","1","0",,,"225","10","992","114","5","1","2","1","111111","11111111111131",,,"1","0","0",,,,"4"
"2201566","2018-09-18T21:00:00","22.56","118.02",,,"1","4","2","5",,,"11",,,,,,,,,"10119",,,"8",,,,,,"9","276",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-18T22:00:00","22.56","118.04",,,"1","4","2","5",,,"11",,,,,,,,,"10121",,,"8",,,,,,"9","275",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-18T23:00:00","22.55","118.05",,,"1","4","2","5",,,"11",,,,,,,,,"10124",,,"8",,,,,,"9","274",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"VRFN8","2018-09-18T23:00:00","20.40","114.00",,,"1","5","2","5","1","3","1",,"80","4","103","1","98",,,"10190",,,"8","290",,"280",,"277",,,"4","4","5","5","A","A",,,,,,,"225","4","798","172","5","1","2","2","F11131","111AA1111A1AAA",,"5",,,,,,,
"2201566","2018-09-19T00:00:00","22.54","118.07",,,"1","4","2","5",,,"11",,,,,,,,,"10128",,,"8",,,,,,"9","275",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"DJDS2","2018-09-19T00:00:00","22.10","115.40",,,"1","4","0","0","6","4","1","0",,"3",,,"97","10",,"10145","2","12","0","277",,,,"255","1","269","6","5","A","9","7","7",,,"0","20","8","2","225","25","992","114","5","1","2","2","11FF11","1111A11A111311",,,"1",,"12","8","1",,"4"
"VRFX8","2018-09-19T00:00:00","22.20","115.00",,,"1","5","2","5","6","2","1",,"20",,"46","1","98","2","0","10102","2","10","8","300",,"260",,"246",,,"0","0","0","9","0","0",,"3","1",,,,"225","25","798","172","5","1","2","2","F11111","111111111A11A1",,"5",,"0",,,,,
"VRIR7","2018-09-19T00:00:00","22.40","114.50",,,"1","4","0","0","0","0","1","0","50","3","10",,"98","3","2","10075","1","10","0","310","0","280",,"269","1","307","6","6","6","1","7","5",,"0","0","0",,,"225","24","992","114","5","1","2","2","111111","11111111111131",,,"1","2","0",,,,"4"
"2201566","2018-09-19T01:00:00","22.52","118.09",,,"1","4","2","5",,,"11",,,,,,,,,"10129",,,"8",,,,,,"9","275",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-19T02:00:00","22.49","118.10",,,"1","4","2","5",,,"11",,,,,,,,,"10131",,,"8",,,,,,"9","275",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"A8UB3","2018-09-19T02:00:00","20.20","110.70",,,"1","6","2","5","2","2","1",,"80","4","77","1","97","1","1","10150","2","14","8","310",,"280",,"269","3","300","6","5","4","3","4","A",,"3","1","9","8","1","225","0","798","172","5","1","2","2","111111","11111111111111",,"5",,"1",,,,,
"2201566","2018-09-19T03:00:00","22.46","118.11",,,"1","4","2","5",,,"11",,,,,,,,,"10128",,,"8",,,,,,"9","279",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"DFNB2","2018-09-19T03:00:00","20.70","114.10",,,"1","4","0","0","0","0","1","0","40","4","77",,"98","2","0","10150","1","5","0","296",,,,"254","3","271","4","3","1","4","A","5",,"3",,"0",,,"225","4","992","114","5","1","2","2","111111","1111111A111731",,,"1","0","0",,,,"4"
"2201566","2018-09-19T04:00:00","22.44","118.10",,,"1","4","2","5",,,"11",,,,,,,,,"10122",,,"8",,,,,,"9","281",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-19T05:00:00","22.43","118.10",,,"1","4","2","5",,,"11",,,,,,,,,"10115",,,"8",,,,,,"9","284",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-19T06:00:00","22.42","118.08",,,"1","4","2","5",,,"11",,,,,,,,,"10108",,,"8",,,,,,"9","283",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"DFKM2","2018-09-19T06:00:00","22.80","116.90",,,"1","6","2","5","5","2","1",,"140",,"31","1","97","2","1","10133","5","6","8","303",,,,"217","1","266",,,"6",,"1","A","14","2","1",,,,"225","26","798","172","5","1","2","2","111112","1111111A1181A1",,"5",,"1",,,,,
"DJDS2","2018-09-19T06:00:00","21.90","114.50",,,"1","6","2","5","0","0","1",,"250",,"10","1","98","2","0","10129","8","17","8","318",,,,"249","1","263","1","1","0","9","6","0","25","2","0","17","8","1","225","14","798","172","5","1","2","2","131111","1111111A111111",,"5",,"0",,,,,
"2201566","2018-09-19T07:00:00","22.41","118.07",,,"1","4","2","5",,,"11",,,,,,,,,"10102",,,"8",,,,,,"9","282",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2ICH9","2018-09-19T07:00:00","21.00","110.80",,,"1","6","2","5","9","0","1",,"70","4","36","1","98","2","0","10150","6","28","8","305",,"265",,"249","3","274","1","1","1","5","A","A",,"1","1","9","3","2","225","10","798","172","5","1","2","2","111111","11111111111111",,"5",,"0",,,,,
"2201566","2018-09-19T08:00:00","22.41","118.05",,,"1","4","2","5",,,"11",,,,,,,,,"10098",,,"8",,,,,,"9","282",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-19T09:00:00","22.41","118.03",,,"1","4","2","5",,,"11",,,,,,,,,"10097",,,"8",,,,,,"9","282",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-19T10:00:00","22.42","118.01",,,"1","4","2","5",,,"11",,,,,,,,,"10098",,,"8",,,,,,"9","281",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-19T11:00:00","22.43","118.00",,,"1","4","2","5",,,"11",,,,,,,,,"10097",,,"8",,,,,,"9","280",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"DGZL","2018-09-19T11:00:00","21.70","114.30",,,"1","6","2","5","4","4","1",,"240",,"5","1","96","1","0","10110","5","5","8","276","0","251",,"240","1","270","3",,"A","A","A","A","24","0","0","17","10","2","225","14","798","172","5","0",,"1","111111","11141111111111",,"5",,"0",,,,,
"2201566","2018-09-19T12:00:00","22.43","117.98",,,"1","4","2","5",,,"11",,,,,,,,,"10103",,,"8",,,,,,"9","281",,,,,,,,,,,,,"225","27","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"DGZL","2018-09-19T12:00:00","21.40","114.30",,,"1","4","0","0","4","4","1","0","361","4","0",,"97","2","0","10113","3","1","0","273","0","249",,"238","1","270","1",,,"A",,,,,,,,,"225","14","992","114","5","1","2","1","111111","11111111111AA1",,,"1","0",,,,,"4"
"DJDS2","2018-09-19T12:00:00","21.90","114.50",,,"1","6","2","5","0","0","1",,"220",,"21","1","98","2",,"10116","3","7","8","270",,,,"235","1","258","0","0","0","9","0","0","0",,"0",,,,"225","14","798","172","5","1","2","1","111111","1111A11A1113A1",,"5",,,,,,,
"2201566","2018-09-19T13:00:00","22.44","117.97",,,"1","4","2","5",,,"11",,,,,,,,,"10110",,,"8",,,,,,"9","281",,,,,,,,,,,,,"225","27","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-19T14:00:00","22.44","117.97",,,"1","4","2","5",,,"11",,,,,,,,,"10107",,,"8",,,,,,"9","281",,,,,,,,,,,,,"225","27","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-19T15:00:00","22.44","117.96",,,"1","4","2","5",,,"11",,,,,,,,,"10109",,,"8",,,,,,"9","280",,,,,,,,,,,,,"225","27","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"DFGN2","2018-09-19T15:00:00","20.90","113.90",,,"1","6","2","5","4","4","1",,"130",,"31","1","98","2","1","10124","0","13","8","272",,,,"239","1","270",,,"A",,"A","A",,,,,,,"225","3","798","172","5","1","2","1","111111","1111111A118AA1",,"5",,"1",,,,,
"DJDS2","2018-09-19T15:00:00","21.90","114.50",,,"1","6","2","5","0","0","1",,"230",,"15","1","98","3","0","10122","0","7","8","267",,,,"236","1","258","3","3","4","5","A","A","23","2","0",,,,"225","14","798","172","5","1","2","1","111111","1111111A1111A1",,"5",,"0",,,,,
"TBWUK76","2018-09-19T15:00:00","20.10","118.30",,,"1","6","2","5","1","3","1",,"40","4","103","1","98","1","0","10116","0","5","8","273",,,,"251","1","280","2","1","1","3","8","0",,"5","2","11","8","2","225","8","798","172","5","1","2","1","111111","1111111A111111",,"5",,"0",,,,,
"2201566","2018-09-19T16:00:00","22.44","117.95",,,"1","4","2","5",,,"11",,,,,,,,,"10107",,,"8",,,,,,"9","279",,,,,,,,,,,,,"225","27","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-19T17:00:00","22.45","117.95",,,"1","4","2","5",,,"11",,,,,,,,,"10105",,,"8",,,,,,"9","279",,,,,,,,,,,,,"225","27","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-19T18:00:00","22.45","117.94",,,"1","4","2","5",,,"11",,,,,,,,,"10101",,,"8",,,,,,"9","279",,,,,,,,,,,,,"225","27","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"C6AV5","2018-09-19T18:00:00","21.70","114.30",,,"1","6","2","5","0","0","1",,"200",,"20","1","97","3","2","10080",,,"8","280",,,,,,"270","5","5","7","3","7","6",,,,,,,"225","14","798","172","5","1","2","1","11111F","1111111AA11AAA",,"5",,"2",,,,,
"CQIM6","2018-09-19T18:00:00","20.10","118.30",,,"1","6","2","5","1","4","1",,"70","4","87","1","98","2","0","10080","7","10","8","273",,"258",,"252","3","260","3","1","0","9","4","5",,"4","2","9","7","2","225","8","798","172","5","1","2","1","111111","11111111111111",,"5",,"0",,,,,
"DFGN2","2018-09-19T18:00:00","20.00","113.60",,,"1","6","2","5","4","4","1",,"70",,"51","1","98","2","0","10109","8","15","8","266",,,,"241","1","273","1",,"1","4","0","0",,,"2",,,,"225","3","798","172","5","1","2","1","111111","1111111A1113A1",,"5",,"0",,,,,
"DFNB2","2018-09-19T18:00:00","21.20","114.20",,,"1","6","2","5","1","2","1",,"150",,"31","1","97","2","1","10119","5","3","8","252","0","232",,"222","3","260","4","4","8","5","9","6","15","5","1",,,,"225","14","798","172","5","1","2","1","111111","111111111111A1",,"5",,"1",,,,,
"DJDS2","2018-09-19T18:00:00","21.90","114.50",,,"1","6","2","5","0","0","1",,"230",,"15","1","98","2","1","10114","8","9","8","260",,,,"237","1","259","1","1","A","A","A","A","23","3","1",,,,"225","14","798","172","5","1","2","1","111111","1111111A1111A1",,"5",,"1",,,,,
"2201566","2018-09-19T19:00:00","22.46","117.94",,,"1","4","2","5",,,"11",,,,,,,,,"10096",,,"8",,,,,,"9","279",,,,,,,,,,,,,"225","27","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-19T20:00:00","22.48","117.94",,,"1","4","2","5",,,"11",,,,,,,,,"10094",,,"8",,,,,,"9","279",,,,,,,,,,,,,"225","27","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"VRFN8","2018-09-19T20:00:00","22.10","114.30",,,"1","6","2","5","9","0","1",,"200","4","26","1","97","3","2","10150",,,"8","270",,"250",,"243","1","270","7",,"A","A","A","A",,,,,,,"225","24","798","172","5","1","2","1","111111","11111111111AAA",,"5",,"2",,,,,
"2201566","2018-09-19T21:00:00","22.50","117.94",,,"1","4","2","5",,,"11",,,,,,,,,"10097",,,"8",,,,,,"9","279",,,,,,,,,,,,,"225","27","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-19T22:00:00","22.52","117.94",,,"1","4","2","5",,,"11",,,,,,,,,"10098",,,"8",,,,,,"9","278",,,,,,,,,,,,,"225","27","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-19T23:00:00","22.54","117.96",,,"1","4","2","5",,,"11",,,,,,,,,"10102",,,"8",,,,,,"9","278",,,,,,,,,,,,,"225","27","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"VRFN8","2018-09-19T23:00:00","22.00","114.30",,,"1","4","0","0","0","0","1","0","250","4","26",,"98",,,"10170",,,"0","270","0","260",,"257",,,,,,"A",,,,,,"0",,,"225","24","992","114","5","1","2","2","F11111","111AA1111A8A3A",,,"1",,"0",,,,"4"
"2201566","2018-09-20T00:00:00","22.54","117.97",,,"1","4","2","5",,,"11",,,,,,,,,"10106",,,"8",,,,,,"9","278",,,,,,,,,,,,,"225","27","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"DJDS2","2018-09-20T00:00:00","21.90","114.50",,,"1","4","0","0","0","0","1","0",,"3",,,"97","10",,"10124","2","10","0","277",,,,"233","1","258","0","0","0","9","0","0",,,"0","38","7","1","225","14","992","114","5","1","2","2","11FF11","1111A11A111311",,,"1",,,,,,"4"
"VRLJ2","2018-09-20T00:00:00","20.90","114.30",,,"1","6","2","5","8","2","1",,"60","4","51","1","98","2","1","10143",,,"8","265",,"245",,"236","1","275","7","5","4","6","2","0",,"3","1",,,,"225","4","798","172","5","1","2","2","111111","111111111111AA",,"5",,"1",,,,,
"2201566","2018-09-20T01:00:00","22.55","117.99",,,"1","4","2","5",,,"11",,,,,,,,,"10109",,,"8",,,,,,"9","278",,,,,,,,,,,,,"225","27","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"A8UB3","2018-09-20T01:00:00","22.00","116.00",,,"1","6","2","5","2","3","1",,"20","4","72","1","97","2","1","10124","3","4","8","290",,"260",,"248","3","310","3","2","1","4","4","A",,"2","1","23","8","1","225","26","798","172","5","1","2","2","111111","11111111111111",,"5",,"1",,,,,
"2201566","2018-09-20T02:00:00","22.54","118.01",,,"1","4","2","5",,,"11",,,,,,,,,"10110",,,"8",,,,,,"9","279",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-20T03:00:00","22.52","118.03",,,"1","4","2","5",,,"11",,,,,,,,,"10109",,,"8",,,,,,"9","280",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-20T04:00:00","22.50","118.04",,,"1","4","2","5",,,"11",,,,,,,,,"10101",,,"8",,,,,,"9","281",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-20T05:00:00","22.49","118.05",,,"1","4","2","5",,,"11",,,,,,,,,"10096",,,"8",,,,,,"9","282",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-20T06:00:00","22.47","118.05",,,"1","4","2","5",,,"11",,,,,,,,,"10090",,,"8",,,,,,"9","282",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2ICH9","2018-09-20T06:00:00","21.00","110.80",,,"1","6","2","5","9","0","1",,"220","4","31","1","97","2","2","10135","7","19","8","307",,"251",,"226","3","275","8",,"A","A","A","A",,"2","1","9","4","1","225","10","798","172","5","1","2","2","111111","11111111111111",,"5",,"2",,,,,
"A8YN2","2018-09-20T06:00:00","23.90","118.40",,,"1","6","2","5","5","3","1",,"220","4","36","1","97","5","0","10106",,,"8","313",,,,"242","1","270","1",,"4","5","A","A",,"3","1",,,,"225","38","798","172","5","1","2","2","111111","1111111A1111AA",,"5",,"0",,,,,
"DIGY2","2018-09-20T06:00:00","20.80","118.70",,,"1","6","2","5","1","3","1",,"40","3","103","1","97",,,"10110",,"20","8","287","0","262",,"253","1","285","4",,"2","6","A","A",,"6","5",,,,"225","8","798","172","5","1","2","2","111111","111AA1111111A7",,"5",,,,,,,
"DJDS2","2018-09-20T06:00:00","21.90","114.50",,,"1","4","0","0","0","0","1","0","150","3","5",,"98","2","2","10104","6","21","0","317",,,,"224","1","267","1","1","5","5","0","0",,"2","0","38","10","1","225","14","992","114","5","1","2","2","131112","1111111A111111",,,"1","2",,,,,"4"
"2201566","2018-09-20T07:00:00","22.46","118.05",,,"1","4","2","5",,,"11",,,,,,,,,"10086",,,"8",,,,,,"9","284",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-20T08:00:00","22.46","118.05",,,"1","4","2","5",,,"11",,,,,,,,,"10085",,,"8",,,,,,"9","284",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-20T09:00:00","22.46","118.04",,,"1","4","2","5",,,"11",,,,,,,,,"10086",,,"8",,,,,,"9","283",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-20T10:00:00","22.47","118.03",,,"1","4","2","5",,,"11",,,,,,,,,"10091",,,"8",,,,,,"9","281",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-20T11:00:00","22.48","118.02",,,"1","4","2","5",,,"11",,,,,,,,,"10094",,,"8",,,,,,"9","280",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"VRFN8","2018-09-20T11:00:00","22.10","114.30",,,"1","4","0","0","0","0","1","0","270","4","15",,"97","5",,"10170",,,"0","280","0","270",,"267",,,,,"1","A","A","A",,,,"0",,,"225","24","992","114","5","1","2","1","F11111","1111A1111A8A3A",,,"1",,"0",,,,"4"
"2201566","2018-09-20T12:00:00","22.48","118.02",,,"1","4","2","5",,,"11",,,,,,,,,"10100",,,"8",,,,,,"9","279",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"A8YN2","2018-09-20T12:00:00","22.80","116.90",,,"1","6","2","5","5","4","1",,"180","4","41","1","98","1","0","10117",,,"8","279",,"279",,"279","1","272","0","0","0","9","0","0",,,,,,,"225","26","798","172","5","1","2","1","111113","11111111111AAA",,"5",,"0",,,,,
"DJDS2","2018-09-20T12:00:00","21.90","114.50",,,"1","6","2","5","0","0","1",,"230",,"31","1","98","2",,"10113","2","18","8","278",,,,"223","1","266","1","1","0","7","7","0",,,"1",,,,"225","14","798","172","5","1","2","1","111111","1111A11A1113A1",,"5",,,,,,,
"2201566","2018-09-20T13:00:00","22.49","118.02",,,"1","4","2","5",,,"11",,,,,,,,,"10109",,,"8",,,,,,"9","279",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-20T14:00:00","22.49","118.02",,,"1","4","2","5",,,"11",,,,,,,,,"10111",,,"8",,,,,,"9","277",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-20T15:00:00","22.49","118.02",,,"1","4","2","5",,,"11",,,,,,,,,"10108",,,"8",,,,,,"9","278",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"DIGY2","2018-09-20T15:00:00","22.50","119.80",,,"1","6","2","5","8","3","1",,"190","3","31","1","97","1","0","10135","3","10","8","270","0","250",,"241","1","292","2","1","1","4","A","5",,"5","1","4","6","1","225","29","798","172","5","1","2","1","111111","11111111111111",,"5",,"0",,,,,
"2201566","2018-09-20T16:00:00","22.48","118.03",,,"1","4","2","5",,,"11",,,,,,,,,"10106",,,"8",,,,,,"9","277",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
