"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","IND_FOR_PRECIP"
"2201566","2018-09-03T04:00:00","21.57","117.21",,,"1","4","2","5",,,"11",,,,,,,,,"10067",,,"8",,,,,,"9","291",,,,,,,,,,,,,"225","17","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-03T04:00:00","22.68","116.48",,,"1","5","2","5","5","3","1",,,,,,,,,"10073","7","3","8","279",,,,"255",,,,,,,,,,,,,,,"225","26","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-03T05:00:00","21.58","117.21",,,"1","4","2","5",,,"11",,,,,,,,,"10062",,,"8",,,,,,"9","293",,,,,,,,,,,,,"225","17","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-03T05:00:00","22.59","116.27",,,"1","5","2","5","5","3","1",,,,,,,,,"10068","7","13","8","284",,,,"248",,,,,,,,,,,,,,,"225","26","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-03T06:00:00","21.59","117.22",,,"1","4","2","5",,,"11",,,,,,,,,"10056",,,"8",,,,,,"9","293",,,,,,,,,,,,,"225","17","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-03T06:00:00","22.52","116.05",,,"1","5","2","5","6","3","1",,,,,,,,,"10061","7","18","8","282",,,,"253",,,,,,,,,,,,,,,"225","26","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-03T07:00:00","21.59","117.22",,,"1","4","2","5",,,"11",,,,,,,,,"10051",,,"8",,,,,,"9","294",,,,,,,,,,,,,"225","17","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-03T07:00:00","22.41","115.84",,,"1","5","2","5","5","3","1",,,,,,,,,"10057","7","16","8","281",,,,"243",,,,,,,,,,,,,,,"225","25","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-03T08:00:00","21.58","117.23",,,"1","4","2","5",,,"11",,,,,,,,,"10047",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","17","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-03T08:00:00","22.33","115.61",,,"1","5","2","5","6","3","1",,,,,,,,,"10055","7","13","8","280",,,,"249",,,,,,,,,,,,,,,"225","25","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-03T09:00:00","21.58","117.23",,,"1","4","2","5",,,"11",,,,,,,,,"10048",,,"8",,,,,,"9","291",,,,,,,,,,,,,"225","17","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-03T09:00:00","22.25","115.38",,,"1","5","2","5","6","3","1",,,,,,,,,"10056","7","5","8","281",,,,"240",,,,,,,,,,,,,,,"225","25","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-03T10:00:00","21.57","117.22",,,"1","4","2","5",,,"11",,,,,,,,,"10047",,,"8",,,,,,"9","290",,,,,,,,,,,,,"225","17","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-03T10:00:00","22.19","115.15",,,"1","5","2","5","6","3","1",,,,,,,,,"10056","7","1","8","276",,,,"249",,,,,,,,,,,,,,,"225","25","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-03T11:00:00","21.57","117.20",,,"1","4","2","5",,,"11",,,,,,,,,"10046",,,"8",,,,,,"9","289",,,,,,,,,,,,,"225","17","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-03T11:00:00","22.14","114.92",,,"1","5","2","5","6","3","1",,,,,,,,,"10055","2","0","8","274",,,,"251",,,,,,,,,,,,,,,"225","24","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA7",,"5",,,,,,,
"2201566","2018-09-03T12:00:00","21.57","117.19",,,"1","4","2","5",,,"11",,,,,,,,,"10050",,,"8",,,,,,"9","289",,,,,,,,,,,,,"225","17","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-03T12:00:00","22.12","114.70",,,"1","5","2","5","6","2","1",,,,,,,,,"10061","2","4","8","276",,,,"252",,,,,,,,,,,,,,,"225","24","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-03T13:00:00","21.58","117.17",,,"1","4","2","5",,,"11",,,,,,,,,"10056",,,"8",,,,,,"9","288",,,,,,,,,,,,,"225","17","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-03T13:00:00","22.12","114.55",,,"1","5","2","5","6","2","1",,,,,,,,,"10067","2","12","8","276",,,,"254",,,,,,,,,,,,,,,"225","24","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-03T14:00:00","21.60","117.16",,,"1","4","2","5",,,"11",,,,,,,,,"10062",,,"8",,,,,,"9","288",,,,,,,,,,,,,"225","17","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-03T14:00:00","22.12","114.40",,,"1","5","2","5","6","2","1",,,,,,,,,"10071","2","16","8","276",,,,"256",,,,,,,,,,,,,,,"225","24","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-03T15:00:00","21.62","117.14",,,"1","4","2","5",,,"11",,,,,,,,,"10058",,,"8",,,,,,"9","287",,,,,,,,,,,,,"225","17","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-03T15:00:00","22.14","114.25",,,"1","5","2","5","6","2","1",,,,,,,,,"10070","2","9","8","276",,,,"257",,,,,,,,,,,,,,,"225","24","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-03T16:00:00","21.64","117.14",,,"1","4","2","5",,,"11",,,,,,,,,"10057",,,"8",,,,,,"9","287",,,,,,,,,,,,,"225","17","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-03T16:00:00","22.22","114.17",,,"1","5","2","5","7","2","1",,,,,,,,,"10071","2","4","8","273",,,,"254",,,,,,,,,,,,,,,"225","24","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-03T17:00:00","21.66","117.14",,,"1","4","2","5",,,"11",,,,,,,,,"10054",,,"8",,,,,,"9","287",,,,,,,,,,,,,"225","17","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-03T17:00:00","22.33","114.12",,,"1","5","2","5","1","2","1",,,,,,,,,"10065","7","6","8","271",,,,"258",,,,,,,,,,,,,,,"225","24","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-03T18:00:00","21.69","117.14",,,"1","4","2","5",,,"11",,,,,,,,,"10048",,,"8",,,,,,"9","286",,,,,,,,,,,,,"225","17","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-03T18:00:00","22.33","114.12",,,"1","5","2","5","0","0","1",,,,,,,,,"10059","7","11","8","271",,,,"256",,,,,,,,,,,,,,,"225","24","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-03T19:00:00","21.71","117.15",,,"1","4","2","5",,,"11",,,,,,,,,"10044",,,"8",,,,,,"9","286",,,,,,,,,,,,,"225","17","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-03T19:00:00","22.33","114.12",,,"1","5","2","5","0","0","1",,,,,,,,,"10058","7","13","8","271",,,,"247",,,,,,,,,,,,,,,"225","24","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-03T20:00:00","21.73","117.16",,,"1","4","2","5",,,"11",,,,,,,,,"10040",,,"8",,,,,,"9","286",,,,,,,,,,,,,"225","17","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-03T20:00:00","22.33","114.12",,,"1","5","2","5","0","0","1",,,,,,,,,"10058","7","7","8","268",,,,"246",,,,,,,,,,,,,,,"225","24","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-03T21:00:00","21.74","117.18",,,"1","4","2","5",,,"11",,,,,,,,,"10042",,,"8",,,,,,"9","285",,,,,,,,,,,,,"225","17","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-03T21:00:00","22.33","114.12",,,"1","5","2","5","0","0","1",,,,,,,,,"10059","4","0","8","271",,,,"248",,,,,,,,,,,,,,,"225","24","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-03T22:00:00","21.75","117.21",,,"1","4","2","5",,,"11",,,,,,,,,"10046",,,"8",,,,,,"9","285",,,,,,,,,,,,,"225","17","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-03T22:00:00","22.33","114.12",,,"1","5","2","5","0","0","1",,,,,,,,,"10062","2","5","8","269",,,,"249",,,,,,,,,,,,,,,"225","24","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-03T23:00:00","21.75","117.23",,,"1","4","2","5",,,"11",,,,,,,,,"10052",,,"8",,,,,,"9","285",,,,,,,,,,,,,"225","17","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-03T23:00:00","22.33","114.12",,,"1","5","2","5","0","0","1",,,,,,,,,"10069","2","12","8","300",,,,"250",,,,,,,,,,,,,,,"225","24","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-04T00:00:00","21.75","117.26",,,"1","4","2","5",,,"11",,,,,,,,,"10057",,,"8",,,,,,"9","285",,,,,,,,,,,,,"225","17","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-04T00:00:00","22.33","114.12",,,"1","5","2","5","0","0","1",,,,,,,,,"10072","2","14","8","298",,,,"249",,,,,,,,,,,,,,,"225","24","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-04T01:00:00","21.74","117.28",,,"1","4","2","5",,,"11",,,,,,,,,"10060",,,"8",,,,,,"9","285",,,,,,,,,,,,,"225","17","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-04T01:00:00","22.33","114.12",,,"1","5","2","5","0","0","1",,,,,,,,,"10071","2","9","8","319",,,,"249",,,,,,,,,,,,,,,"225","24","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-04T02:00:00","21.73","117.30",,,"1","4","2","5",,,"11",,,,,,,,,"10060",,,"8",,,,,,"9","286",,,,,,,,,,,,,"225","17","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-04T02:00:00","22.33","114.12",,,"1","5","2","5","0","0","1",,,,,,,,,"10073","2","4","8","327",,,,"246",,,,,,,,,,,,,,,"225","24","798","172","5","0",,"2","F3FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-04T03:00:00","21.71","117.31",,,"1","4","2","5",,,"11",,,,,,,,,"10057",,,"8",,,,,,"9","287",,,,,,,,,,,,,"225","17","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-04T03:00:00","22.33","114.12",,,"1","5","2","5","0","0","1",,,,,,,,,"10066","7","5","8","339",,,,"241",,,,,,,,,,,,,,,"225","24","798","172","5","0",,"2","F5FF12","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-04T04:00:00","21.70","117.32",,,"1","4","2","5",,,"11",,,,,,,,,"10051",,,"8",,,,,,"9","287",,,,,,,,,,,,,"225","17","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-04T04:00:00","22.33","114.12",,,"1","5","2","5","0","0","1",,,,,,,,,"10062","7","9","8","339",,,,"244",,,,,,,,,,,,,,,"225","24","798","172","5","0",,"2","F5FF12","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-04T05:00:00","21.69","117.33",,,"1","4","2","5",,,"11",,,,,,,,,"10046",,,"8",,,,,,"9","288",,,,,,,,,,,,,"225","17","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-04T05:00:00","22.33","114.12",,,"1","5","2","5","0","0","1",,,,,,,,,"10054","7","19","8","341",,,,"258",,,,,,,,,,,,,,,"225","24","798","172","5","0",,"2","F5FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-04T06:00:00","21.68","117.33",,,"1","4","2","5",,,"11",,,,,,,,,"10040",,,"8",,,,,,"9","288",,,,,,,,,,,,,"225","17","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-04T06:00:00","22.34","114.12",,,"1","5","2","5","0","1","1",,,,,,,,,"10048","7","18","8","324",,,,"264",,,,,,,,,,,,,,,"225","24","798","172","5","0",,"2","F3FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-04T07:00:00","21.67","117.34",,,"1","4","2","5",,,"11",,,,,,,,,"10036",,,"8",,,,,,"9","288",,,,,,,,,,,,,"225","17","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-04T07:00:00","22.35","113.97",,,"1","5","2","5","6","3","1",,,,,,,,,"10042","7","20","8","310",,,,"255",,,,,,,,,,,,,,,"225","23","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-04T08:00:00","21.67","117.33",,,"1","4","2","5",,,"11",,,,,,,,,"10034",,,"8",,,,,,"9","288",,,,,,,,,,,,,"225","17","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-04T08:00:00","22.42","113.89",,,"1","5","2","5","8","1","1",,,,,,,,,"10040","7","14","8","325",,,,"263",,,,,,,,,,,,,,,"225","23","798","172","5","0",,"2","F3FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-04T09:00:00","21.66","117.33",,,"1","4","2","5",,,"11",,,,,,,,,"10033",,,"8",,,,,,"9","287",,,,,,,,,,,,,"225","17","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-04T09:00:00","22.41","113.89",,,"1","5","2","5","4","1","1",,,,,,,,,"10037","7","12","8","316",,,,"267",,,,,,,,,,,,,,,"225","23","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-04T10:00:00","21.66","117.32",,,"1","4","2","5",,,"11",,,,,,,,,"10036",,,"8",,,,,,"9","287",,,,,,,,,,,,,"225","17","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-04T10:00:00","22.47","113.87",,,"1","5","2","5","1","1","1",,,,,,,,,"10039","7","3","8","293",,,,"269",,,,,,,,,,,,,,,"225","23","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-04T11:00:00","21.65","117.31",,,"1","4","2","5",,,"11",,,,,,,,,"10038",,,"8",,,,,,"9","287",,,,,,,,,,,,,"225","17","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-04T11:00:00","22.47","113.88",,,"1","5","2","5","0","0","1",,,,,,,,,"10042","2","1","8","290",,,,"268",,,,,,,,,,,,,,,"225","23","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-04T12:00:00","21.65","117.30",,,"1","4","2","5",,,"11",,,,,,,,,"10040",,,"8",,,,,,"9","286",,,,,,,,,,,,,"225","17","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-04T12:00:00","22.47","113.88",,,"1","5","2","5","0","0","1",,,,,,,,,"10049","2","12","8","289",,,,"270",,,,,,,,,,,,,,,"225","23","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-04T13:00:00","21.65","117.29",,,"1","4","2","5",,,"11",,,,,,,,,"10045",,,"8",,,,,,"9","286",,,,,,,,,,,,,"225","17","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-04T13:00:00","22.47","113.88",,,"1","5","2","5","0","0","1",,,,,,,,,"10054","2","15","8","288",,,,"271",,,,,,,,,,,,,,,"225","23","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-04T14:00:00","21.66","117.29",,,"1","4","2","5",,,"11",,,,,,,,,"10048",,,"8",,,,,,"9","286",,,,,,,,,,,,,"225","17","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-04T14:00:00","22.47","113.88",,,"1","5","2","5","0","0","1",,,,,,,,,"10056","2","14","8","288",,,,"271",,,,,,,,,,,,,,,"225","23","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-04T15:00:00","21.68","117.28",,,"1","4","2","5",,,"11",,,,,,,,,"10047",,,"8",,,,,,"9","286",,,,,,,,,,,,,"225","17","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"7JGE","2018-09-04T15:00:00","20.40","114.00",,,"1","6","2","5","8","3","1",,"270","3","46","1","98","0",,"10100","2","10","8","280",,"260",,"253","1","290",,,"A",,"A","A",,,,"38",,,"225","4","798","172","5","1","2","1","111111","1111A111118A71",,"5",,,,,,,
"EUCDE14","2018-09-04T15:00:00","22.47","113.88",,,"1","5","2","5","0","0","1",,,,,,,,,"10058","2","9","8","286",,,,"271",,,,,,,,,,,,,,,"225","23","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-04T16:00:00","21.69","117.28",,,"1","4","2","5",,,"11",,,,,,,,,"10044",,,"8",,,,,,"9","286",,,,,,,,,,,,,"225","17","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-04T16:00:00","22.47","113.88",,,"1","5","2","5","0","0","1",,,,,,,,,"10055","2","1","8","284",,,,"271",,,,,,,,,,,,,,,"225","23","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-04T17:00:00","21.70","117.28",,,"1","4","2","5",,,"11",,,,,,,,,"10041",,,"8",,,,,,"9","286",,,,,,,,,,,,,"225","17","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-04T17:00:00","22.47","113.88",,,"1","5","2","5","0","0","1",,,,,,,,,"10055","7","1","8","284",,,,"274",,,,,,,,,,,,,,,"225","23","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-04T18:00:00","21.71","117.29",,,"1","4","2","5",,,"11",,,,,,,,,"10038",,,"8",,,,,,"9","286",,,,,,,,,,,,,"225","17","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"7JGE","2018-09-04T18:00:00","21.20","114.30",,,"1","6","2","5","8","3","1",,"160","3","72","1","97","1","0","10049","7","51","8","270",,"260",,"257","1","290","3","3","A","4","A","9","0","0","0",,,,"225","14","798","172","5","1","2","1","111111","111111111111A1",,"5",,"0",,,,,
"C6AV5","2018-09-04T18:00:00","21.90","114.70",,,"1","6","2","5","0","0","1",,"270",,"90","1","96","3","2","10050",,"0","8","290",,,,,,"250","5","5","1","6","1","5",,"1","1","9","1","1","225","14","798","172","5","1","2","1","11111F","1114111AA11117",,"5",,"2",,,,,
"EUCDE14","2018-09-04T18:00:00","22.47","113.88",,,"1","5","2","5","0","0","1",,,,,,,,,"10048","7","10","8","283",,,,"270",,,,,,,,,,,,,,,"225","23","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-04T19:00:00","21.71","117.30",,,"1","4","2","5",,,"11",,,,,,,,,"10038",,,"8",,,,,,"9","286",,,,,,,,,,,,,"225","17","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-04T19:00:00","22.47","113.88",,,"1","5","2","5","0","0","1",,,,,,,,,"10044","7","11","8","283",,,,"268",,,,,,,,,,,,,,,"225","23","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-04T20:00:00","21.72","117.31",,,"1","4","2","5",,,"11",,,,,,,,,"10036",,,"8",,,,,,"9","286",,,,,,,,,,,,,"225","17","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-04T20:00:00","22.47","113.88",,,"1","5","2","5","0","0","1",,,,,,,,,"10044","7","11","8","280",,,,"260",,,,,,,,,,,,,,,"225","23","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"SHIP","2018-09-04T20:00:00","21.60","119.30",,,"1","5","2","5","6","4","2",,"270","4","77",,,"3","2","10049",,,"8","270","0","260",,"256",,,"5","5","5","5","8","A",,"3","2",,,,"225","19","798","172","5","0",,"1","F11111","11A111111A11AA",,"5",,"2",,,,,
"2201566","2018-09-04T21:00:00","21.72","117.32",,,"1","4","2","5",,,"11",,,,,,,,,"10037",,,"8",,,,,,"9","285",,,,,,,,,,,,,"225","17","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-04T21:00:00","22.47","113.88",,,"1","5","2","5","0","0","1",,,,,,,,,"10045","7","3","8","281",,,,"262",,,,,,,,,,,,,,,"225","23","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-04T22:00:00","21.73","117.33",,,"1","4","2","5",,,"11",,,,,,,,,"10039",,,"8",,,,,,"9","285",,,,,,,,,,,,,"225","17","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-04T22:00:00","22.47","113.88",,,"1","5","2","5","0","0","1",,,,,,,,,"10050","2","6","8","280",,,,"264",,,,,,,,,,,,,,,"225","23","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-04T23:00:00","21.73","117.34",,,"1","4","2","5",,,"11",,,,,,,,,"10045",,,"8",,,,,,"9","285",,,,,,,,,,,,,"225","17","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-04T23:00:00","22.47","113.88",,,"1","5","2","5","0","0","1",,,,,,,,,"10056","2","11","8","281",,,,"263",,,,,,,,,,,,,,,"225","23","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-05T00:00:00","21.74","117.35",,,"1","4","2","5",,,"11",,,,,,,,,"10053",,,"8",,,,,,"9","285",,,,,,,,,,,,,"225","17","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-05T00:00:00","22.47","113.88",,,"1","5","2","5","0","0","1",,,,,,,,,"10063","2","17","8","285",,,,"261",,,,,,,,,,,,,,,"225","23","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-05T01:00:00","21.74","117.36",,,"1","4","2","5",,,"11",,,,,,,,,"10057",,,"8",,,,,,"9","286",,,,,,,,,,,,,"225","17","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-05T01:00:00","22.47","113.88",,,"1","5","2","5","0","0","1",,,,,,,,,"10066","2","17","8","290",,,,"264",,,,,,,,,,,,,,,"225","23","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-05T02:00:00","21.74","117.36",,,"1","4","2","5",,,"11",,,,,,,,,"10058",,,"8",,,,,,"9","286",,,,,,,,,,,,,"225","17","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-05T02:00:00","22.47","113.88",,,"1","5","2","5","5","0","1",,,,,,,,,"10067","2","12","8","295",,,,"262",,,,,,,,,,,,,,,"225","23","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-05T03:00:00","21.75","117.37",,,"1","4","2","5",,,"11",,,,,,,,,"10055",,,"8",,,,,,"9","288",,,,,,,,,,,,,"225","17","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE14","2018-09-05T03:00:00","22.35","113.97",,,"1","5","2","5","2","4","1",,,,,,,,,"10063","2","0","8","304",,,,"260",,,,,,,,,,,,,,,"225","23","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA7",,"5",,,,,,,
"2201566","2018-09-05T04:00:00","21.75","117.38",,,"1","4","2","5",,,"11",,,,,,,,,"10047",,,"8",,,,,,"9","289",,,,,,,,,,,,,"225","17","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
