"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","IND_FOR_PRECIP"
"AMOHK01","2016-09-14T19:00:00","22.50","38.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10064",,,"0","293",,,"265",,,,,,"A",,,,,,,,,"217","28","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"AMOHK01","2016-09-14T20:00:00","22.40","38.20",,,"1","4","0","0",,,,"1",,,,,,,,,"10063",,,"0","293",,,"261",,,,,,"A",,,,,,,,,"217","28","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"VRNF7","2016-09-14T20:00:00","21.30","38.40",,,"1","4","0","0","8","2",,"1","0","280","3","36",,"97","3","1","10036",,,"0","300","0","280","273","0","300","4","4","7","2","4","4",,"5","0",,,,"217","18","992","114","5","1","2","1","111111","111111111111AA",,"1","1",,"4"
"AMOHK01","2016-09-14T21:00:00","22.20","38.30",,,"1","4","0","0",,,,"1",,,,,,,,,"10061",,,"0","290",,,"262",,,,,,"A",,,,,,,,,"217","28","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"AMOHK01","2016-09-14T22:00:00","22.10","38.40",,,"1","4","0","0",,,,"1",,,,,,,,,"10057",,,"0","289",,,"265",,,,,,"A",,,,,,,,,"217","28","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"AMOHK01","2016-09-14T23:00:00","22.00","38.50",,,"1","4","0","0",,,,"1",,,,,,,,,"10051",,,"0","288",,,"265",,,,,,"A",,,,,,,,,"217","28","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"AMOHK01","2016-09-15T00:00:00","21.90","38.60",,,"1","4","0","0",,,,"1",,,,,,,,,"10052",,,"0","288",,,"266",,,,,,"A",,,,,,,,,"217","18","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"VRME6","2016-09-15T00:00:00","21.80","38.50",,,"1","4","0","0","3","2",,"1","0","330","4","31",,"97",,"2","10041","6","10","0","270","0","260","256","3","320",,,,"A",,,,"3","2","25","3","2","217","18","992","114","5","1","2","1","111111","111A1111118111",,"1","2",,"4"
"VRNF7","2016-09-15T00:00:00","21.20","38.30",,,"1","4","0","0","0","0",,"1","0","340","3","41",,"97","2","2","10016","0","0","0","310","0","250","223","0","300","4","4","5","5","5","5",,"10","1",,,,"217","18","992","114","5","1","2","1","111111","111111111111A1",,"1","2",,"4"
"AMOHK01","2016-09-15T01:00:00","21.70","38.70",,,"1","4","0","0",,,,"1",,,,,,,,,"10050",,,"0","287",,,"265",,,,,,"A",,,,,,,,,"217","18","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"AMOHK01","2016-09-15T02:00:00","21.60","38.80",,,"1","4","0","0",,,,"1",,,,,,,,,"10055",,,"0","290",,,"270",,,,,,"A",,,,,,,,,"217","18","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"AMOHK01","2016-09-15T03:00:00","21.60","39.00",,,"1","4","0","0",,,,"1",,,,,,,,,"10058",,,"0","291",,,"271",,,,,,"A",,,,,,,,,"217","19","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"AMOHK01","2016-09-15T04:00:00","21.50","39.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10061",,,"0","294",,,"274",,,,,,"A",,,,,,,,,"217","19","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"AMOHK01","2016-09-15T05:00:00","21.50","39.20",,,"1","4","0","0",,,,"1",,,,,,,,,"10066",,,"0","295",,,"275",,,,,,"A",,,,,,,,,"217","19","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"AMOHK01","2016-09-15T06:00:00","21.50","39.20",,,"1","4","0","0",,,,"1",,,,,,,,,"10071",,,"0","302",,,"277",,,,,,"A",,,,,,,,,"217","19","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"AMOHK01","2016-09-15T07:00:00","21.50","39.20",,,"1","4","0","0",,,,"1",,,,,,,,,"10070",,,"0","315",,,"279",,,,,,"A",,,,,,,,,"217","19","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"AMOHK01","2016-09-15T08:00:00","21.50","39.20",,,"1","4","0","0",,,,"1",,,,,,,,,"10070",,,"0","324",,,"279",,,,,,"A",,,,,,,,,"217","19","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"VRNF7","2016-09-15T08:00:00","21.20","38.30",,,"1","4","0","0","4","0",,"1","0","340","3","41",,"97","0","0","10056",,,"0","320","0","300","293","0","300","2","2","6","2","1","A",,,,,,,"217","18","992","114","5","1","2","2","111111","11111111111AAA",,"1","0",,"4"
"AMOHK01","2016-09-15T09:00:00","21.50","39.20",,,"1","4","0","0",,,,"1",,,,,,,,,"10065",,,"0","317",,,"277",,,,,,"A",,,,,,,,,"217","19","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"AMOHK01","2016-09-15T10:00:00","21.50","39.20",,,"1","4","0","0",,,,"1",,,,,,,,,"10059",,,"0","317",,,"277",,,,,,"A",,,,,,,,,"217","19","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"AMOHK01","2016-09-15T11:00:00","21.50","39.20",,,"1","4","0","0",,,,"1",,,,,,,,,"10054",,,"0","316",,,"273",,,,,,"A",,,,,,,,,"217","19","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"AMOHK01","2016-09-15T12:00:00","21.50","39.20",,,"1","4","0","0",,,,"1",,,,,,,,,"10050",,,"0","314",,,"272",,,,,,"A",,,,,,,,,"217","19","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"VRNF7","2016-09-15T12:00:00","21.10","38.30",,,"1","4","0","0","0","0",,"1","0","310","3","51",,"97","2","2","10026","0","0","0","360","0","300","279","0","310","5","5","6","2","6","6",,"10","1",,,,"217","18","992","114","5","1","2","2","131111","111111111111A1",,"1","2",,"4"
"AMOHK01","2016-09-15T13:00:00","21.50","39.20",,,"1","4","0","0",,,,"1",,,,,,,,,"10046",,,"0","309",,,"271",,,,,,"A",,,,,,,,,"217","19","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"AMOHK01","2016-09-15T14:00:00","21.50","39.20",,,"1","4","0","0",,,,"1",,,,,,,,,"10046",,,"0","310",,,"273",,,,,,"A",,,,,,,,,"217","19","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"AMOHK01","2016-09-15T15:00:00","21.50","39.20",,,"1","4","0","0",,,,"1",,,,,,,,,"10050",,,"0","308",,,"267",,,,,,"A",,,,,,,,,"217","19","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"AMOHK01","2016-09-15T16:00:00","21.50","39.20",,,"1","4","0","0",,,,"1",,,,,,,,,"10050",,,"0","303",,,"272",,,,,,"A",,,,,,,,,"217","19","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"AMOHK01","2016-09-15T17:00:00","21.50","39.20",,,"1","4","0","0",,,,"1",,,,,,,,,"10050",,,"0","303",,,"276",,,,,,"A",,,,,,,,,"217","19","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"VRNF7","2016-09-15T17:00:00","21.10","38.30",,,"1","4","0","0","0","0",,"1","0","10","3","5",,"98","0","0","10016",,,"0","320","0","300","293","0","310","0","0","0","9","0","0",,"5","0","0",,,"217","18","992","114","5","1","2","1","111111","1111111111113A",,"1","0","0","4"
"AMOHK01","2016-09-15T18:00:00","21.50","39.20",,,"1","4","0","0",,,,"1",,,,,,,,,"10052",,,"0","304",,,"275",,,,,,"A",,,,,,,,,"217","19","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"AMOHK01","2016-09-15T19:00:00","21.50","39.20",,,"1","4","0","0",,,,"1",,,,,,,,,"10052",,,"0","319",,,"254",,,,,,"A",,,,,,,,,"217","19","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"AMOHK01","2016-09-15T20:00:00","21.50","39.20",,,"1","4","0","0",,,,"1",,,,,,,,,"10052",,,"0","333",,,"219",,,,,,"A",,,,,,,,,"217","19","992","114","5","0",,"1","F1FF12","1AAAA11A1A8AAA",,"6",,,"4"
"VRNF7","2016-09-15T20:00:00","21.00","38.30",,,"1","4","0","0","2","0",,"1","0","320","3","36",,"97","3","0","10016",,,"0","290","0","280","276","0","300","4","4","1","2","4","5",,"5","0",,,,"217","18","992","114","5","1","2","1","111111","111111111111AA",,"1","0",,"4"
"AMOHK01","2016-09-15T21:00:00","21.50","39.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10049",,,"0","324",,,"226",,,,,,"A",,,,,,,,,"217","19","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"AMOHK01","2016-09-15T22:00:00","21.40","39.00",,,"1","4","0","0",,,,"1",,,,,,,,,"10046",,,"0","301",,,"278",,,,,,"A",,,,,,,,,"217","19","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"VRNF7","2016-09-15T22:00:00","21.00","38.20",,,"1","4","0","0","0","0",,"1","0","340","3","51",,"97","2","2","10016","0","0","0","290","0","280","276","0","290","3","3","5","4","5","5",,"10","1",,,,"217","18","992","114","5","1","2","1","111111","111111111111A1",,"1","2",,"4"
"AMOHK01","2016-09-15T23:00:00","21.20","38.90",,,"1","4","0","0",,,,"1",,,,,,,,,"10044",,,"0","299",,,"282",,,,,,"A",,,,,,,,,"217","18","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"AMOHK01","2016-09-16T00:00:00","21.10","38.90",,,"1","4","0","0",,,,"1",,,,,,,,,"10040",,,"0","298",,,"282",,,,,,"A",,,,,,,,,"217","18","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"AMOHK01","2016-09-16T01:00:00","20.90","38.80",,,"1","4","0","0",,,,"1",,,,,,,,,"10042",,,"0","295",,,"276",,,,,,"A",,,,,,,,,"217","8","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"AMOHK01","2016-09-16T02:00:00","20.70","38.90",,,"1","4","0","0",,,,"1",,,,,,,,,"10045",,,"0","296",,,"279",,,,,,"A",,,,,,,,,"217","8","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"AMOHK01","2016-09-16T03:00:00","20.50","38.90",,,"1","4","0","0",,,,"1",,,,,,,,,"10050",,,"0","294",,,"276",,,,,,"A",,,,,,,,,"217","8","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"VRNF7","2016-09-16T03:00:00","20.90","38.20",,,"1","4","0","0","0","0",,"1","0","330","3","51",,"98","0","2","10016",,,"0","290","0","270","262","0","280","8","8","7","3","A","A",,"1","0","0",,,"217","8","992","114","5","1","2","1","211111","1111111111113A",,"1","0","0","4"
"AMOHK01","2016-09-16T04:00:00","20.40","38.90",,,"1","4","0","0",,,,"1",,,,,,,,,"10053",,,"0","296",,,"278",,,,,,"A",,,,,,,,,"217","8","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"AMOHK01","2016-09-16T05:00:00","20.20","38.90",,,"1","4","0","0",,,,"1",,,,,,,,,"10059",,,"0","298",,,"278",,,,,,"A",,,,,,,,,"217","8","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"VRNF7","2016-09-16T05:00:00","20.90","38.20",,,"1","4","0","0","0","0",,"1","0","330","3","51",,"98","3","0","10026",,,"0","300","0","280","273","0","290","2","2","2","4","0","0",,"0","0","0",,,"217","8","992","114","5","1","2","2","111111","1111111111113A",,"1","0","0","4"
"AMOHK01","2016-09-16T06:00:00","20.00","38.90",,,"1","4","0","0",,,,"1",,,,,,,,,"10067",,,"0","302",,,"279",,,,,,"A",,,,,,,,,"217","8","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,"4"
"DJAZ2","2016-09-16T06:00:00","21.30","37.90",,,"1","4","0","0","7","4","1","1","0","330","4","62",,"97","2","0","10075","3","20","0","306",,,"268","1","313","3","3","1","4","0","0",,"6","2","0",,,"217","17","992","114","5","1","2","2","111111","1111111A111131",,"1","0","0","4"
"VRNF7","2016-09-16T09:00:00","21.30","38.30",,,"1","4","0","0","8","2",,"1","0","320","3","77",,"97","0","1","10056",,,"0","310","0","290","283","0","300","4","4","6","2","6","2",,,,,,,"217","18","992","114","5","1","2","2","111111","11111111111AAA",,"1","1",,"4"
"VRNF7","2016-09-16T12:00:00","21.40","38.40",,,"1","4","0","0","0","0",,"1","0","300","3","51",,"97","2","2","10016","0","0","0","340","0","290","272","0","310","4","4","5","5","5","5",,"10","1",,,,"217","18","992","114","5","1","2","2","111111","111111111111A1",,"1","2",,"4"
"VRNF7","2016-09-16T17:00:00","21.30","38.40",,,"1","4","0","0","0","0",,"1","0","90","3","26",,"98","3","2","10016",,,"0","310","0","290","283","0","300","4","4","2","4","0","0",,"0","0","0",,,"217","18","992","114","5","1","2","1","111111","1111111111113A",,"1","2","0","4"
"VRNF7","2016-09-16T20:00:00","21.20","38.30",,,"1","4","0","0","2","1",,"1","0","340","3","67",,"97","3","0",,,,"0","300","0","290","287","0","300","4","4","1","2","4","5",,"5","0",,,,"217","18","992","114","5","1","2","1","111171","111111111111AA",,"1","0",,"4"
"VRNF7","2016-09-16T23:00:00","21.20","38.30",,,"1","4","0","0","0","0",,"1","0","10","3","51",,"97","2","2","10036","1","10","0","290","0","280","276","0","290","4","4","5","5","5","5",,"10","1",,,,"217","18","992","114","5","1","2","1","111111","111111111111A1",,"1","2",,"4"
"DJAZ2","2016-09-17T00:00:00","25.60","35.30",,,"1","4","0","0","7","4","1","1","0","320","4","98",,"98","2","2","10078","0","4","0","294",,,"226","1","298","2",,,"A",,,,,,,,,"217","55","992","114","5","1","2","1","111111","1111111A111AA1",,"1","2",,"4"
"VRNF7","2016-09-17T05:00:00","21.10","38.20",,,"1","4","0","0","0","0",,"1","0","330","3","93",,"98","3","2","10016",,,"0","300","0","280","273","0","290","5","5","4","5","4","A",,"10","2","0",,,"217","18","992","114","5","1","2","2","111111","1111111111113A",,"1","2","0","4"
"VRNF7","2016-09-17T08:00:00","21.00","38.30",,,"1","4","0","0","0","0",,"1","0","320","3","82",,"97","0","0","10056",,,"0","310","0","280","269","0","300","0","0","6","9","A","A",,"10","3",,,,"217","18","992","114","5","1","2","2","111111","111111111111AA",,"1","0",,"4"
"VRNF7","2016-09-17T11:00:00","21.00","38.30",,,"1","4","0","0","0","0",,"1","0","310","3","51",,"97","2","2","10036","0","0","0","340","0","280","257","0","320","3","3","5","5","5","5",,"10","1",,,,"217","18","992","114","5","1","2","2","111111","111111111111A1",,"1","2",,"4"
"VRNF7","2016-09-17T17:00:00","20.80","38.30",,,"1","4","0","0","0","0",,"1","0","20","3","77",,"98","3","0","10026",,,"0","310","0","290","283","0","300","3","3","2","4","6","0",,"10","3","0",,,"217","8","992","114","5","1","2","1","111111","1111111111113A",,"1","0","0","4"
"A8JX3","2016-09-17T18:00:00","24.40","35.90",,,"1","4","0","0","3","3",,"1","0","340","3","77",,"97","0","0","10080","4","0","0","300","0","270","258",,,"1","1","1","4","0","0",,"4","1",,,,"217","45","992","114","5","1","2","1","F11111","111111111A11A1",,"1","0",,"4"
"VRNF7","2016-09-17T20:00:00","20.80","38.30",,,"1","4","0","0","1","1",,"1","0","320","3","41",,"97","3","0","10056",,,"0","310","0","290","283","0","300","3","3","1","4","4","5",,"5","0",,,,"217","8","992","114","5","1","2","1","111111","111111111111AA",,"1","0",,"4"
"A8VV3","2016-09-17T22:00:00","28.40","33.10",,,"1","4","0","0","3","3",,"1","0","320","4","129",,"98","2","1","10115","3",,"0","270","0","240","226",,,"3","3","1","6","4","2",,"6","4","33","6","4","217","83","992","114","5","1","2","1","F11111","111111111A1117",,"1","1",,"4"
"VRNF7","2016-09-17T23:00:00","20.70","38.30",,,"1","4","0","0","0","0",,"1","0","320","3","51",,"97","2","2","10056","0","0","0","290","0","280","276","0","290","4","4","5","6","5","5",,"10","1",,,,"217","8","992","114","5","1","2","1","111111","111111111111A1",,"1","2",,"4"
"8JX3","2016-09-18T00:00:00","23.20","36.70",,,"1","4","0","0","3","3",,"1","0",,"3",,,"97","60","0","10090","4","0","0",,"0",,,,,"1","3","1","4","8","8",,"7","2","33","8","1","217","36","992","114","5","1","2","1","FF661F","111111A11A4111",,"1","0",,"4"
"A8YN2","2016-09-18T00:00:00","27.60","33.90",,,"1","4","0","0","3","3",,"1","0","320","4","113",,"97","5","0","10096","5","0","0","260",,,"221","1","274","0",,,"9",,,,"4","2","0",,,"217","73","992","114","5","1","2","1","111111","1111111A111131",,"1","0","0","4"
"A8VV3","2016-09-18T04:00:00","27.30","34.10",,,"1","4","0","0","3","3",,"1","0","320","4","87",,"98","1","0","10090","4","0","0","270",,,,,,"1",,"1","7","0","0",,"5","3",,,,"217","74","992","114","5","1","2","2","F1111F","1111111AAA11A1",,"1","0",,"4"
"VRNF7","2016-09-18T05:00:00","20.60","38.40",,,"1","4","0","0","0","0",,"1","0","20","3","51",,"98","3","2","10026",,,"0","300","0","280","273","0","290","7","7","7","3","1","A",,"10","0","0",,,"217","8","992","114","5","1","2","2","111111","1111111111183A",,"1","2","0","4"
"A8JX3","2016-09-18T06:00:00","22.00","37.40",,,"1","4","0","0","3","3",,"1","0","270","3","67",,"97","0","0","10090","4","0","0","310","0","270","254",,,"4","4","1","5","0","5",,"5","1",,,,"217","27","992","114","5","1","2","2","F11111","111111111A11A1",,"1","0",,"4"
"A8YN2","2016-09-18T06:00:00","26.40","35.00",,,"1","4","0","0","3","3",,"1","0","330","4","108",,"97","5","1","10100","0",,"0","285",,,"234","1","297","0",,,"9",,,,"4","2",,,,"217","65","992","114","5","1","2","2","111111","1111111A1111A7",,"1","1",,"4"
"VRNF7","2016-09-18T08:00:00","21.10","38.40",,,"1","4","0","0","8","2",,"1","0","320","3","129",,"98","0","0","10056",,,"0","320","0","280","265","0","300","1","1","1","5","A","A",,"20","4",,,,"217","18","992","114","5","1","2","2","111111","111111111113AA",,"1","0",,"4"
"VRNF7","2016-09-18T11:00:00","21.40","38.40",,,"1","4","0","0","0","0",,"1","0","320","3","72",,"97","2","2","10046","0","0","0","340","0","280","257","0","320","3","3","5","5","5","5",,"10","2",,,,"217","18","992","114","5","1","2","2","111111","111111111111A1",,"1","2",,"4"
"VRLZ3","2016-09-18T12:00:00","22.00","37.70",,,"1","4","0","0","7","4",,"1","0","360","3","21",,"98","2","1","10052","4","0","0","320","0","250","223","3","313","3","3","1","5","4","1",,"2","12",,,,"217","27","992","114","5","1","2","2","111111","141111111114A1",,"1","1",,"4"
"A8YN2","2016-09-18T13:00:00","25.00","35.90",,,"1","4","0","0","3","3",,"1","0","340","4","77",,"97","5","0","10085","7","20","0","312",,,"251","1","305","0",,,"9",,,,"4","1","34","10","2","217","55","992","114","5","1","2","2","111111","1111111A111111",,"1","0",,"4"
"A8YN2","2016-09-18T18:00:00","23.80","36.60",,,"1","4","0","0","3","3",,"1","0","330","4","72",,"97","5","0","10083","0",,"0","282",,,"250","1","307","3","3","1","2","4","A",,"5","2",,,,"217","36","992","114","5","1","2","1","111111","1111111A1111A7",,"1","0",,"4"
"VRNF7","2016-09-18T21:00:00","21.20","38.30",,,"1","4","0","0","5","1",,"1","0","50","3","26",,"97","3","0","10036",,,"0","300","0","270","258","0","300","3","3","1","4","4","4",,"5","0",,,,"217","18","992","114","5","1","2","1","111111","111111111111AA",,"1","0",,"4"
"VRNF7","2016-09-18T22:00:00","21.20","38.30",,,"1","4","0","0","0","0",,"1","0","360","3","62",,"97","2","2","10036","0","0","0","300","0","260","243","0","290","4","4","5","5","5","5",,"10","2",,,,"217","18","992","114","5","1","2","1","111111","111111111111A1",,"1","2",,"4"
"A8VV3","2016-09-19T04:00:00","22.90","37.00",,,"1","4","0","0","3","3",,"1","0","320","4","82",,"98","1","0","10060","0","10","0","300",,,"284",,,"1","1","1","7","6","0",,"3","1","34","5","3","217","27","992","114","5","1","2","2","F11111","1111111A1A1111",,"1","0",,"4"
"VRNF7","2016-09-19T05:00:00","21.00","38.20",,,"1","4","0","0","0","0",,"1","0","320","3","103",,"98","3","2","10026",,,"0","300","0","280","273","0","290","5","5","7","2","1","A",,"5","2","0",,,"217","18","992","114","5","1","2","2","111111","1111111111113A",,"1","2","0","4"
"A8YN2","2016-09-19T06:00:00","21.20","38.30",,,"1","4","0","0","3","4",,"1","0","330","4","98",,"97","5","0","10075","0",,"0","314",,,"257","1","319","1","0","0","9","0","1",,"5","2",,,,"217","18","992","114","5","1","2","2","111111","1111111A1111A7",,"1","0",,"4"
"VRNF7","2016-09-19T08:00:00","21.00","38.20",,,"1","4","0","0","0","0",,"1","0","320","3","108",,"98","2","0","10036",,,"0","320","0","280","265","0","300","0","0","0","9","0","0",,"10","3",,,,"217","18","992","114","5","1","2","2","111111","111111111111AA",,"1","0",,"4"
"DFWV2","2016-09-19T09:00:00","25.30","35.80",,,"1","4","0","0","3","4",,"1","0","330","4","93",,"97","5","1","10086","5","4","0","340",,,"240","1","280","2","2","0","9","1","0",,"12","3",,,,"217","55","992","114","5","1","2","2","151111","1111111A1111A1",,"1","1",,"4"
"VRFU8","2016-09-19T12:00:00","21.50","38.20",,,"1","4","0","0","7","5",,"1","0","340","4","118",,"98","2","2","9980","6","20","0","325","0","260","237","1","331","0","0","0","9","0","0",,"4","2",,,,"217","18","992","114","5","1","2","2","111141","111111111111A1",,"1","0",,"4"
"VRNF7","2016-09-19T12:00:00","21.10","38.30",,,"1","4","0","0","1","2",,"1","0","320","3","82",,"97","2","2","10006","0","0","0","340","0","270","241","0","310","4","4","5","5","5","5",,"10","3",,,,"217","18","992","114","5","1","2","2","111121","111111111111A1",,"1","2",,"4"
"VRNF7","2016-09-19T16:00:00","21.40","38.40",,,"1","4","0","0","0","0",,"1","0","330","3","77",,"98","0","0","10026",,,"0","310","0","290","283","0","300","0","0","0","9","0","0",,"5","3","0",,,"217","18","992","114","5","1","2","1","111111","1111111111113A",,"1","0","0","4"
"VRFU8","2016-09-19T18:00:00","23.20","37.00",,,"1","4","0","0","7","5",,"1","0","340","4","87",,"98","1","0","9990","4","0","0","300","0","270","260","1","322","1","1","A","9","A","A",,,,,,,"217","37","992","114","5","1","2","1","111141","11111111111AA1",,"1","0",,"4"
"DFWV2","2016-09-19T19:00:00","22.80","37.80",,,"1","4","0","0","3","4",,"1","0","330","4","82",,"97","5","0","10054","7","4","0","302",,,"246","1","290","3","3","0","9","8","8",,"10","3",,,,"217","27","992","114","5","1","2","1","111111","1111111A1111A1",,"1","0",,"4"
"VRNF7","2016-09-19T20:00:00","21.30","38.30",,,"1","4","0","0","4","1",,"1","0","330","3","51",,"97","3","2","10026",,,"0","300","0","280","273","0","310","5","5","2","4","6","4",,"5","0",,,,"217","18","992","114","5","1","2","1","111111","111111111111AA",,"1","2",,"4"
"VRNF7","2016-09-19T23:00:00","21.30","38.30",,,"1","4","0","0","0","0",,"1","0","320","3","62",,"97","2","2","10016","0","0","0","310","0","270","254","0","290","4","4","5","5","5","5",,"10","2",,,,"217","18","992","114","5","1","2","1","111111","111111111111A1",,"1","2",,"4"
"VRNF7","2016-09-20T04:00:00","21.20","38.20",,,"1","4","0","0","0","0",,"1","0","330","3","77",,"98","3","2","10016",,,"0","310","0","290","283","0","300","8","8","7","2","1","A",,"10","2","0",,,"217","18","992","114","5","1","2","2","111111","1111111111113A",,"1","2","0","4"
"VRNF7","2016-09-20T08:00:00","21.10","38.20",,,"1","4","0","0","0","0",,"1","0","340","3","51",,"98","0","2","10036",,,"0","310","0","280","269","0","300","6","6","7","2","1","A",,"5","2",,,,"217","18","992","114","5","1","2","2","111111","111111111111AA",,"1","2",,"4"
"VRNF7","2016-09-20T11:00:00","21.10","38.20",,,"1","4","0","0","0","0",,"1","0","320","3","62",,"97","2","2","10016","0","0","0","340","0","280","257","0","310","4","4","5","5","5","5",,"10","1",,,,"217","18","992","114","5","1","2","2","111111","111111111111A1",,"1","2",,"4"
"VRFU8","2016-09-20T12:00:00","28.30","33.30",,,"1","4","0","0","7","4",,"1","0","361","4","77",,"98","2","0",,"4","1","0","290","0","230","204","1","283","0","0","0","9","0","0",,"4","2",,,,"217","83","992","114","5","1","2","2","111161","121111111112A7",,"1","0",,"4"
"VRNF7","2016-09-20T17:00:00","20.90","38.20",,,"1","4","0","0","0","0",,"1","0","10","3","51",,"98","0","0","10026",,,"0","310","0","290","283","0","300","0","0","0","9","0","0",,"10","1","0",,,"217","8","992","114","5","1","2","1","111111","1111111111113A",,"1","0","0","4"
"DFWV2","2016-09-20T20:00:00","20.80","38.90",,,"1","4","0","0","4","3",,"1","0","10","4","46",,"96","10","0","10065","0","4","0","286",,,"272","1","300","0",,,"9",,,,"10","1","0",,,"217","8","992","114","5","1","2","1","111111","1111111A111131",,"1","0","0","4"
"VRNF7","2016-09-20T20:00:00","20.90","38.10",,,"1","4","0","0","2","1",,"1","0","360","3","51",,"97","3","1","10026",,,"0","300","0","290","287","0","300","4","4","2","2","6","3",,"5","0",,,,"217","8","992","114","5","1","2","1","111111","111111111111AA",,"1","1",,"4"
"VRNF7","2016-09-20T22:00:00","20.80","38.10",,,"1","4","0","0","0","0",,"1","0","20","3","57",,"97","2","2","10036","0","0","0","290","0","280","276","0","290","4","4","6","3","6","6",,"10","2",,,,"217","8","992","114","5","1","2","1","111111","111111111111A1",,"1","2",,"4"
"VRNF7","2016-09-21T05:00:00","20.80","38.10",,,"1","4","0","0","0","0",,"1","0","340","3","26",,"98","3","1","10046",,,"0","300","0","280","273","0","290","4","4","7","3","6","A",,,"0","0",,,"217","8","992","114","5","1","2","2","111111","1111111111133A",,"1","1","0","4"
"TBWUK48","2016-09-21T07:00:00","26.10","35.20",,,"1","4","0","0","4","4",,"1","0","340","3","103",,"97","3",,"10099","0","9","0","320","0","260","234","3","280","1",,"0","A","A","A",,"6","2",,,,"217","65","992","114","5","1","2","2","111111","1111A1111111A1",,"1",,,"4"
