"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP","AMT_PRECIP","DUR_OF_PER"
"CQEW","2016-09-11T12:00:00","11.50","-17.60",,,"1","4","0","0","4","3",,"1","0","180","3","57",,"97","3","1","10150","2","30","0","300","0","280","274","3","280","6",,"7","3","7","A",,"2",,,,"284","17","992","114","5","1","2","2","111111","111111111113A1",,"1","1",,,,,,,,,"4",,
"CQEW","2016-09-11T18:00:00","11.00","-17.40",,,"1","4","0","0","3","3",,"1","0","220","3","72",,"97","2","0","10120","4","0","0","280","0","265","260",,,"6","5","7","3","3","8","4","2",,,,"284","17","992","114","5","1","2","2","F11111","111111111A11A1",,"1","0",,,,,,,,,"4",,
"TBWUK32","2016-09-12T00:00:00","15.50","-18.80",,,"1","4","0","0","8","4",,"1","0","80","4","62",,"98","2","2","10167","0","20","0","260","0","250","246","3","290",,,,"A",,,"2","1",,,,"284","58","992","114","5","1","2","1","111111","111111111181A1",,"1","2",,,,,,,,,"4",,
"ASES01","2016-09-12T06:00:00","18.80","-16.60",,,"1","4","0","0","4","1",,"1","0","320","4","57",,,,,"10119","5","7","0","265",,,"233",,,,,,"A",,,,,,,,"284","86","992","114","5","1","2","1","F11111","11AAA11A1A8AA1",,"6",,,,,,,,,,"4",,
"TBWUK32","2016-09-12T15:00:00","13.00","-18.80",,,"1","4","0","0",,,,"1","0","200","4","51",,"98","3","5","10130","2","5","0","260",,,"247",,,"6","6","7","3","7","0",,,,,,"284","38","992","114","5","0",,"2","F11111","1111111A1A1AA1",,"1","2",,,,,,,,,"4",,
"ASES01","2016-09-13T00:00:00","18.90","-16.80",,,"1","4","0","0","1","1",,"1","0","330","4","87",,,,,"10132","0","7","0","259",,,"256",,,,,,"A",,,,,,,,"284","86","992","114","5","1","2","1","F11113","11AAA11A1A8AA1",,"6",,,,,,,,,,"4",,
"MZFR9","2016-09-13T03:00:00","19.80","-18.30",,,"1","4","0","0","4","3","1","1","0","330","4","103",,"97","1","2","10126","6","18","0","244","0","222","211","0","255",,,,"A",,,,,"3","10","3","284","98","992","114","5","1","2","1","113111","11111111118A11",,"1","2",,,,,,,,,"4",,
"TBWUK32","2016-09-13T04:00:00","16.60","-18.80",,,"1","4","0","0","8","3",,"1","0","200","4","51",,"98","3","2","10139","2","10","0","274","0","270","268","3","280","6","6","4","6","2","0","4","2",,,,"284","68","992","114","5","0",,"1","111113","111111111111A1",,"1","2",,,,,,,,,"4",,
"ASES01","2016-09-13T06:00:00","19.80","-17.30",,,"1","4","0","0","7","2",,"1","0","350","4","98",,,,,"10120","5","2","0","232",,,"205",,,,,,"A",,,,,,,,"284","97","992","114","5","1","2","1","F11111","11AAA11A1A8AA1",,"6",,,,,,,,,,"4",,
"MZFR9","2016-09-13T10:00:00","18.10","-18.30",,,"1","4","0","0","4","3","1","1","0","20","3","41",,"98","2","0","10144","0","13","0","270","0","240","226","0","273","1","1","0","9","4","0","6","1","36","10","2","284","88","992","114","5","1","2","2","111111","11111111111111",,"1","0",,,,,,,,,"4",,
"TBWUK32","2016-09-13T13:00:00","18.80","-18.80",,,"1","4","0","0","8","4",,"1","0","30","4","67",,"98","3","2","10134","4","0","0","270","0","260","256","3","260",,,"1","A","6","4","4","2",,,,"284","88","992","114","5","0",,"2","111111","111111111181A1",,"1","2",,,,,,,,,"4",,
"MZFR9","2016-09-13T15:00:00","17.00","-18.30",,,"1","4","0","0","4","3","1","1","0","130","3","67",,"98","2","2","10123","7","20","0","283","0","250","235","0","290","8","2","1","5","7","A","4","2","36","10","3","284","78","992","114","5","1","2","2","111111","11111111111111",,"1","2",,,,,,,,,"4",,
"MZFR9","2016-09-13T22:00:00","13.60","-18.30",,,"1","4","0","0","4","3","1","1","0","180","3","103",,"97","2",,"10143","3","19","0","225","0","198","182",,,"8","4","7","3","0","A","7","4",,,,"284","38","992","114","5","1","2","1","F41311","1111A1111A11A1",,"1",,,,,,,,,,"4",,
"MZFR9","2016-09-14T03:00:00","14.60","-18.30",,,"1","4","0","0","4","3","1","1","0","180","3","57",,"98","2","2","10139","8","11","0","270","0","244","232","0","283",,,,"A",,,"4","1","23","8","3","284","48","992","114","5","1","2","1","111111","11111111118111",,"1","2",,,,,,,,,"4",,
"MZFR9","2016-09-14T06:00:00","13.90","-18.30",,,"1","4","0","0","4","3","1","1","0","200","4","51",,"98","2","2","10139","4","0","0","270","0","250","241","0","277","8","9","7","3","2","A","5","1",,,,"284","38","992","114","5","1","2","1","111111","111111111131A1",,"1","2",,,,,,,,,"4",,
"MZFR9","2016-09-14T10:00:00","13.00","-18.30",,,"1","4","0","0","4","3","1","1","0","160","3","51",,"98","2","2","10166","1","30","0","279","0","248","234","0","276","8","3","7","3","7","0","5","1","23","12","4","284","38","992","114","5","1","2","2","111111","11111111111111",,"1","2",,,,,,,,,"4",,
"MZFR9","2016-09-14T15:00:00","11.90","-18.30",,,"1","4","0","0","4","3","1","1","0","290","3","62",,"98","2","2","10129","7","29","0","279","0","252","240","0","285","7","6","0","8","7","3","4","1","29","9","2","284","18","992","114","5","1","2","2","111111","11111111111111",,"1","2","13","4","2",,,,,,"4",,
"9V3818","2016-09-14T17:00:00","17.70","-17.80",,,"1","4","0","0","4","3","1","1",,,,,,"98","2","2","10158","7","4","0","301","0","260","243","3","290","5","2","1","A","7","A","99",,"21","5","3","284","77","992","114","5","1","2","2","11FF11","1A111111111711",,"1","2","1","3","2",,,,,,"4",,
"ASES01","2016-09-14T18:00:00","19.70","-17.30",,,"1","4","0","0","6","1",,"1","0","270","4","67",,,,,"10142","6","12","0","248",,,"232",,,,,,"A",,,,,,,,"284","97","992","114","5","1","2","2","F15111","11AAA11A1A8AA1",,"6",,,,,,,,,,"4",,
"MZFR9","2016-09-14T22:00:00","10.30","-18.10",,,"1","4","0","0","4","3","1","1","0","260","3","36",,"98",,,"10148","2","6","0","274","0","254","245",,,"2","2","0","9","6","0","6","1",,,,"284","8","992","114","5","1","2","1","F11111","111AA1111A11A1",,"1",,,,,,,,,,"4",,
"ASES01","2016-09-15T00:00:00","19.90","-17.50",,,"1","4","0","0","9","0",,"1","0","340","4","62",,,,,"10154","8","2","0","238",,,"215",,,,,,"A",,,,,,,,"284","97","992","114","5","1","2","1","F11111","11AAA11A1A8AA1",,"6",,,,,,,,,,"4",,
"9V3818","2016-09-15T01:00:00","15.90","-17.80",,,"1","4","0","0","4","3","1","1","0","280","3","51",,"98","2","1","10152","2","2","0","275","0","255","247","3","290","4",,,"A",,,"3","2",,,,"284","57","992","114","5","1","2","1","111111","111111111111A1",,"1","1",,,,,,,,,"4",,
"9V3818","2016-09-15T05:00:00","15.00","-17.70",,,"1","4","0","0","4","3","1","1",,,,,,"97","0","2","10139","7","10","0","278","0","254","244","3","290",,,,"A",,,,,,,,"284","57","992","114","5","1","2","1","11FF11","1A111111118AA1",,"1","2",,,,,,,,,"4",,
"A8IY6","2016-09-15T12:00:00","17.20","-18.00",,,"1","4","0","0","4","2",,"1","0","340","4","118",,"97","2","2","10140","4","0","0","270","0","253","247","3","290","6",,"1","5","3","0","10","4",,,,"284","78","992","114","5","1","2","2","111111","111111111111A1",,"1","2",,,,,,,,,"4",,
"9V3818","2016-09-15T17:00:00","12.30","-17.60",,,"1","4","0","0","4","3","1","1",,,,,,"98","2","2","10118","7","13","0","302","0","267","253","3","290","7","3","2","A","6","A","3","1","27","4","3","284","27","992","114","5","1","2","2","11FF11","1A111111111711",,"1","2",,,,,,,,,"4",,
"A8IY6","2016-09-15T18:00:00","16.60","-18.00",,,"1","4","0","0","4","2",,"1","0","360","4","123",,"97","2","2","10111","8","20","0","284","0","255","245","3","290","6","6","0","7","1","0","10","4",,,,"284","68","992","114","5","1","2","2","111111","111111111111A1",,"1","2",,,,,,,,,"4",,
"9V3818","2016-09-15T21:00:00","11.30","-17.50",,,"1","4","0","0","4","3","1","1","0","310","3","67",,"97","3","1","10133","5",,"0","280","0","260","252","3","280","5","5","7","3","7","0","3","1",,,,"284","17","992","114","5","1","2","1","111111","111111111111A7",,"1","1",,,,,,,,,"4",,
"VRDT6","2016-09-15T23:00:00","15.00","-18.60",,,"1","4","0","0","8","3",,"1","0","340","4","98",,"99",,"2","10140","4","0","3","270","0","250","240","1","260","6","6","2","3","4","2","5","4","35","5","4","284","58","992","114","5","0",,"1","111111","111A1111111111",,"1","1","34","3","1",,,,,,"4",,
"A8IY6","2016-09-16T00:00:00","15.80","-18.00",,,"1","4","0","0","4","2",,"1","0","350","4","98",,"97","0","0","10127","8","5","0","265","0","240","230","3","280","2",,"1","5","0","0","9","3",,,,"284","58","992","114","5","1","2","1","111111","111111111111A1",,"1","0",,,,,,,,,"4",,
"9V3818","2016-09-16T01:00:00","10.60","-17.20",,,"1","4","0","0","3","3","1","1","0","280","3","51",,"98","2","2","10131","0","5","0","270","0","260","256","3","280","6",,,"A",,,"4","2","31","4","2","284","7","992","114","5","1","2","1","111111","11111111111111",,"1","2",,,,,,,,,"4",,
"A8IY6","2016-09-16T06:00:00","15.20","-18.00",,,"1","4","0","0","4","2",,"1","0","360","4","77",,"96","10","1","10111","6","10","0","275","0","255","248","3","290","5",,,"6",,,"8","4",,,,"284","58","992","114","5","1","2","1","111111","111111111111A1",,"1","1",,,,,,,,,"4",,
"A8IY6","2016-09-16T12:00:00","14.40","-17.90",,,"1","4","0","0","4","2",,"1","0","350","4","46",,"97","2","2","10126","3","5","0","295","0","258","245","3","290","7",,"6","6","A","A","10","2",,,,"284","47","992","114","5","1","2","2","111111","111111111111A1",,"1","2",,,,,,,,,"4",,
"TBWUK49","2016-09-16T15:00:00","16.30","-18.10",,,"1","4","0","0","4","3",,"1","0","50","3","93",,,,,"10069","7","23","0","295","0","265","253",,"290",,,,"A",,,,,,,,"284","68","992","114","5","1","2","2","112121","11AAA111118AA1",,"1",,,,,,,,,,"4",,
"VRJH6","2016-09-16T17:00:00","10.20","-17.30",,,"1","4","0","0","3","4","1","1","0","350","4","62",,"98","3","2","10069","5","17","0","295","0","240","214","3","290","7","7","2","6","6","2","3","2","0",,,"284","7","992","114","5","1","2","2","111124","11111111111131",,"1","2","0",,,,,,,,"4",,
"A8IY6","2016-09-16T18:00:00","13.80","-17.90",,,"1","4","0","0","4","2",,"1","0","360","4","31",,"96","10","2","10101","6","20","0","300","0","250","231","3","290","4",,,"7",,,"0","0","36","10","4","284","37","992","114","5","1","2","2","111111","11111111111111",,"1","2",,,,,,,,,"4",,
"C6TQ3","2016-09-16T19:00:00","13.90","-18.10",,,"1","4","0","0","1","2","1","1","0","40","4","144",,"98","2","0",,"6","5","0","235","0","195","175","3","240","2","1","1","5","A","A","5","3","2","9","5","284","38","992","114","5","1","2","2","424271","11111116611111",,"1","0",,,,,,,,,"4",,
"VRDT6","2016-09-16T23:00:00","19.30","-18.30",,,"1","4","0","0","8","3",,"1","0","350","4","165",,"98",,"2","10130","4","0","3","270","0","250","240","1","240","8","8","7","2","2","0",,,,,,"284","98","992","114","5","1","2","1","111411","111A1111111AA1",,"1","2",,,,,,,,,"4",,
"A8IY6","2016-09-17T00:00:00","13.10","-17.90",,,"1","4","0","0","4","2",,"1","0","340","4","41",,"96","25","6","10117","8","10","0","255","0","243","238","3","290","8",,"7","3","A","A","9","2",,,,"284","37","992","114","5","1","2","1","111111","111111111111A1",,"1","2",,,,,,,,,"4",,
"ONFN","2016-09-17T02:00:00","13.20","-18.00",,,"1","4","0","0","7","2",,"1","0","350","4","31",,"96","51","2","10160","6",,"3","250","0","230","220","1",,"7","7","7","6","4","A",,"2","14",,,"284","38","992","114","5","1","2","1","611111","11111111191377",,"1","2",,,,,,,,,"4",,
"A8IY6","2016-09-17T06:00:00","12.50","-17.90",,,"1","4","0","0","4","2",,"1","0",,"4",,,"97","63","8","10112","6","20","0","255","0","245","241","3","290","4",,,"7",,,,,"36","10","2","284","27","992","114","5","1","2","1","11FF11","11131111111A11",,"1","8",,,,,,,,,"4",,
"TBWUK49","2016-09-17T10:00:00","11.40","-17.80",,,"1","4","0","0","4","3",,"1","0","170","3","82",,"98","1","5","10090","3","19","0","278","0","246","232",,"280",,,"A","A","6","A",,,,,,"284","17","992","114","5","1","2","2","111111","11111111118AA1",,"1","5",,,,,,,,,"4",,
"A8IY6","2016-09-17T12:00:00","11.70","-17.80",,,"1","4","0","0","4","2",,"1","0","180","4","72",,"97","2","2","10136","4","0","0","285","0","250","237","3","290","5",,"4","4","6","2","8","1","19","12","4","284","17","992","114","5","1","2","2","111111","11111111111111",,"1","2",,,,,,,,,"4",,
"A8IY6","2016-09-17T18:00:00","11.10","-17.50",,,"1","4","0","0","4","2",,"1","0","160","4","77",,"98","3","1","10121","6","10","0","280","0","250","239","3","280","7","7","1","8","0","0","4","1",,,,"284","17","992","114","5","1","2","2","111111","111111111111A1",,"1","1",,,,,,,,,"4",,
"ONFN","2016-09-17T23:00:00","16.30","-18.00",,,"1","4","0","0","8","2",,"1","0","140","4","57",,"97","51","1","10180","4",,"3","240","0","230","230","1",,"7","7","7","6","4","A",,"2","2",,,"284","68","992","114","5","1","2","1","611111","11111111161377",,"1","1",,,,,,,,,"4",,
"A8IY6","2016-09-18T00:00:00","10.60","-17.10",,,"1","4","0","0","3","2",,"1","0","190","4","98",,"97","2","2","10132","0","0","0","250","0","238","233","3","270","5",,"6","4","6","A","10","3",,,,"284","7","992","114","5","1","2","1","111311","111111111111A1",,"1","2",,,,,,,,,"4",,
"VRKZ6","2016-09-18T23:00:00","10.30","-15.60",,,"1","4","0","0","7","4","1","1","0","260","4","67",,"98","2","2","10134","1","20","0","263","0","242","232","1","258","7","7","7","3","7","A","4","2","18","8","3","284","5","992","114","5","1","2","1","111111","11111111111111",,"1","2",,,,,,,,,"4",,
"VRKZ6","2016-09-19T06:00:00","12.20","-17.50",,,"1","4","0","0","8","4","1","1","0","150","4","21",,"98","0","2","10132","3","5","0","280","0","250","237","1","279","8","8","7","5","A","A","3","2",,,,"284","27","992","114","5","1","2","1","111111","111111111111A1",,"1","2",,,,,,,,,"4",,
"C6BQ4","2016-09-19T12:00:00","11.50","-17.70",,,"1","4","0","0","8","3",,"1","0","270","4","62",,"98","2","2",,"4","0","0","270","0","250","241",,"290","6","6","4","3","6","4","5","1","27","5","2","284","17","992","114","5","1","2","2","111171","11111111111111",,"1","2",,,,,,,,,"4",,
"VRKZ6","2016-09-19T23:00:00","17.20","-17.70",,,"1","4","0","0","8","4","1","1","0","360","4","62",,"98","2","0","10138","3","10","0","290","0","263","252","1","284","0","0","0","9","0","0","4","1","23","9","3","284","77","992","114","5","1","2","1","111111","11111111111111",,"1","0",,,,,,,,,"4",,
"VRLI7","2016-09-20T03:00:00","19.60","-18.30",,,"1","4","0","0","4","4","1","1","0","40","4","72",,"98","1","0","10136",,,"0","245","0","220","207","3","290","1","1","A","6","A","5","4","2","34","9","3","284","98","992","114","5","1","2","1","111111","1111111111111A",,"1","0",,,,,,,,,"4",,
"VRKZ6","2016-09-20T06:00:00","19.10","-17.70",,,"1","4","0","0","8","4","1","1","0","50","4","108",,"98","0","0","10120","6","7","0","270","0","230","210","1","273",,,"7","A","7","A","3","3",,,,"284","97","992","114","5","1","2","1","112111","111111111181A1",,"1","0",,,,,,,,,"4",,
"VRLI7","2016-09-20T06:00:00","18.70","-18.70",,,"1","4","0","0","5","4","1","1","0","20","4","67",,"98",,"0","10134","5","4","0","260","0","240","231","3","300","3",,"A","A","A","7","3","2","2","8","3","284","88","992","114","5","1","2","1","311111","111A1111111111",,"1","0",,,,,,,,,"4",,
"VRLI7","2016-09-20T11:00:00","17.10","-19.30",,,"1","4","0","0","4","4","1","1","0","30","4","57",,"97","2","2","10141",,,"0","290","0","260","248","3","300","6",,"A","5","1","A","3","1","18","6","4","284","79","992","114","5","1","2","2","311111","1111111111111A",,"1","2",,,,,,,,,"4",,
"C6BQ4","2016-09-20T12:00:00","16.90","-18.30",,,"1","4","0","0","8","3",,"1","0","360","4","51",,,"3","2","10211","4","0","0","260","0","240","231",,"280","8","8","9","7","0","1","5","1","36","5","2","284","68","992","114","5","1","2","2","111151","11A11111111111",,"1","2",,,,,,,,,"4",,
"C6BQ4","2016-09-21T00:00:00","19.70","-18.10",,,"1","4","0","0","8","3",,"1",,,,,,"98","2","2","10201","4","0","0","250","0","210","188",,"270","7","0","0","9","0","7","5","2","36","5","4","284","98","992","114","5","0",,"1","11FF31","1A111111111711",,"1","2",,,,,,,,,"4",,
"D5DJ7","2016-09-21T06:00:00","18.70","-17.70",,,"1","4","0","0","4","4","1","1","0","360","3","129",,"98","3","2","10150","5","10","0","240","0","210","194","3","260","6","5","2","4","8","7","6","4","36","8","3","284","87","992","114","5","1","2","1","111111","11111111111111",,"1","2",,,,,,,,,"4",,
"DFPY2","2016-09-21T09:00:00","13.70","-18.10",,,"1","4","0","0","8","4",,"1","0","70","4","51",,"98","1","0","10130","2","13","0","273","0","258","253",,,"3","3","0","9","5","9","7","2","23","9","2","284","38","992","114","5","1","2","2","F11111","111111111A1111",,"1","0",,,,,,,,,"4",,
"D5DJ7","2016-09-21T12:00:00","17.00","-17.70",,,"1","4","0","0","4","4","1","1","0","350","3","82",,"98","3","2","10160","2","10","0","290","0","270","262","3","290","6","5","2","4","8","7","6","4","36","8","3","284","77","992","114","5","1","2","2","111111","11111111111111",,"1","2",,,,,,,,,"4",,
"DFPY2","2016-09-21T15:00:00","15.90","-18.10",,,"1","4","0","0","8","4",,"1","0",,"4",,,"98",,,"10125","7","15","0","295","0","265","255",,,"2","2","1","1","0","0","0","0","34","6","2","284","58","992","114","5","1","2","2","F1FF11","111AA1111A1311",,"3",,,,,,,,,,"4",,
"D5DJ7","2016-09-21T18:00:00","15.30","-17.70",,,"1","4","0","0","4","4","1","1","0","260","3","51",,"98","3","2","10150","5","10","0","290","0","270","262","3","290","5","4","6","3","1","9","8","3","35","10","2","284","57","992","114","5","1","2","2","111111","11111111111111",,"1","2",,,,,,,,,"4",,
"SJCD","2016-09-21T18:00:00","19.30","-18.40",,,"1","6","2","5","4","4",,"1",,"360",,"80","1","97",,,"10136","5","6","8","284",,,,"1","270","8",,,"A",,,,,,,,"284","98","798","172","5","1","2","2","11111F","111AA11AA11AA1","5",,,,,,,,,,,,,
"D5DJ7","2016-09-22T00:00:00","13.60","-17.70",,,"1","4","0","0","4","4","1","1","0","280","3","77",,"98","3","2","10170","4","0","0","280","0","250","237","3","280","5","4","6","3","1","9","8","3","29","10","2","284","37","992","114","5","1","2","1","111111","11111111111111",,"1","2",,,,,,,,,"4",,
"DGZN","2016-09-22T00:00:00","10.70","-17.20",,,"1","4","0","0",,,,"1","0","180","3","36",,"98","3","0","10150","1","10","0","280",,,"239",,,"3",,,"7",,,,,,,,"284","7","992","114","5","1","2","1","F11111","1111111A1A1AA1",,"1","0",,,,,,,,,"4",,
"SJCD","2016-09-22T00:00:00","17.50","-18.40",,,"1","6","2","5","4","4",,"1",,"350",,"30","1","98",,,"10149","0","12","8","272",,,,"1","285","6",,,"A",,,,,,,,"284","78","798","172","5","1","2","1","11111F","111AA11AA11AA1","5",,,,,,,,,,,,,
"TBWUK63","2016-09-22T00:00:00","18.20","-18.80",,,"1","4","0","0","4","3",,"1","0","10","4","51",,"98","2",,"10142","0","5","0","265","0","245","236","1","270","0","0","0","9","0","0","3","2","2","5","2","284","88","992","114","5","1","2","1","111111","1111A111111111",,"1",,,,,,,,,,"4",,
"A8YN7","2016-09-22T06:00:00","19.90","-18.90",,,"1","4","0","0","5","4",,"1","0","40","4","31",,"97",,"1","10140","5","25","0","221",,,"159",,,"5",,"4","6","A","A","99","3",,,,"284","98","992","114","5","1","2","1","F11111","111A111A1A13A1",,"1","1",,,,,,,,,"4",,
"D5DJ7","2016-09-22T06:00:00","11.80","-17.40",,,"1","4","0","0","4","4","1","1","0","280","3","77",,"98","3","2","10160","4","0","0","280","0","250","237","3","280","6","5","8","4","8","2","8","3","24","10","2","284","17","992","114","5","1","2","1","111111","11111111111111",,"1","2",,,,,,,,,"4",,
"SJCD","2016-09-22T06:00:00","15.80","-18.40",,,"1","6","2","5","4","4",,"1",,"270",,"40","1","98",,,"10128","8","10","8","271",,,,"1","284","0","0","0","9","0","0",,,,,,"284","58","798","172","5","1","2","1","11111F","111AA11AA11AA1","5",,,,,,,,,,,,,
"TBWUK63","2016-09-22T11:00:00","15.50","-18.70",,,"1","4","0","0","4","4",,"1","0","340","4","72",,"97","3","2","10149","0","12","0","290","0","260","248","1","270","6","5","6","6","1","4","7","3",,,,"284","58","992","114","5","1","2","2","111111","111111111111A1",,"1","2",,,,,,,,,"4",,
"D5DJ7","2016-09-22T12:00:00","10.50","-16.40",,,"1","4","0","0","3","4","1","1","0","230","3","51",,"98","3","2","10160","7","20","0","270","0","250","241","3","270","6","5","7","3","6","3","8","2","24","10","2","284","6","992","114","5","1","2","2","111111","11111111111111",,"1","2",,,,,,,,,"4",,
"SJCD","2016-09-22T12:00:00","13.90","-18.30",,,"1","6","2","5","4","4",,"1",,"340",,"60","1","98",,,"10154","0","12","8","292",,,,"1","283","2",,,"A",,,,,,,,"284","38","798","172","5","1","2","2","11111F","111AA11AA11AA1","5",,,,,,,,,,,,,
"DGZN","2016-09-22T15:00:00","13.30","-17.70",,,"1","4","0","0","8","3",,"1","0","320","3","51",,"98","1","0","10140","7","18","0","299","0","260","258","1","280","2","2","1","4","0","0","4","2",,,,"284","37","992","114","5","1","2","2","111111","111111111111A1",,"1","0",,,,,,,,,"4",,
"SJCD","2016-09-22T18:00:00","12.30","-18.30",,,"1","6","2","5","4","4",,"1",,"300",,"50","1","97",,,"10123","7","13","8","283",,,,"1","287","4",,,"A",,,,,,,,"284","28","798","172","5","1","2","2","11111F","111AA11AA11AA1","5",,,,,,,,,,,,,
"DGZN","2016-09-23T00:00:00","15.30","-17.70",,,"1","4","0","0",,,,"1","0","330","3","51",,"98","1","0","10130","1","10","0","280",,,"246",,,"3",,,"7",,,,,,,,"284","57","992","114","5","1","2","1","F11111","1111111A1A1AA1",,"1","0",,,,,,,,,"4",,
"SJCD","2016-09-23T00:00:00","10.40","-18.30",,,"1","6","2","5","3","4",,"1",,"40",,"20","1","98",,,"10154","1","20","8","272",,,,"1","284","4",,,"A",,,,,,,,"284","8","798","172","5","1","2","1","11111F","111AA11AA11AA1","5",,,,,,,,,,,,,
"ZDNC4","2016-09-23T00:00:00","12.80","-17.60",,,"1","4","0","0","8","3",,"1","0","320","4","46",,"97","1","0","10140","2",,"0","270","0","260","256","1","290","3","3","7","4","0","0","9","2","18","10","2","284","27","992","114","5","1","2","1","111111","11111111111117",,"1","0",,,,,,,,,"4",,
"ZDNC4","2016-09-23T06:00:00","14.30","-17.70",,,"1","4","0","0","9","3",,"1","0","160","4","21",,"98","2","0","10142","0","6","0","270","0","240","226","1","293",,,,"A",,,"2","2",,,,"284","47","992","114","5","1","2","1","111111","111111111181A1",,"1","0",,,,,,,,,"4",,
"TBWUK63","2016-09-23T08:00:00","10.00","-17.50",,,"1","4","0","0","3","4",,"1","0","60","4","72",,"97","3","2","10138","5","9","0","270","0","250","241","1","290","7","6","7","6","7","8","7","2","3","11","4","284","7","992","114","5","1","2","2","112111","11111111111111",,"1","2",,,,,,,,,"4",,
"ZDNC4","2016-09-23T12:00:00","15.70","-17.70",,,"1","4","0","0","8","4",,"1","0","250","4","77",,"97","3","2","10142","7","7","0","310","0","280","269","1","300","8","8","7","3","A","A","9","3","34","10","3","284","57","992","114","5","1","2","2","131111","11111111111111",,"1","2",,,,,,,,,"4",,
"DGZN","2016-09-23T15:00:00","19.40","-17.70",,,"1","4","0","0","1","4",,"1","0","10","3","103",,"98","1","0","10139","7","15","0","272","0","225","205","1","270","0",,,"9",,,"5","4",,,,"284","97","992","114","5","1","2","2","111111","111111111111A1",,"1","0",,,,,,,,,"4",,
"A8OA2","2016-09-24T00:00:00","10.40","-19.20",,,"1","4","0","0","8","2",,"1","0","160","3","31",,"98",,,"10150","1","5","0","269","0","245","236","3","273","4",,,"A",,,,"1",,,,"284","9","992","114","5","1","2","1","111111","111AA1111113A1",,"1",,,,,,,,,,"4",,
"ZDNC4","2016-09-24T00:00:00","18.70","-17.70",,,"1","4","0","0","8","3",,"1","0","30","4","103",,"97","1","0","10140","2",,"0","260","0","240","231","1","280","1","1","1","4","0","0","8","3","36","12","3","284","87","992","114","5","1","2","1","111111","11111111111117",,"1","0",,,,,,,,,"4",,
"A8OA2","2016-09-24T06:00:00","11.40","-19.20",,,"1","4","0","0","8","2",,"1","0","100","3","21",,"98","1","0","10138","5","12","0","267","0","244","235","3","272","3","2","2","4","0","9","0","0","36","7","5","284","19","992","114","5","1","2","1","111111","11111111111111",,"1","0",,,,,,,,,"4",,
"A8OA2","2016-09-24T12:00:00","12.60","-19.20",,,"1","4","0","0","8","2",,"1","0","100","3","36",,"98",,,"10169","1","9","0","280","0","260","253","3","275","7","6","4","6","A","A",,"1","2","6","5","284","29","992","114","5","1","2","2","111111","111AA111111311",,"1",,,,,,,,,,"4",,
"VRWW5","2016-09-24T15:00:00","19.90","-19.90",,,"1","4","0","0","5","3",,"1","0","30","4","170",,"97","2","2","10180","1","10","3","250","0","230","220",,,"7","6","6","2","1","7","2","1","5","6","4","284","99","992","114","5","1","2","2","F12211","111111111A1111",,"1","2",,,,,,,,,"4",,
"A8OA2","2016-09-24T18:00:00","13.50","-19.20",,,"1","4","0","0","8","2",,"1","0",,"3",,,"98","1","0","10133","7","17","0","279","0","249","238","3","278","3","2","1","4","0","1","0","0","36","8","6","284","39","992","114","5","1","2","2","11FF11","11111111111311",,"1","0",,,,,,,,,"4",,
"A8OA2","2016-09-25T00:00:00","14.30","-19.10",,,"1","4","0","0","8","2",,"1","0","10","3","21",,"98",,,"10158","1","8","0","277","0","254","244","3","280","2",,,"A",,,,"1",,,,"284","49","992","114","5","1","2","1","111111","111AA1111113A1",,"1",,,,,,,,,,"4",,
"A8OA2","2016-09-25T06:00:00","15.20","-19.00",,,"1","4","0","0","8","2",,"1","0","20","3","77",,"98","3","0","10131","6","14","0","268","0","249","241","3","277","4","2","2","4","0","9","99","1","35","9","6","284","59","992","114","5","1","2","1","111111","11111111111311",,"1","0",,,,,,,,,"4",,
"TBWUK33","2016-09-25T10:00:00","14.40","-18.50",,,"1","4","0","0","4","3",,"1","0","330","4","41",,"98","6","1","10188","4","0","0","290","0","255","240","3","290","2",,"4","6","A","A","5","1",,,,"284","48","992","114","5","1","2","2","111131","111111111111A1",,"1","1",,,,,,,,,"4",,
