"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","ICE_ACCR_ON_SHIP","THICKNESS_OF_I","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"4101713","2017-09-01T03:00:00","28.58","-57.53",,,"1","4","2","5",,,,"11",,,,,,,,,"10166",,,"8",,,,,"9","291",,,,,,,,,,,,,"244","87","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101741","2017-09-01T03:00:00","23.62","-58.49",,,"1","4","2","5",,,,"11",,,,,,,,,"10181",,,"8",,,,,"9","290",,,,,,,,,,,,,"244","38","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4400768","2017-09-01T03:00:00","26.74","-55.84",,,"1","4","2","5",,,,"11",,,,,,,,,"10177",,,"8",,,,,"9","287",,,,,,,,,,,,,"244","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4400848","2017-09-01T03:00:00","28.59","-59.50",,,"1","4","2","5",,,,"11",,,,,,,,,"10168",,,"8",,,,,"9","293",,,,,,,,,,,,,"244","89","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-01T03:10:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","80","1","50",,,,,"10173",,,,"281",,,"239",,,,,,,,,,,,,,,"244","18","793","103","6","1","2","1","F11111","11AAA11A1AAAAA",,,"6",,,,,,,,,,,,,"4"
"4100044","2017-09-01T03:20:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","80","1","50",,,,,"10172",,,,"281",,,"237",,,,,,,,,,,,,,,"244","18","793","103","6","1","2","1","F11111","11AAA11A1AAAAA",,,"6",,,,,,,,,,,,,"4"
"4100044","2017-09-01T03:30:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","80","1","50",,,,,"10171",,,,"281",,,"239",,,,,,,,,,,,,,,"244","18","793","103","6","1","2","1","F11111","11AAA11A1AAAAA",,,"6",,,,,,,,,,,,,"4"
"4100044","2017-09-01T03:40:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"70","1","50",,,,,"10171",,,"8","281",,,"237",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-01T03:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","70","1","50",,,,,"10170",,,,"281",,,"237",,,,,,,,,,"4","1","1","9","2","244","18","793","103","6","1","2","1","F11111","11AAA11A1AA11A",,,"6",,,,,,,,,,,,,"4"
"1300869","2017-09-01T04:00:00","24.39","-59.60",,,"1","4","2","5",,,,"11",,,,,,,,,"10173",,,"8",,,,,"9","290",,,,,,,,,,,,,"244","49","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-01T04:00:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","70","1","50",,,,,"10168","8","11",,"281",,,"234",,,,,,,,,,,,,,,"244","18","793","103","6","1","2","1","F11111","11AAA11A1AAAA1",,,"6",,,,,,,,,,,,,"4"
"4101702","2017-09-01T04:00:00","26.75","-54.76",,,"1","4","2","5",,,,"11",,,,,,,,,"10175",,,"8",,,,,"9","287",,,,,,,,,,,,,"244","64","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101703","2017-09-01T04:00:00","25.62","-57.68",,,"1","4","2","5",,,,"11",,,,,,,,,"10177",,,"8",,,,,"9","290",,,,,,,,,,,,,"244","57","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101713","2017-09-01T04:00:00","28.58","-57.52",,,"1","4","2","5",,,,"11",,,,,,,,,"10162",,,"8",,,,,"9","291",,,,,,,,,,,,,"244","87","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101741","2017-09-01T04:00:00","23.61","-58.49",,,"1","4","2","5",,,,"11",,,,,,,,,"10177",,,"8",,,,,"9","290",,,,,,,,,,,,,"244","38","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4400768","2017-09-01T04:00:00","26.75","-55.84",,,"1","4","2","5",,,,"11",,,,,,,,,"10176",,,"8",,,,,"9","286",,,,,,,,,,,,,"244","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4400848","2017-09-01T04:00:00","28.59","-59.51",,,"1","4","2","5",,,,"11",,,,,,,,,"10165",,,"8",,,,,"9","292",,,,,,,,,,,,,"244","89","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-01T04:10:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"70","1","50",,,,,"10168",,,"8","281",,,"235",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-01T04:20:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"70","1","50",,,,,"10166",,,"8","281",,,"235",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-01T04:30:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"80","1","50",,,,,"10166",,,"8","281",,,"236",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-01T04:40:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"80","1","40",,,,,"10166",,,"8","281",,,"236",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-01T04:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","80","1","40",,,,,"10165",,,,"281",,,"236",,,,,,,,,,"4","1","1","9","2","244","18","793","103","6","1","2","1","F11111","11AAA11A1AA11A",,,"6",,,,,,,,,,,,,"4"
"1300869","2017-09-01T05:00:00","24.39","-59.60",,,"1","4","2","5",,,,"11",,,,,,,,,"10170",,,"8",,,,,"9","290",,,,,,,,,,,,,"244","49","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-01T05:00:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","80","1","50",,,,,"10165","7","15",,"281",,,"236",,,,,,,,,,,,,,,"244","18","793","103","6","1","2","1","F11111","11AAA11A1AAAA1",,,"6",,,,,,,,,,,,,"4"
"4101702","2017-09-01T05:00:00","26.75","-54.77",,,"1","4","2","5",,,,"11",,,,,,,,,"10171",,,"8",,,,,"9","287",,,,,,,,,,,,,"244","64","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101703","2017-09-01T05:00:00","25.62","-57.69",,,"1","4","2","5",,,,"11",,,,,,,,,"10172",,,"8",,,,,"9","290",,,,,,,,,,,,,"244","57","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101713","2017-09-01T05:00:00","28.58","-57.52",,,"1","4","2","5",,,,"11",,,,,,,,,"10159",,,"8",,,,,"9","291",,,,,,,,,,,,,"244","87","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101741","2017-09-01T05:00:00","23.61","-58.50",,,"1","4","2","5",,,,"11",,,,,,,,,"10174",,,"8",,,,,"9","290",,,,,,,,,,,,,"244","38","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4400768","2017-09-01T05:00:00","26.75","-55.85",,,"1","4","2","5",,,,"11",,,,,,,,,"10171",,,"8",,,,,"9","286",,,,,,,,,,,,,"244","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4400848","2017-09-01T05:00:00","28.58","-59.53",,,"1","4","2","5",,,,"11",,,,,,,,,"10163",,,"8",,,,,"9","292",,,,,,,,,,,,,"244","89","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-01T05:10:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"70","1","50",,,,,"10163",,,"8","281",,,"234",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-01T05:20:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"70","1","50",,,,,"10163",,,"8","282",,,"235",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-01T05:30:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"70","1","50",,,,,"10162",,,"8","281",,,"232",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-01T05:40:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"70","1","50",,,,,"10162",,,"8","281",,,"233",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100606","2017-09-01T05:45:00","24.87","-51.78",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","41","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4300577","2017-09-01T05:45:00","21.69","-53.98",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","282",,,,,,,,,,,,,"244","13","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-01T05:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","60","1","40",,,,,"10160",,,,"281",,,"236",,,,,,,,,,"3","1","5","8","2","244","18","793","103","6","1","2","1","F11111","11AAA11A1AA11A",,,"6",,,,,,,,,,,,,"4"
"1300869","2017-09-01T06:00:00","24.41","-59.59",,,"1","4","2","5",,,,"11",,,,,,,,,"10165",,,"8",,,,,"9","291",,,,,,,,,,,,,"244","49","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-01T06:00:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","70","1","40",,,,,"10160","6","15",,"281",,,"237",,,,,,,,,,,,,,,"244","18","793","103","6","1","2","1","F11111","11AAA11A1AAAA1",,,"6",,,,,,,,,,,,,"4"
"4100606","2017-09-01T06:00:00","24.86","-51.79",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","41","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4101702","2017-09-01T06:00:00","26.75","-54.77",,,"1","4","2","5",,,,"11",,,,,,,,,"10167",,,"8",,,,,"9","287",,,,,,,,,,,,,"244","64","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101703","2017-09-01T06:00:00","25.62","-57.71",,,"1","4","2","5",,,,"11",,,,,,,,,"10171",,,"8",,,,,"9","290",,,,,,,,,,,,,"244","57","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101713","2017-09-01T06:00:00","28.58","-57.52",,,"1","4","2","5",,,,"11",,,,,,,,,"10154",,,"8",,,,,"9","291",,,,,,,,,,,,,"244","87","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101741","2017-09-01T06:00:00","23.60","-58.51",,,"1","4","2","5",,,,"11",,,,,,,,,"10170",,,"8",,,,,"9","289",,,,,,,,,,,,,"244","38","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4300577","2017-09-01T06:00:00","21.69","-53.98",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","282",,,,,,,,,,,,,"244","13","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4400768","2017-09-01T06:00:00","26.76","-55.86",,,"1","4","2","5",,,,"11",,,,,,,,,"10170",,,"8",,,,,"9","286",,,,,,,,,,,,,"244","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4400848","2017-09-01T06:00:00","28.58","-59.54",,,"1","4","2","5",,,,"11",,,,,,,,,"10159",,,"8",,,,,"9","292",,,,,,,,,,,,,"244","89","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"DJQC2","2017-09-01T06:00:00","28.10","-58.00",,,"1","4","0","0","5","4",,"1","0",,"3",,,"98","2","2","10158","7","11","0","271",,,"244","1","280","6",,,"A",,,,,,,,,"244","88","992","114","5","1","2","1","11FF11","1111111A111AA1",,,"1","2",,,,,,,,,,,,"4"
"1300516","2017-09-01T06:04:00","28.21","-51.92",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","285",,,,,,,,,,,,,"244","81","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"1300528","2017-09-01T06:04:00","25.91","-58.02",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,,"244","58","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100954","2017-09-01T06:04:00","22.21","-52.59",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","22","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4100954","2017-09-01T06:09:00","22.21","-52.58",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","22","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-01T06:10:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"60","1","50",,,,,"10160",,,"8","280",,,"233",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-01T06:20:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"70","1","50",,,,,"10159",,,"8","281",,,"231",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-01T06:30:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"70","1","40",,,,,"10158",,,"8","281",,,"232",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-01T06:40:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"70","1","50",,,,,"10162",,,"8","281",,,"233",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-01T06:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","80","1","40",,,,,"10157",,,,"281",,,"237",,,,,,,,,,"4","1","3","8","2","244","18","793","103","6","1","2","1","F11111","11AAA11A1AA11A",,,"6",,,,,,,,,,,,,"4"
"1300869","2017-09-01T07:00:00","24.41","-59.59",,,"1","4","2","5",,,,"11",,,,,,,,,"10164",,,"8",,,,,"9","291",,,,,,,,,,,,,"244","49","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-01T07:00:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","70","1","40",,,,,"10157","6","11",,"280",,,"234",,,,,,,,,,,,,,,"244","18","793","103","6","1","2","1","F11111","11AAA11A1AAAA1",,,"6",,,,,,,,,,,,,"4"
"4101702","2017-09-01T07:00:00","26.75","-54.78",,,"1","4","2","5",,,,"11",,,,,,,,,"10166",,,"8",,,,,"9","286",,,,,,,,,,,,,"244","64","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101703","2017-09-01T07:00:00","25.62","-57.73",,,"1","4","2","5",,,,"11",,,,,,,,,"10167",,,"8",,,,,"9","290",,,,,,,,,,,,,"244","57","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101713","2017-09-01T07:00:00","28.58","-57.52",,,"1","4","2","5",,,,"11",,,,,,,,,"10157",,,"8",,,,,"9","291",,,,,,,,,,,,,"244","87","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101741","2017-09-01T07:00:00","23.59","-58.52",,,"1","4","2","5",,,,"11",,,,,,,,,"10168",,,"8",,,,,"9","289",,,,,,,,,,,,,"244","38","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4400768","2017-09-01T07:00:00","26.78","-55.86",,,"1","4","2","5",,,,"11",,,,,,,,,"10170",,,"8",,,,,"9","286",,,,,,,,,,,,,"244","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4400848","2017-09-01T07:00:00","28.59","-59.55",,,"1","4","2","5",,,,"11",,,,,,,,,"10159",,,"8",,,,,"9","292",,,,,,,,,,,,,"244","89","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-01T07:10:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"60","1","40",,,,,"10157",,,"8","280",,,"238",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-01T07:20:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"60","1","40",,,,,"10158",,,"8","278",,,"237",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-01T07:30:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"60","1","40",,,,,"10159",,,"8","278",,,"236",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100606","2017-09-01T07:30:00","24.86","-51.79",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","41","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4300577","2017-09-01T07:30:00","21.68","-53.99",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","282",,,,,,,,,,,,,"244","13","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"1300516","2017-09-01T07:38:00","28.21","-51.92",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","285",,,,,,,,,,,,,"244","81","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"1300528","2017-09-01T07:39:00","25.91","-58.02",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,,"244","58","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100954","2017-09-01T07:39:00","22.21","-52.58",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","22","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-01T07:40:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"60","1","40",,,,,"10158",,,"8","278",,,"237",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"1300516","2017-09-01T07:43:00","28.21","-51.91",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","285",,,,,,,,,,,,,"244","81","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100606","2017-09-01T07:45:00","24.86","-51.80",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","41","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4300577","2017-09-01T07:45:00","21.68","-54.00",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","282",,,,,,,,,,,,,"244","14","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"1300528","2017-09-01T07:46:00","25.91","-58.03",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,,"244","58","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100954","2017-09-01T07:47:00","22.22","-52.59",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","22","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-01T07:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","70","1","50",,,,,"10158",,,,"279",,,"235",,,,,,,,,,"4","1","7","8","2","244","18","793","103","6","1","2","1","F11111","11AAA11A1AA11A",,,"6",,,,,,,,,,,,,"4"
"1300869","2017-09-01T08:00:00","24.41","-59.59",,,"1","4","2","5",,,,"11",,,,,,,,,"10165",,,"8",,,,,"9","291",,,,,,,,,,,,,"244","49","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-01T08:00:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","70","1","40",,,,,"10158","6","6",,"280",,,"232",,,,,,,,,,,,,,,"244","18","793","103","6","1","2","1","F11111","11AAA11A1AAAA1",,,"6",,,,,,,,,,,,,"4"
"4100606","2017-09-01T08:00:00","24.86","-51.80",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","41","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4101702","2017-09-01T08:00:00","26.76","-54.78",,,"1","4","2","5",,,,"11",,,,,,,,,"10169",,,"8",,,,,"9","286",,,,,,,,,,,,,"244","64","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101703","2017-09-01T08:00:00","25.62","-57.74",,,"1","4","2","5",,,,"11",,,,,,,,,"10168",,,"8",,,,,"9","290",,,,,,,,,,,,,"244","57","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101713","2017-09-01T08:00:00","28.58","-57.51",,,"1","4","2","5",,,,"11",,,,,,,,,"10156",,,"8",,,,,"9","291",,,,,,,,,,,,,"244","87","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101741","2017-09-01T08:00:00","23.59","-58.53",,,"1","4","2","5",,,,"11",,,,,,,,,"10166",,,"8",,,,,"9","289",,,,,,,,,,,,,"244","38","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4300577","2017-09-01T08:00:00","21.68","-53.99",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","282",,,,,,,,,,,,,"244","13","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4400768","2017-09-01T08:00:00","26.79","-55.86",,,"1","4","2","5",,,,"11",,,,,,,,,"10171",,,"8",,,,,"9","286",,,,,,,,,,,,,"244","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4400848","2017-09-01T08:00:00","28.59","-59.56",,,"1","4","2","5",,,,"11",,,,,,,,,"10162",,,"8",,,,,"9","292",,,,,,,,,,,,,"244","89","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-01T08:10:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"70","1","40",,,,,"10159",,,"8","281",,,"235",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100954","2017-09-01T08:10:00","22.22","-52.59",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","22","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"1300516","2017-09-01T08:13:00","28.21","-51.90",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","285",,,,,,,,,,,,,"244","81","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"1300528","2017-09-01T08:13:00","25.91","-58.03",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,,"244","58","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-01T08:20:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"70","1","40",,,,,"10160",,,"8","280",,,"238",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-01T08:30:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"70","1","40",,,,,"10160",,,"8","279",,,"238",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
