"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","ICE_ACCR_ON_SHIP","THICKNESS_OF_I","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"4101702","2017-09-16T19:00:00","27.10","-55.46",,,"1","4","2","5",,,,"11",,,,,,,,,"10197",,,"8",,,,,"9","284",,,,,,,,,,,,,"244","75","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101703","2017-09-16T19:00:00","24.93","-57.33",,,"1","4","2","5",,,,"11",,,,,,,,,"10190",,,"8",,,,,"9","286",,,,,,,,,,,,,"244","47","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101713","2017-09-16T19:00:00","29.20","-55.48",,,"1","4","2","5",,,,"11",,,,,,,,,"10208",,,"8",,,,,"9","286",,,,,,,,,,,,,"244","95","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101741","2017-09-16T19:00:00","24.35","-58.43",,,"1","4","2","5",,,,"11",,,,,,,,,"10183",,,"8",,,,,"9","287",,,,,,,,,,,,,"244","48","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4201512","2017-09-16T19:00:00","29.99","-57.66",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","287",,,,,,,,,,,,,"244","97","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4400768","2017-09-16T19:00:00","28.42","-58.34",,,"1","4","2","5",,,,"11",,,,,,,,,"10210",,,"8",,,,,"9","287",,,,,,,,,,,,,"244","88","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-16T19:10:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"90","1","60",,,,,"10165",,,"8","286",,,"241",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","2","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100606","2017-09-16T19:15:00","24.45","-53.77",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","43","798","172","7","1","2","2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4300577","2017-09-16T19:15:00","21.93","-57.75",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"244","17","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-16T19:20:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"100","1","60",,,,,"10165",,,"8","286",,,"241",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","2","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"1300516","2017-09-16T19:29:00","29.32","-52.52",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","282",,,,,,,,,,,,,"244","92","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"1300528","2017-09-16T19:29:00","27.59","-59.98",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"244","79","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-16T19:30:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"90","1","60",,,,,"10165",,,"8","286",,,"242",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","2","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100606","2017-09-16T19:30:00","24.45","-53.78",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","43","798","172","7","1","2","2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4300577","2017-09-16T19:30:00","21.93","-57.75",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"244","17","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"1300516","2017-09-16T19:35:00","29.32","-52.52",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","282",,,,,,,,,,,,,"244","92","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-16T19:40:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"90","1","60",,,,,"10164",,,"8","286",,,"243",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","2","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-16T19:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","90","1","60",,,,,"10164",,,,"286",,,"243",,,,,,,,,,"6","2","8","9","2","244","18","793","103","6","1","2","2","F11111","11AAA11A1AA11A",,,"6",,,,,,,,,,,,,"4"
"3201558","2017-09-16T20:00:00","28.91","-56.91",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","287",,,,,,,,,,,,,"244","86","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-16T20:00:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","90","1","60",,,,,"10165","6","9",,"286",,,"243",,,,,,,,,,,,,,,"244","18","793","103","6","1","2","2","F11111","11AAA11A1AAAA1",,,"6",,,,,,,,,,,,,"4"
"4101702","2017-09-16T20:00:00","27.12","-55.46",,,"1","4","2","5",,,,"11",,,,,,,,,"10198",,,"8",,,,,"9","284",,,,,,,,,,,,,"244","75","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101703","2017-09-16T20:00:00","24.94","-57.33",,,"1","4","2","5",,,,"11",,,,,,,,,"10187",,,"8",,,,,"9","286",,,,,,,,,,,,,"244","47","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101713","2017-09-16T20:00:00","29.19","-55.48",,,"1","4","2","5",,,,"11",,,,,,,,,"10212",,,"8",,,,,"9","286",,,,,,,,,,,,,"244","95","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101741","2017-09-16T20:00:00","24.35","-58.43",,,"1","4","2","5",,,,"11",,,,,,,,,"10181",,,"8",,,,,"9","287",,,,,,,,,,,,,"244","48","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4201512","2017-09-16T20:00:00","29.99","-57.66",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","287",,,,,,,,,,,,,"244","97","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4400768","2017-09-16T20:00:00","28.43","-58.35",,,"1","4","2","5",,,,"11",,,,,,,,,"10210",,,"8",,,,,"9","287",,,,,,,,,,,,,"244","88","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-16T20:10:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"90","1","60",,,,,"10166",,,"8","286",,,"243",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","2","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-16T20:20:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"90","1","60",,,,,"10165",,,"8","286",,,"243",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","2","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-16T20:30:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"90","1","70",,,,,"10165",,,"8","286",,,"244",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","2","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-16T20:40:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","90","1","60",,,,,"10165",,,,"286",,,"243",,,,,,,,,,,,,,,"244","18","793","103","6","1","2","2","F11111","11AAA11A1AAAAA",,,"6",,,,,,,,,,,,,"4"
"4100606","2017-09-16T20:45:00","24.45","-53.78",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","43","798","172","7","1","2","2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4300577","2017-09-16T20:45:00","21.93","-57.75",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"244","17","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"1300516","2017-09-16T20:50:00","29.32","-52.52",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","282",,,,,,,,,,,,,"244","92","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-16T20:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","90","1","60",,,,,"10165",,,,"286",,,"243",,,,,,,,,,"5","2","5","9","2","244","18","793","103","6","1","2","2","F11111","11AAA11A1AA11A",,,"6",,,,,,,,,,,,,"4"
"3201558","2017-09-16T21:00:00","28.91","-56.90",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","287",,,,,,,,,,,,,"244","86","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-16T21:00:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","90","1","60",,,,,"10165","4","0",,"286",,,"242",,,,,,,,,,,,,,,"244","18","793","103","6","1","2","2","F11111","11AAA11A1AAAA1",,,"6",,,,,,,,,,,,,"4"
"4100606","2017-09-16T21:00:00","24.44","-53.79",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","43","798","172","7","1","2","2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4101702","2017-09-16T21:00:00","27.13","-55.47",,,"1","4","2","5",,,,"11",,,,,,,,,"10200",,,"8",,,,,"9","284",,,,,,,,,,,,,"244","75","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101703","2017-09-16T21:00:00","24.94","-57.32",,,"1","4","2","5",,,,"11",,,,,,,,,"10189",,,"8",,,,,"9","286",,,,,,,,,,,,,"244","47","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101713","2017-09-16T21:00:00","29.19","-55.48",,,"1","4","2","5",,,,"11",,,,,,,,,"10211",,,"8",,,,,"9","285",,,,,,,,,,,,,"244","95","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101741","2017-09-16T21:00:00","24.35","-58.43",,,"1","4","2","5",,,,"11",,,,,,,,,"10183",,,"8",,,,,"9","287",,,,,,,,,,,,,"244","48","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4201512","2017-09-16T21:00:00","29.99","-57.66",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","287",,,,,,,,,,,,,"244","97","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4300577","2017-09-16T21:00:00","21.94","-57.77",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"244","17","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4400768","2017-09-16T21:00:00","28.43","-58.36",,,"1","4","2","5",,,,"11",,,,,,,,,"10209",,,"8",,,,,"9","287",,,,,,,,,,,,,"244","88","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"1300516","2017-09-16T21:02:00","29.32","-52.53",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","282",,,,,,,,,,,,,"244","92","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"1300516","2017-09-16T21:05:00","29.32","-52.53",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","282",,,,,,,,,,,,,"244","92","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-16T21:10:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","90","1","60",,,,,"10165",,,,"287",,,"244",,,,,,,,,,,,,,,"244","18","793","103","6","1","2","2","F11111","11AAA11A1AAAAA",,,"6",,,,,,,,,,,,,"4"
"4100044","2017-09-16T21:20:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","90","1","60",,,,,"10166",,,,"286",,,"244",,,,,,,,,,,,,,,"244","18","793","103","6","1","2","2","F11111","11AAA11A1AAAAA",,,"6",,,,,,,,,,,,,"4"
"4100044","2017-09-16T21:30:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","90","1","60",,,,,"10166",,,,"286",,,"245",,,,,,,,,,,,,,,"244","18","793","103","6","1","2","2","F11111","11AAA11A1AAAAA",,,"6",,,,,,,,,,,,,"4"
"4100044","2017-09-16T21:40:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"90","1","60",,,,,"10165",,,"8","285",,,"244",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","2","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-16T21:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","90","1","60",,,,,"10166",,,,"286",,,"245",,,,,,,,,,"6","2","7","8","2","244","18","793","103","6","1","2","2","F11111","11AAA11A1AA11A",,,"6",,,,,,,,,,,,,"4"
"3201558","2017-09-16T22:00:00","28.91","-56.90",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","287",,,,,,,,,,,,,"244","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-16T22:00:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"90","1","60",,,,,"10167","2","3","8","285",,,"245",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","2","F11111","11AAA11A1AAAA1",,,,,,,,,,,,,,,,
"4101702","2017-09-16T22:00:00","27.14","-55.47",,,"1","4","2","5",,,,"11",,,,,,,,,"10204",,,"8",,,,,"9","284",,,,,,,,,,,,,"244","75","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101703","2017-09-16T22:00:00","24.95","-57.31",,,"1","4","2","5",,,,"11",,,,,,,,,"10191",,,"8",,,,,"9","286",,,,,,,,,,,,,"244","47","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101713","2017-09-16T22:00:00","29.19","-55.48",,,"1","4","2","5",,,,"11",,,,,,,,,"10217",,,"8",,,,,"9","285",,,,,,,,,,,,,"244","95","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101741","2017-09-16T22:00:00","24.35","-58.44",,,"1","4","2","5",,,,"11",,,,,,,,,"10185",,,"8",,,,,"9","286",,,,,,,,,,,,,"244","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4201512","2017-09-16T22:00:00","29.99","-57.66",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,,"244","97","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4400768","2017-09-16T22:00:00","28.44","-58.36",,,"1","4","2","5",,,,"11",,,,,,,,,"10211",,,"8",,,,,"9","286",,,,,,,,,,,,,"244","88","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-16T22:10:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"90","1","60",,,,,"10167",,,"8","285",,,"245",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100606","2017-09-16T22:15:00","24.45","-53.81",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","43","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4300577","2017-09-16T22:15:00","21.93","-57.79",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"244","17","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-16T22:20:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"90","1","60",,,,,"10168",,,"8","285",,,"245",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-16T22:30:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"90","1","70",,,,,"10169",,,"8","285",,,"246",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100606","2017-09-16T22:30:00","24.45","-53.79",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","43","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4300577","2017-09-16T22:30:00","21.94","-57.77",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","287",,,,,,,,,,,,,"244","17","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"1300516","2017-09-16T22:37:00","29.32","-52.53",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","281",,,,,,,,,,,,,"244","92","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"1300516","2017-09-16T22:38:00","29.32","-52.54",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","281",,,,,,,,,,,,,"244","92","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-16T22:40:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"90","1","70",,,,,"10169",,,"8","285",,,"245",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"1300516","2017-09-16T22:41:00","29.32","-52.54",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","281",,,,,,,,,,,,,"244","92","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"1300516","2017-09-16T22:43:00","29.32","-52.54",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","92","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4300577","2017-09-16T22:45:00","21.93","-57.80",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"244","17","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"1300516","2017-09-16T22:46:00","29.32","-52.54",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","281",,,,,,,,,,,,,"244","92","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-16T22:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","90","1","60",,,,,"10169",,,,"285",,,"246",,,,,,,,,,"6","2","3","8","2","244","18","793","103","6","1","2","1","F11111","11AAA11A1AA11A",,,"6",,,,,,,,,,,,,"4"
"3201558","2017-09-16T23:00:00","28.92","-56.89",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","287",,,,,,,,,,,,,"244","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-16T23:00:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"90","1","70",,,,,"10170","3","7","8","285",,,"244",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAA1",,,,,,,,,,,,,,,,
"4100606","2017-09-16T23:00:00","24.45","-53.82",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","43","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4101702","2017-09-16T23:00:00","27.14","-55.47",,,"1","4","2","5",,,,"11",,,,,,,,,"10207",,,"8",,,,,"9","283",,,,,,,,,,,,,"244","75","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101703","2017-09-16T23:00:00","24.96","-57.30",,,"1","4","2","5",,,,"11",,,,,,,,,"10194",,,"8",,,,,"9","285",,,,,,,,,,,,,"244","47","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101713","2017-09-16T23:00:00","29.19","-55.48",,,"1","4","2","5",,,,"11",,,,,,,,,"10217",,,"8",,,,,"9","285",,,,,,,,,,,,,"244","95","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101741","2017-09-16T23:00:00","24.35","-58.44",,,"1","4","2","5",,,,"11",,,,,,,,,"10188",,,"8",,,,,"9","286",,,,,,,,,,,,,"244","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4400768","2017-09-16T23:00:00","28.44","-58.36",,,"1","4","2","5",,,,"11",,,,,,,,,"10213",,,"8",,,,,"9","285",,,,,,,,,,,,,"244","88","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-16T23:10:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"80","1","70",,,,,"10171",,,"8","285",,,"244",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100606","2017-09-16T23:15:00","24.45","-53.82",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","43","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"1300516","2017-09-16T23:19:00","29.32","-52.54",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","281",,,,,,,,,,,,,"244","92","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-16T23:20:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"80","1","70",,,,,"10173",,,"8","285",,,"245",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"1300516","2017-09-16T23:23:00","29.32","-52.54",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","281",,,,,,,,,,,,,"244","92","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-16T23:30:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"80","1","70",,,,,"10173",,,"8","285",,,"243",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-16T23:40:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"80","1","70",,,,,"10174",,,"8","286",,,"245",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100606","2017-09-16T23:45:00","24.45","-53.82",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","43","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4300577","2017-09-16T23:45:00","21.93","-57.80",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"244","17","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-16T23:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","80","1","70",,,,,"10175",,,,"285",,,"245",,,,,,,,,,"6","2","6","9","2","244","18","793","103","6","1","2","1","F11111","11AAA11A1AA11A",,,"6",,,,,,,,,,,,,"4"
"3201558","2017-09-17T00:00:00","28.92","-56.89",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","287",,,,,,,,,,,,,"244","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-17T00:00:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"80","1","70",,,,,"10175","3","10","8","285",,,"244",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAA1",,,,,,,,,,,,,,,,
"4100606","2017-09-17T00:00:00","24.45","-53.82",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","43","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4101702","2017-09-17T00:00:00","27.15","-55.47",,,"1","4","2","5",,,,"11",,,,,,,,,"10211",,,"8",,,,,"9","283",,,,,,,,,,,,,"244","75","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101703","2017-09-17T00:00:00","24.97","-57.29",,,"1","4","2","5",,,,"11",,,,,,,,,"10197",,,"8",,,,,"9","285",,,,,,,,,,,,,"244","47","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
