"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"1501534","2017-09-08T04:00:00","24.02","-32.25",,,"1","4","2","5",,,,"11",,,,,,,,,"10171",,,"8",,,,,"9","257",,,,,,,,,,,,,"246","42","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4100139","2017-09-08T04:00:00","20.03","-37.85",,,"1","5","2","5",,,,"11","5","67",,"77",,,,,"10160",,,"8","268",,,,"9","268",,,,,,,,,,,,,"246","7","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,
"4400517","2017-09-08T04:00:00","25.69","-34.88",,,"1","4","2","5",,,,"11",,,,,,,,,"10191",,,"8",,,,,"9","260",,,,,,,,,,,,,"246","54","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4400745","2017-09-08T04:00:00","27.55","-33.09",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,,"246","73","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4400874","2017-09-08T04:00:00","29.86","-38.66",,,"1","4","2","5",,,,"11",,,,,,,,,"10210",,,"8",,,,,"9","272",,,,,,,,,,,,,"246","98","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6200940","2017-09-08T04:00:00","28.35","-33.97",,,"1","4","2","5",,,,"11",,,,,,,,,"10201",,,"8",,,,,"9","261",,,,,,,,,,,,,"246","83","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203503","2017-09-08T04:00:00","26.59","-33.59",,,"1","4","2","5",,,,"11",,,,,,,,,"10188",,,"8",,,,,"9","257",,,,,,,,,,,,,"246","63","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203504","2017-09-08T04:00:00","27.07","-39.37",,,"1","4","2","5",,,,"11",,,,,,,,,"10206",,,"8",,,,,"9","267",,,,,,,,,,,,,"246","79","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1301506","2017-09-08T04:04:00","22.13","-31.15",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","264",,,,,,,,,,,,,"246","21","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300603","2017-09-08T04:38:00","26.32","-31.87",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,,"246","61","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4400521","2017-09-08T04:40:00","29.63","-33.53",,,"1","3","2","5",,,,"11",,,,,,,,,"10195",,,"0",,,,,,"259",,,,,,,,,,,,,"246","93","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1300603","2017-09-08T04:43:00","26.34","-31.88",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,,"246","61","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300603","2017-09-08T04:47:00","26.34","-31.88",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,,"246","61","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1301522","2017-09-08T04:56:00","22.08","-36.68",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","266",,,,,,,,,,,,,"246","26","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300597","2017-09-08T05:00:00","21.81","-38.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","265",,,,,,,,,,,,,"246","18","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1501531","2017-09-08T05:00:00","20.83","-34.75",,,"1","4","2","5",,,,"11",,,,,,,,,"10155",,,"8",,,,,"9","265",,,,,,,,,,,,,"246","4","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1501534","2017-09-08T05:00:00","24.02","-32.26",,,"1","4","2","5",,,,"11",,,,,,,,,"10171",,,"8",,,,,"9","257",,,,,,,,,,,,,"246","42","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4100139","2017-09-08T05:00:00","20.03","-37.85",,,"1","5","2","5",,,,"11","5","66",,"71",,,,,"10154",,,"8","265",,,,"9","268",,,,,,,,,,,,,"246","7","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,
"4400517","2017-09-08T05:00:00","25.68","-34.89",,,"1","4","2","5",,,,"11",,,,,,,,,"10188",,,"8",,,,,"9","260",,,,,,,,,,,,,"246","54","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4400745","2017-09-08T05:00:00","27.55","-33.10",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,,"246","73","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4400874","2017-09-08T05:00:00","29.87","-38.66",,,"1","4","2","5",,,,"11",,,,,,,,,"10207",,,"8",,,,,"9","272",,,,,,,,,,,,,"246","98","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6200940","2017-09-08T05:00:00","28.35","-33.97",,,"1","4","2","5",,,,"11",,,,,,,,,"10197",,,"8",,,,,"9","261",,,,,,,,,,,,,"246","83","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203503","2017-09-08T05:00:00","26.56","-33.59",,,"1","4","2","5",,,,"11",,,,,,,,,"10185",,,"8",,,,,"9","257",,,,,,,,,,,,,"246","63","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203504","2017-09-08T05:00:00","27.07","-39.38",,,"1","4","2","5",,,,"11",,,,,,,,,"10203",,,"8",,,,,"9","267",,,,,,,,,,,,,"246","79","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4400521","2017-09-08T05:40:00","29.59","-33.48",,,"1","3","2","5",,,,"11",,,,,,,,,"10194",,,"0",,,,,,"259",,,,,,,,,,,,,"246","93","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1301522","2017-09-08T05:55:00","22.09","-36.68",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","266",,,,,,,,,,,,,"246","26","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300597","2017-09-08T06:00:00","21.81","-38.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","265",,,,,,,,,,,,,"246","18","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1501531","2017-09-08T06:00:00","20.83","-34.76",,,"1","4","2","5",,,,"11",,,,,,,,,"10155",,,"8",,,,,"9","265",,,,,,,,,,,,,"246","4","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1501534","2017-09-08T06:00:00","24.01","-32.27",,,"1","4","2","5",,,,"11",,,,,,,,,"10170",,,"8",,,,,"9","257",,,,,,,,,,,,,"246","42","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4100139","2017-09-08T06:00:00","20.03","-37.85",,,"1","5","2","5",,,,"11",,"60",,"56",,,,,"10154",,,"8","264",,,,"9","268",,,,,,,,,,,,,"246","7","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,
"4400517","2017-09-08T06:00:00","25.68","-34.89",,,"1","4","2","5",,,,"11",,,,,,,,,"10186",,,"8",,,,,"9","260",,,,,,,,,,,,,"246","54","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4400745","2017-09-08T06:00:00","27.54","-33.10",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,,"246","73","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4400874","2017-09-08T06:00:00","29.87","-38.65",,,"1","4","2","5",,,,"11",,,,,,,,,"10206",,,"8",,,,,"9","272",,,,,,,,,,,,,"246","98","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6200940","2017-09-08T06:00:00","28.34","-33.98",,,"1","4","2","5",,,,"11",,,,,,,,,"10195",,,"8",,,,,"9","261",,,,,,,,,,,,,"246","83","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203503","2017-09-08T06:00:00","26.60","-33.56",,,"1","4","2","5",,,,"11",,,,,,,,,"10184",,,"8",,,,,"9","257",,,,,,,,,,,,,"246","63","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203504","2017-09-08T06:00:00","27.07","-39.38",,,"1","4","2","5",,,,"11",,,,,,,,,"10199",,,"8",,,,,"9","267",,,,,,,,,,,,,"246","79","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1300603","2017-09-08T06:12:00","26.34","-31.88",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,,"246","61","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300603","2017-09-08T06:24:00","26.35","-31.89",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,,"246","61","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300603","2017-09-08T06:28:00","26.35","-31.88",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,,"246","61","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4400521","2017-09-08T06:40:00","29.62","-33.53",,,"1","3","2","5",,,,"11",,,,,,,,,"10194",,,"0",,,,,,"259",,,,,,,,,,,,,"246","93","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1301522","2017-09-08T06:57:00","22.09","-36.68",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","266",,,,,,,,,,,,,"246","26","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300597","2017-09-08T07:00:00","21.81","-38.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","265",,,,,,,,,,,,,"246","18","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1501531","2017-09-08T07:00:00","20.83","-34.76",,,"1","4","2","5",,,,"11",,,,,,,,,"10155",,,"8",,,,,"9","265",,,,,,,,,,,,,"246","4","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1501534","2017-09-08T07:00:00","24.00","-32.27",,,"1","4","2","5",,,,"11",,,,,,,,,"10170",,,"8",,,,,"9","257",,,,,,,,,,,,,"246","42","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4100139","2017-09-08T07:00:00","20.03","-37.84",,,"1","5","2","5",,,,"11",,"60",,"61",,,,,"10155",,,"8","266",,,,"9","268",,,,,,,,,,,,,"246","7","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,
"4400517","2017-09-08T07:00:00","25.67","-34.89",,,"1","4","2","5",,,,"11",,,,,,,,,"10186",,,"8",,,,,"9","260",,,,,,,,,,,,,"246","54","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4400745","2017-09-08T07:00:00","27.54","-33.11",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,,"246","73","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4400874","2017-09-08T07:00:00","29.88","-38.65",,,"1","4","2","5",,,,"11",,,,,,,,,"10203",,,"8",,,,,"9","272",,,,,,,,,,,,,"246","98","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6200940","2017-09-08T07:00:00","28.35","-33.99",,,"1","4","2","5",,,,"11",,,,,,,,,"10195",,,"8",,,,,"9","260",,,,,,,,,,,,,"246","83","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203503","2017-09-08T07:00:00","26.59","-33.59",,,"1","4","2","5",,,,"11",,,,,,,,,"10183",,,"8",,,,,"9","256",,,,,,,,,,,,,"246","63","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203504","2017-09-08T07:00:00","27.06","-39.38",,,"1","4","2","5",,,,"11",,,,,,,,,"10197",,,"8",,,,,"9","267",,,,,,,,,,,,,"246","79","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1301506","2017-09-08T07:04:00","22.13","-31.14",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","264",,,,,,,,,,,,,"246","21","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4400521","2017-09-08T07:40:00","29.62","-33.53",,,"1","3","2","5",,,,"11",,,,,,,,,"10195",,,"0",,,,,,"259",,,,,,,,,,,,,"246","93","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1300603","2017-09-08T07:54:00","26.34","-31.89",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,,"246","61","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1301522","2017-09-08T07:55:00","22.10","-36.68",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","266",,,,,,,,,,,,,"246","26","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300603","2017-09-08T07:56:00","26.35","-31.88",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,,"246","61","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300597","2017-09-08T08:00:00","21.81","-38.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","265",,,,,,,,,,,,,"246","18","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300603","2017-09-08T08:00:00","26.34","-31.89",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,,"246","61","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1301506","2017-09-08T08:00:00","22.13","-31.14",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","264",,,,,,,,,,,,,"246","21","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1501531","2017-09-08T08:00:00","20.82","-34.76",,,"1","4","2","5",,,,"11",,,,,,,,,"10158",,,"8",,,,,"9","265",,,,,,,,,,,,,"246","4","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1501534","2017-09-08T08:00:00","23.99","-32.27",,,"1","4","2","5",,,,"11",,,,,,,,,"10173",,,"8",,,,,"9","256",,,,,,,,,,,,,"246","32","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4100139","2017-09-08T08:00:00","20.03","-37.84",,,"1","5","2","5",,,,"11","5","59",,"72",,,,,"10159",,,"8","267",,,,"9","268",,,,,,,,,,,,,"246","7","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,
"4400517","2017-09-08T08:00:00","25.67","-34.89",,,"1","4","2","5",,,,"11",,,,,,,,,"10188",,,"8",,,,,"9","260",,,,,,,,,,,,,"246","54","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4400745","2017-09-08T08:00:00","27.54","-33.12",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,,"246","73","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4400874","2017-09-08T08:00:00","29.89","-38.64",,,"1","4","2","5",,,,"11",,,,,,,,,"10205",,,"8",,,,,"9","272",,,,,,,,,,,,,"246","98","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6200940","2017-09-08T08:00:00","28.35","-33.99",,,"1","4","2","5",,,,"11",,,,,,,,,"10198",,,"8",,,,,"9","260",,,,,,,,,,,,,"246","83","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203503","2017-09-08T08:00:00","26.54","-33.57",,,"1","4","2","5",,,,"11",,,,,,,,,"10187",,,"8",,,,,"9","256",,,,,,,,,,,,,"246","63","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203504","2017-09-08T08:00:00","27.06","-39.39",,,"1","4","2","5",,,,"11",,,,,,,,,"10200",,,"8",,,,,"9","267",,,,,,,,,,,,,"246","79","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4400521","2017-09-08T08:40:00","29.63","-33.55",,,"1","3","2","5",,,,"11",,,,,,,,,"10200",,,"0",,,,,,"260",,,,,,,,,,,,,"246","93","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1301522","2017-09-08T08:55:00","22.10","-36.67",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","266",,,,,,,,,,,,,"246","26","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300597","2017-09-08T09:00:00","21.83","-38.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","265",,,,,,,,,,,,,"246","18","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1301506","2017-09-08T09:00:00","22.13","-31.14",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","264",,,,,,,,,,,,,"246","21","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1501531","2017-09-08T09:00:00","20.82","-34.76",,,"1","4","2","5",,,,"11",,,,,,,,,"10160",,,"8",,,,,"9","265",,,,,,,,,,,,,"246","4","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1501534","2017-09-08T09:00:00","23.99","-32.28",,,"1","4","2","5",,,,"11",,,,,,,,,"10178",,,"8",,,,,"9","256",,,,,,,,,,,,,"246","32","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4100139","2017-09-08T09:00:00","20.03","-37.84",,,"1","5","2","5",,,,"11","5","65",,"75",,,,,"10161",,,"8","267",,,,"9","268",,,,,,,,,,,,,"246","7","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,
"4400517","2017-09-08T09:00:00","25.67","-34.89",,,"1","4","2","5",,,,"11",,,,,,,,,"10190",,,"8",,,,,"9","260",,,,,,,,,,,,,"246","54","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4400745","2017-09-08T09:00:00","27.55","-33.12",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,,"246","73","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4400874","2017-09-08T09:00:00","29.89","-38.64",,,"1","4","2","5",,,,"11",,,,,,,,,"10209",,,"8",,,,,"9","272",,,,,,,,,,,,,"246","98","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6200940","2017-09-08T09:00:00","28.36","-34.00",,,"1","4","2","5",,,,"11",,,,,,,,,"10207",,,"8",,,,,"9","260",,,,,,,,,,,,,"246","84","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203503","2017-09-08T09:00:00","26.55","-33.62",,,"1","4","2","5",,,,"11",,,,,,,,,"10192",,,"8",,,,,"9","256",,,,,,,,,,,,,"246","63","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203504","2017-09-08T09:00:00","27.06","-39.39",,,"1","4","2","5",,,,"11",,,,,,,,,"10203",,,"8",,,,,"9","267",,,,,,,,,,,,,"246","79","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1300603","2017-09-08T09:26:00","26.34","-31.89",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,,"246","61","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4400521","2017-09-08T09:40:00","29.64","-33.57",,,"1","3","2","5",,,,"11",,,,,,,,,"10206",,,"0",,,,,,"260",,,,,,,,,,,,,"246","93","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1300603","2017-09-08T09:46:00","26.35","-31.91",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,,"246","61","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1301522","2017-09-08T09:56:00","22.10","-36.67",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","266",,,,,,,,,,,,,"246","26","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300597","2017-09-08T10:00:00","21.84","-38.49",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","265",,,,,,,,,,,,,"246","18","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1301506","2017-09-08T10:00:00","22.13","-31.13",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","264",,,,,,,,,,,,,"246","21","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1501531","2017-09-08T10:00:00","20.82","-34.76",,,"1","4","2","5",,,,"11",,,,,,,,,"10170",,,"8",,,,,"9","265",,,,,,,,,,,,,"246","4","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1501534","2017-09-08T10:00:00","23.99","-32.29",,,"1","4","2","5",,,,"11",,,,,,,,,"10183",,,"8",,,,,"9","257",,,,,,,,,,,,,"246","32","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4100139","2017-09-08T10:00:00","20.03","-37.84",,,"1","5","2","5",,,,"11","5","71",,"74",,,,,"10165",,,"8","269",,,,"9","268",,,,,,,,,,,,,"246","7","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,
"4400517","2017-09-08T10:00:00","25.67","-34.89",,,"1","4","2","5",,,,"11",,,,,,,,,"10196",,,"8",,,,,"9","260",,,,,,,,,,,,,"246","54","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4400745","2017-09-08T10:00:00","27.55","-33.12",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,,"246","73","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4400874","2017-09-08T10:00:00","29.90","-38.63",,,"1","4","2","5",,,,"11",,,,,,,,,"10214",,,"8",,,,,"9","271",,,,,,,,,,,,,"246","98","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6200940","2017-09-08T10:00:00","28.36","-34.00",,,"1","4","2","5",,,,"11",,,,,,,,,"10210",,,"8",,,,,"9","261",,,,,,,,,,,,,"246","84","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203503","2017-09-08T10:00:00","26.55","-33.62",,,"1","4","2","5",,,,"11",,,,,,,,,"10196",,,"8",,,,,"9","256",,,,,,,,,,,,,"246","63","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203504","2017-09-08T10:00:00","27.06","-39.40",,,"1","4","2","5",,,,"11",,,,,,,,,"10205",,,"8",,,,,"9","268",,,,,,,,,,,,,"246","79","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1300603","2017-09-08T10:34:00","26.35","-31.91",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,,"246","61","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4400521","2017-09-08T10:40:00","29.65","-33.57",,,"1","3","2","5",,,,"11",,,,,,,,,"10210",,,"0",,,,,,"260",,,,,,,,,,,,,"246","93","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1301522","2017-09-08T10:57:00","22.11","-36.67",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","266",,,,,,,,,,,,,"246","26","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300597","2017-09-08T11:00:00","21.83","-38.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","265",,,,,,,,,,,,,"246","18","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
