"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","CONCEN_OF_SEA_ICE","IND_FOR_PRECIP"
"TBWUK89","2017-09-24T05:00:00","24.20","-110.30",,,"1","5","2","5","9","0",,"1",,"180","4","82","1","97","0","0","10077","2","14","8","250",,"204","177",,,"2","2","1","5","0","0",,"7","1","32","8","1","238","40","798","172","5","1","2","1","F11311","111111111A1111","5",,"0",,,,,,
"VRGM7","2017-09-24T05:00:00","20.80","-111.30",,,"1","6","2","5","3","4",,"1",,"320","3","77","1","98","2","1","10090","3","10","8","250",,"210","188","7","270","4","4","5","5","A","A",,,,,,,"238","1","798","172","5","1","2","1","111111","11111111111AA1","5",,"1",,,,,,
"VRGM7","2017-09-24T06:00:00","20.50","-111.00",,,"1","6","2","5","3","4",,"1",,"320","3","77","1","98","3","1","10090","4","0","8","250",,"210","188","7","270","5","5","1","5","A","A",,,,,,,"238","1","798","172","5","1","2","1","111111","11111111111AA1","5",,"1",,,,,,
"9VBU6","2017-09-24T12:00:00","24.80","-117.20",,,"1","5","2","5","3","3",,"1",,"260","4","57","1","97","1",,"10124",,,"8","200",,"180","169",,,"5",,,"A",,,,,,,,,"238","47","798","172","5","1","2","1","F11111","1111A1111A1AAA","5",,,,,,,,
"A8RW5","2017-09-24T12:00:00","28.70","-119.70",,,"1","4","0","0","3","4",,"1","0","340","3","87",,"97","2","1","10124","6",,"0","191",,,"191","3","210","6","5","4","4","4","A",,"6","3","38","9","6","238","89","992","114","5","1","2","1","111113","1111111A111117",,"1","1",,,,,,"4"
"H3VS","2017-09-24T12:00:00","29.90","-116.60",,,"1","6","2","5","4","4",,"1",,"320","3","62","1","98",,,"10120","0","0","8","180",,"160","148","3","200","3","3","A","6","A","A",,"4","4",,,,"238","96","798","172","5","1","2","1","111111","111AA1111111A1","5",,,,,,,,
"ZCDG4","2017-09-24T13:00:00","29.90","-116.50",,,"1","6","2","5","4","4",,"1",,"350","4","62","1","98","2","0","10109","4","0","8","185",,"160","142","1","210","4","4","A","6","A","A",,"4","1","31","7","4","238","96","798","172","5","0",,"1","111111","11111111111111","5",,"0",,,,,,
"WDF4764","2017-09-24T18:00:00","22.40","-110.80",,,"1","5","2","5","7","3",,"1",,"320","4","118",,,,,"10098",,,"8","255",,"222","205",,,,,"A",,"A","A",,,,,,,"238","20","798","172","5","1","2","2","F11111","11AAA1111A8AAA","5",,,,,,,,
"A8PX5","2017-09-24T20:00:00","24.20","-113.00",,,"1","6","2","5","7","4",,"1",,"320","3","108","1","98",,,"10100","7","10","8","240",,"190","158","3","240","4",,"4","A","A","A",,"7","4","23","8","4","238","43","798","172","5","1","2","2","111111","111AA111111111","5",,,,,,,,
"MASKSTID","2017-09-24T20:00:00","24.20","-113.00",,,"1","4",,"0","7",,,"2","0","320","3","108",,"98","3",,"10100","7","10",,"240",,,"158","1",,"4",,,"A",,,,,,,,,"238","43","792","103","5","1","2","2","F11111","1111A11A1A1AA1",,"1",,,,,,,"4"
"H3VS","2017-09-24T21:00:00","27.30","-115.00",,,"1","6","2","5","3","3",,"1",,"300","3","77",,,,"0","10120","4","0","8","220",,"190","175","3","210","4","1","1","4","2","1",,"6","3","33","10","4","238","75","798","172","5","1","2","2","111111","11AA1111111111","5",,"0",,,,,,
"ZCDG4","2017-09-24T21:00:00","27.50","-115.20",,,"1","6","2","5","3","4",,"1",,"350","4","57","1","98","2","0","10113","2","5","8","210",,"185","169","1","200","0","0","0","9","0","0",,"4","3","29","7","4","238","75","798","172","5","1","2","2","111111","11111111111111","5",,"0",,,,,,
"9VBU6","2017-09-25T00:00:00","23.00","-114.50",,,"1","5","2","5","3","3",,"1",,"270","4","108","1","98","1",,"10104",,,"8","310",,"280","271",,,"4",,,"7",,,,,"1",,,,"238","34","798","172","5","1","2","2","F35111","1111A1111A13AA","5",,,,,,,,
"A8VF7","2017-09-25T00:00:00","24.90","-115.80",,,"1","6","2","5","5","4",,"1",,"150","4","67","1","97","5","5","10190","0","0","8","225",,,,"3","220","6","3","4","5","7","A",,"8","3","15","8","2","238","45","798","172","5","1","2","2","11131F","1111111AA11111","5",,"5",,,,,,
"PFBF","2017-09-25T00:00:00","25.63","-119.12",,,"1","6","2","5","3","3",,"1",,"360",,"67","1","98","2","0","10143","7","7","8","241",,"191","165","1","200","6","3","5","4","6","0",,"2","2","31","8","4","238","59","798","172","5","1","2","2","111111","11111111111111","5",,"0",,,,,,
"WDF4764","2017-09-25T00:00:00","23.20","-111.90",,,"1","5","2","5","7","3",,"1",,"310","4","113","1","98",,,"10102","2","9","8","266",,"233","218",,,"3","3","1","5","A","A",,"5","2","32","7","3","238","31","798","172","5","1","2","2","F11111","111AA1111A1111","5",,,,,,,,
"ZCDG4","2017-09-25T01:00:00","26.40","-115.20",,,"1","6","2","5","3","4",,"1",,"300","4","129","1","98","2","0","10113","4","0","8","230",,"185","156","1","230","4","4","1","5","0","0",,,,"12","7","3","238","65","798","172","5","1","2","2","115111","11111111111A11","5",,"0",,,,,,
"WDF4764","2017-09-25T06:00:00","24.00","-112.60",,,"1","5","2","5","7","3",,"1",,"320","4","118",,,,,"10120","3","4","8","200",,"200","200",,,,,"A",,"A","A",,,,,,,"238","42","798","172","5","1","2","1","F11113","11AAA1111A8AA1","5",,,,,,,,
"A8NQ6","2017-09-25T09:00:00","22.80","-111.00",,,"1","6","2","5","7","4",,"1",,"300","4","129","1","97","3","2","10085","3","10","8","240",,"210","194","3","240","8","6","3","3","2","A",,"10","7","28","10","5","238","21","798","172","5","1","2","1","113111","11111111111111","5",,"2",,,,,,
"H3VS","2017-09-25T09:00:00","24.10","-111.90",,,"1","6","2","5","3","5",,"1",,"320","3","62","1","98","3",,"10110",,,"8","230",,"200","185","3","270","9","9","A","A","A","A",,"7","4",,,,"238","41","798","172","5","1","2","1","111111","1111A1111141AA","5",,,,,,,,
"C6QM8","2017-09-25T10:00:00","29.90","-116.40",,,"1","5","2","5","3","4",,"1",,"310","4","51","1","98",,,"10110","4","0","8","190",,,,,,"2",,"A","A","A","A",,,,,,,"238","96","798","172","5","1","2","1","F1111F","111AA11AAA1AA1","5",,,,,,,,
"A8RW5","2017-09-25T12:00:00","24.20","-113.60",,,"1","4","0","0","3","4",,"1","0","340","3","62",,"97","2","1","10091","5",,"0","214",,,"197","3","232","5","4","1","4","4","A",,,,"38","8","7","238","43","992","114","5","1","2","1","111111","1111111A111A17",,"1","1",,,,,,"4"
"H3VS","2017-09-25T12:00:00","23.50","-110.90",,,"1","6","2","5","3","4",,"1",,"340","3","93","1","98",,"0","10110","4","0","8","230",,"210","201","3","280",,,"A",,"A","A",,"10","2",,,,"238","30","798","172","5","1","2","1","111111","111A11111181A1","5",,"0",,,,,,
"PFBF","2017-09-25T12:00:00","24.50","-116.80",,,"1","4","0","0","3","3","1","1","0","330","4","72",,,"2","0","10133","7","5","0","211","0","191","181","1","195","4",,,"A",,,,"3","2",,,,"238","46","992","114","5","1","2","1","111111","11A111111111A1",,"1","0",,,,,,"4"
"WDF4764","2017-09-25T12:00:00","25.20","-113.60",,,"1","5","2","5","7","3",,"1",,"320","4","82","1","99",,,"10105",,,"8","211",,"178","156",,,"3","3","A","A","A","A",,,,,,,"238","53","798","172","5","1","2","1","F11111","111AA1111A1AAA","5",,,,,,,,
"ZCDG4","2017-09-25T13:00:00","23.70","-111.20",,,"1","6","2","5","3","4",,"1",,"330","4","51","1","97","2","0","10083","6","30","8","225",,"205","194","1","280","4","4","4","5","4","0",,"6","3","12","7","3","238","31","798","172","5","1","2","1","111111","11111111111111","5",,"0",,,,,,
"2FRK8","2017-09-25T16:00:00","28.40","-119.10",,,"1","4","0","0",,,,"1","0","340","3","51",,"97","2",,"10120",,,"0","210",,,,"3","210","3",,,"A",,,,,"2","3",,"2","238","89","992","114","5","1","2","2","11111F","1111A11AA1133A",,"1",,,,,,,"4"
"C6QM8","2017-09-25T17:00:00","28.00","-115.50",,,"1","6","2","5","3","4",,"1",,"330","4","41","1","98",,,"10100",,,"8","220",,"185","163","3","207","0","0","0","9","0","0",,"12","4","34","12","4","238","85","798","172","5","1","2","2","111111","111AA11111111A","5",,,,,,,,
"WDF4764","2017-09-25T18:00:00","26.30","-114.50",,,"1","5","2","5","7","3",,"1",,"320","4","82",,,,,"10120",,,"8","211",,"177","154",,,,,"A",,"A","A",,,,,,,"238","64","798","172","5","1","2","2","F11111","11AAA1111A8AAA","5",,,,,,,,
"2FRK8","2017-09-25T20:00:00","27.60","-118.00",,,"1","4","0","0",,,,"1","0","340","3","82",,"97","2",,"10120",,,"0","220",,,,"3","210","4",,,"A",,,,,"2","32",,"2","238","78","992","114","5","1","2","2","11111F","1111A11AA1133A",,"1",,,,,,,"4"
"A8PX5","2017-09-25T20:00:00","28.10","-119.10",,,"1","6","2","5","7","4",,"1",,"320","3","87","1","98",,,"10120","4","0","8","220",,"185","163","3","210","2",,"1","A","A","A",,"5","3","29","6","4","238","89","798","172","5","1","2","2","111111","111AA111111111","5",,,,,,,,
"C6QM8","2017-09-25T20:00:00","27.40","-115.00",,,"1","4","0","0","3","4","1","1","0","310","4","62",,"98",,,"10100","0",,"0","220","0","200","189","3","200","0","0","0","9","0","0",,,,"0",,,"238","75","992","114","5","1","2","2","111111","111AA111111A37",,"1",,"0",,,,,"4"
"PFRO","2017-09-25T21:00:00","23.00","-110.10",,,"1","4","0","0","0","0",,"1","0","310","4","103",,"98","2","2","10070","4","0","0","265","0","260","258","1","310","3","2","4","5","7","A",,"5","1","38","4","1","238","30","992","114","5","1","2","2","111111","11111111111111",,"1","2",,,,,,"4"
"A8NQ7","2017-09-25T22:00:00","22.80","-111.10",,,"1","6","2","5","3","4",,"1",,"320",,"62","1","98","2","1","10090","8","10","8","250","0","210","191","7","290","3","3","1","5","0","8","32","5","2","33","10","3","238","21","798","172","5","0",,"2","111111","11111111111111","5",,"1",,,,,,
"A8RW5","2017-09-26T00:00:00","22.20","-110.20",,,"1","6","2","5","3","4",,"1",,"350","3","87","1","97","2","1","10075",,,"8","268",,,"161","3","282","7","6","4","4","4","A",,,,"32","8","6","238","20","798","172","5","1","2","2","111114","1111111A111A1A","5",,"1",,,,,,
"PFBF","2017-09-26T00:00:00","23.40","-114.40",,,"1","4","0","0","3","3","1","1","0","320","4","57",,"98","2","0","10108","6","7","0","281","0","221","194","1","230","4","3","1","4","6","A",,"2","1","33","5","4","238","34","992","114","5","1","2","2","111111","11111111111111",,"1","0",,,,,,"4"
"WDF4764","2017-09-26T00:00:00","27.20","-115.30",,,"1","5","2","5","7","3",,"1",,"320","4","82","1","98",,,"10115","8","3","8","266",,"222","199",,,"0","0","A","9","A","A",,"3","1","32","7","2","238","75","798","172","5","1","2","2","F11111","111AA1111A1111","5",,,,,,,,
"2FRK8","2017-09-26T01:00:00","26.80","-116.80",,,"1","4","0","0",,,,"1","0","340","3","67",,"97","2",,"10100",,,"0","220",,,,"3","220","3",,,"A",,,,,"2","36",,"2","238","66","992","114","5","1","2","2","11111F","1111A11AA1133A",,"1",,,,,,,"4"
"C6QM8","2017-09-26T01:00:00","26.10","-113.80",,,"1","5","2","5","3","4",,"1",,"290","4","72","1","98",,,"10100","4","0","8","210",,,,,,"2",,"A","A","A","A",,,,,,,"238","63","798","172","5","1","2","2","F1111F","111AA11AAA1AA1","5",,,,,,,,
"C6QM8","2017-09-26T03:00:00","25.70","-113.50",,,"1","6","2","5","3","4",,"1",,"290","4","67","1","98",,,"10090","5","10","8","208",,"190","179","3","210","0","0","0","9","0","0",,,,,,,"238","53","798","172","5","1","2","1","111111","111AA111111AA1","5",,,,,,,,
"PFRO","2017-09-26T04:00:00","24.30","-112.00",,,"1","4","0","0","7","4",,"1","0","320","4","57",,"98","2","0","10080","2","13","0","220","0","200","189","1","280","2","2","A","A","A","A",,"3","1","38","4","2","238","42","992","114","5","1","2","1","111111","11111111111111",,"1","0",,,,,,"4"
"PFRO","2017-09-26T05:00:00","24.50","-112.30",,,"1","4","0","0","7","4",,"1","0","330","4","62",,"98","3","1","10090","2","20","0","220","0","195","180","1","280","4","4","A","A","A","A",,"3","1","38","4","2","238","42","992","114","5","1","2","1","111111","11111111111111",,"1","1",,,,,,"4"
"TBWUK89","2017-09-26T06:00:00","24.20","-110.30",,,"1","4","0","0","0","0",,"1","0","170","4","62",,"98","1","0","10095","5","4","0","240","0","208","190","1","245",,,,"A",,,,"5","1","0",,,"238","40","992","114","5","1","2","1","111111","11111111118131",,"1","0","0",,,,,"4"
"WDF4764","2017-09-26T06:00:00","28.20","-116.20",,,"1","5","2","5","7","3",,"1",,"330","4","103",,,,,"10114",,,"8","188",,"177","170",,,,,"A",,"A","A",,,,,,,"238","86","798","172","5","1","2","1","F11111","11AAA1111A8AAA","5",,,,,,,,
"PFRO","2017-09-26T07:00:00","25.00","-112.90",,,"1","4","0","0","7","4",,"1","0","290","4","51",,"98","0","2","10090","2","20","0","210","0","200","194","1","260","5","5","A","A","A","A",,"99",,"38",,"2","238","52","992","114","5","1","2","1","111111","11111111111731",,"1","2",,,,,,"4"
"C6QM8","2017-09-26T08:00:00","24.60","-112.50",,,"1","4","0","0","3","4","1","1","0","320","4","41",,"98",,,"10100","0",,"0","200","0","180","167","3","200","0","0","0","9","0","0",,,,"0",,,"238","42","992","114","5","1","2","1","111111","111AA111111A37",,"1",,"0",,,,,"4"
"PFRO","2017-09-26T08:00:00","25.20","-113.10",,,"1","4","0","0","7","4",,"1","0","300","4","46",,"98","0","2","10100","2","10","0","210","0","200","194","1","260","5","5","A","A","A","A",,"99",,"38",,"2","238","53","992","114","5","1","2","1","111111","11111111111731",,"1","2",,,,,,"4"
"PFRO","2017-09-26T09:00:00","25.40","-113.30",,,"1","6","2","5","7","4",,"1",,"300","4","31","1","98","0","2","10095","3","10","8","210",,"200","194","1","260","5","5","A","A","A","A",,,,,,,"238","53","798","172","5","1","2","1","111111","11111111111AA1","5",,"2",,,,,,
"PFRO","2017-09-26T10:00:00","25.70","-113.60",,,"1","6","2","5","7","4",,"1",,"270","4","21","1","98","0","2","10090","0","5","8","210",,"200","194","1","260","5","5","A","A","A","A",,,,,,,"238","53","798","172","5","1","2","1","111111","11111111111AA1","5",,"2",,,,,,
"C6QM8","2017-09-26T11:00:00","24.00","-115.90",,,"1","5","2","5","3","4",,"1",,"330","4","41","1","98",,,"10100","4","0","8","210",,,,,,"4",,"A","A","A","A",,,,,,,"238","45","798","172","5","1","2","1","F1111F","111AA11AAA1AA1","5",,,,,,,,
"PFRO","2017-09-26T11:00:00","25.90","-113.80",,,"1","6","2","5","7","4",,"1",,"240","4","26","1","98","0","2","10090","0","5","8","210",,"200","194","1","260","4","4","A","A","A","A",,,,,,,"238","53","798","172","5","1","2","1","111111","11111111111AA1","5",,"2",,,,,,
"PFBF","2017-09-26T12:00:00","22.30","-112.10",,,"1","4","0","0","3","3","1","1","0","300","4","57",,,"0","0","10111","5","9","0","221","0","201","191","1","220","1",,,"A",,,,"2","1",,,,"238","22","992","114","5","1","2","1","111111","11A111111111A1",,"1","0",,,,,,"4"
"WDF4764","2017-09-26T12:00:00","29.40","-116.90",,,"1","5","2","5","7","3",,"1",,"310","4","51","1","99",,"0","10113",,,"8","189",,"178","171",,,"0","0","A","9","A","A",,,,,,,"238","96","798","172","5","1","2","1","F11111","111A11111A1AAA","5",,"0",,,,,,
"C6QM8","2017-09-26T16:00:00","23.00","-110.30",,,"1","6","2","5","3","4",,"1",,"360","4","57","1","98",,,"10090",,,"8","232",,"210","198","3","260","8","8","3","5","A","A",,"12","3","36","12","3","238","30","798","172","5","1","2","2","111111","111AA11111111A","5",,,,,,,,
"TBWUK89","2017-09-26T17:00:00","24.20","-110.30",,,"1","4","0","0","0","0",,"1","0","270","4","15",,"97","2","1","10097","0","2","0","265","0","205","170",,,"6","6","2","6","6","0",,"8","1","0",,,"238","40","992","114","5","1","2","2","F11112","111111111A1131",,"1","1","0",,,,,"4"
"2FRK8","2017-09-26T18:00:00","23.10","-111.60",,,"1","4","0","0",,,,"1","0","320","3","51",,"97","2",,"10090",,,"0","270",,,,"3","270","4",,,"A",,,,,"2","5",,"2","238","31","992","114","5","1","2","2","11111F","1111A11AA1133A",,"1",,,,,,,"4"
"PFBF","2017-09-26T18:00:00","21.72","-110.95",,,"1","6","2","5","3","3",,"1",,"300",,"41","1","98",,,"10131","0","2","8","291",,"241","221","1","240","2","1","1","6","4","1",,"5","1","33","10","3","238","10","798","172","5","1","2","2","111111","111AA111111111","5",,,,,,,,
"PFRO","2017-09-26T19:00:00","28.00","-115.70",,,"1","6","2","5","7","4",,"1",,"30","4","36","1","98","2","0","10105","4","0","8","210",,"175","151","1","250","0","0","0","9","0","0",,"6","1",,,,"238","85","798","172","5","1","2","2","111111","111111111111A1","5",,"0",,,,,,
"PFRO","2017-09-26T22:00:00","28.90","-116.10",,,"1","6","2","5","7","4",,"1",,,,,"1","98","2","0","10095","2","5","8","200",,"185","176","1","250","2","1","1","4","0","0",,"6","1",,,,"238","86","798","172","5","1","2","2","31FF11","171111111111A1","5",,"0",,,,,,
"V7UU4","2017-09-27T13:00:00","29.60","-117.30",,,"1","4","0","0","4","3",,"1","0","230","4","98",,"97",,"2","10070","4","0","0","190","0","180","175","1","260","5","5","1","6","3","0",,"6","3","23","6","3","238","97","992","114","5","1","2","1","311311","111A1111111111",,"3","1","23","6","3",,,"4"
"ZCBU5","2017-09-27T13:00:00","28.80","-116.40",,,"1","6","2","5","3","4",,"1",,"10","4","41","1","97","2","0","10100","4","0","8","190",,,"182","1","220","4","4","1","2","0","0",,,,"12","3","2","238","86","798","172","5","1","2","1","111111","1111111A111A11","5",,"0",,,,,,
"VRLD8","2017-09-27T15:00:00","26.00","-115.80",,,"1","6","2","5","3","3",,"1",,"40","4","77","1","98","3","2","10060","4","0","8","230",,"200","183","1","200","2","2","2","4","A","A",,"20","4","4","20","40","238","65","798","172","5","1","2","2","112111","11111111111311","5",,"2",,,,,"0",
"TBWUK89","2017-09-27T17:00:00","24.20","-110.30",,,"1","5","2","5","9","0",,"1",,"300","4","15","1","97","1","1","10104","1","8","8","270",,"240","226",,,"5","5","2","4","6","0",,"6","1","29","8","1","238","40","798","172","5","1","2","2","F11111","111111111A1111","5",,"1",,,,,,
"V7UU4","2017-09-28T00:00:00","27.20","-117.10",,,"1","4","0","0","4","3",,"1","0","270","4","108",,"97",,"1","10100","4","0","0","260","0","230","217","1","260","4","3","1","6","0","0",,"6","3","23","6","3","238","77","992","114","5","1","2","2","115111","111A1111111111",,"3","1","23","6","3",,,"4"
"TBWUK89","2017-09-28T04:00:00","24.20","-110.30",,,"1","4","0","0","0","0",,"1","0","50","4","36",,"97","2","0","10099","2","19","0","282","0","225","195",,,"1","1","1","6","0","0",,"7","1","0",,,"238","40","992","114","5","1","2","1","F11111","111111111A1131",,"1","0","0",,,,,"4"
"V7UU4","2017-09-28T06:00:00","26.00","-117.00",,,"1","5","2","5","4","3",,"1",,"90","3","67",,,,"0","10100",,,"8","240",,"190","163",,,"3",,"1","9","A","A",,"2","2","18","2","2","238","67","798","172","5","1","2","1","F14111","11AA11111A111A","5",,"0","18","1","1",,,
"V7UU4","2017-09-28T12:00:00","24.60","-116.80",,,"1","4","0","0","4","3",,"1","0","50","4","87",,"97",,"2","10100","4","0","0","210","0","190","180","1","260","5","5","1","6","4","0",,"6","3","5","6","3","238","46","992","114","5","1","2","1","112111","111A1111111111",,"3","2","5","6","3",,,"4"
"VRLD8","2017-09-28T15:00:00","22.70","-111.30",,,"1","6","2","5","3","3",,"1",,"330","4","77","1","98","1","2","10060","4","0","8","250",,"230","220","1","220","6","6","7","4","A","A",,"20","4","34","20","5","238","21","798","172","5","1","2","2","211111","11111111111311","5",,"2",,,,,"0",
"ZCDF4","2017-09-28T16:00:00","29.20","-116.30",,,"1","6","2","5","4","4",,"1",,"360","4","26","1","98",,"1","10125","2","1","8","215",,"195","183","1","210","1","0","0","9","0","5",,"3","2","34","6","1","238","96","798","172","5","1","2","2","111111","111A1111111111","5",,"1",,,,,,
"V7UU4","2017-09-28T18:00:00","23.60","-116.10",,,"1","5","2","5","3","3",,"1",,"150","3","26","1","98",,"0","10100",,,"8","260",,"210","186",,,"0","0","0","9","A","A",,"1","1","15","1","1","238","36","798","172","5","1","2","2","F11111","111A11111A111A","5",,"0","15","1","1",,,
"ZCDF4","2017-09-28T18:00:00","27.80","-115.50",,,"1","6","2","5","4","4",,"1",,"340","4","41","1","98","2","0","10113","8","1","8","215",,"195","183","1","210","0","0","0","9","0","0",,"3","2","34","6","3","238","75","798","172","5","1","2","2","111111","11111111111111","5",,"0",,,,,,
"V7UU4","2017-09-29T02:00:00","22.00","-115.00",,,"1","4","0","0","4","3",,"1","0","20","4","51",,"97",,"1","10100","4","0","0","260","0","230","217","1","240","5","3","1","6","4","0",,"8","4","16","8","4","238","25","992","114","5","1","2","1","111111","111A1111111111",,"3","1","16","8","4",,,"4"
"ZCDF4","2017-09-29T04:00:00","25.80","-113.60",,,"1","6","2","5","3","4",,"1",,"310","4","67","1","98",,"0","10103","7","4","8","230",,"210","199","1","240","0","0","0","9","0","0",,"4","2",,,,"238","53","798","172","5","1","2","1","111111","111A11111111A1","5",,"0",,,,,,
"TBWUK89","2017-09-29T06:00:00","24.20","-110.30",,,"1","5","2","5","9","0",,"1",,"160","4","51","1","97","0","0","10111","1","20","8","267",,"230","212",,,"0","0","0","9","0","0",,"7","1",,,,"238","40","798","172","5","1","2","1","F11111","111111111A11A1","5",,"0",,,,,,
"V7UU4","2017-09-29T06:00:00","21.20","-114.50",,,"1","5","2","5","3","3",,"1",,"140","3","46",,,,,"10100",,,"8","220",,,,,,"1",,"2","9","0","A",,"1","1","14","1","1","238","14","798","172","5","1","2","1","F1111F","11AAA11AAA111A","5",,,"14","1","1",,,
"ZCDF4","2017-09-29T08:00:00","24.70","-112.60",,,"1","6","2","5","3","4",,"1",,"10","4","57","1","98","2","0","10093","7","4","8","230",,"210","199","1","240","0","0","0","9","0","0",,"4","2","34","6","3","238","42","798","172","5","1","2","1","111111","11111111111111","5",,"0",,,,,,
"H3VS","2017-09-29T09:00:00","26.00","-113.80",,,"1","6","2","5","7","4",,"1",,"10","3","103","1","98","1","0","10130","3","30","8","240",,"220","211","3","240","2","9","A","5","A","A",,"14","4","38",,,"238","63","798","172","5","1","2","1","111111","11111111113171","5",,"0",,,,,,
"MASKSTID","2017-09-29T09:00:00","26.00","-113.80",,,"1","4",,"0","7","4",,"2","0","10","3","103",,"98","1","0","10130","3","30",,"240","0","220","211","3","240","2",,"A","5","A","A",,"14","4","21","9","5","238","63","792","103","5","1","2","1","111111","111111111111A1",,"1","0",,,,,,"4"
"H3VS","2017-09-29T12:00:00","26.80","-114.50",,,"1","6","2","5","7","5",,"1",,"330","3","46","1","98",,,"10130","4","0","8","220",,"210","206","3","230","2","2","1","2","A","A",,"15","2",,,,"238","64","798","172","5","1","2","1","111111","111AA1111113A1","5",,,,,,,,
"TBWUK89","2017-09-29T17:00:00","24.20","-110.30",,,"1","4","0","0","0","0",,"1","0","290","4","26",,"97","0","0","10111","0","3","0","320","0","240","201",,,"0","0","0","9","0","0",,"8","0","31","8","1","238","40","992","114","5","1","2","2","F11114","111111111A1111",,"1","0",,,,,,"4"
"VRIZ9","2017-09-29T20:00:00","29.20","-119.90",,,"1","6","2","5","3","4",,"1",,"360","3","93","1","98","1","1","10160","6","10","8","240",,"210","194","7","210","5","5","8","4","6","2",,"7","2","35","9","4","238","99","798","172","5","1","2","2","111111","11111111111111","5",,"1",,,,,,
"PDAN","2017-09-30T02:00:00","25.10","-113.00",,,"1","4","0","0","3","5",,"1","0","310","4","82",,"98","2","0","10063","5","6","0","245","0","215","199","1","230","0","0","0","9","0","0",,"4","1","0",,,"238","53","992","114","5","1","2","1","111111","11111111111131",,"1","0","0",,,,,"4"
"C6QM8","2017-09-30T03:00:00","23.50","-111.40",,,"1","6","2","5","7","4",,"1",,"310","4","72","1","98",,,"10080",,,"8","250",,"220","204","3","270","4","4","5","5","0","0",,,,,,,"238","31","798","172","5","1","2","1","111111","111AA111111AAA","5",,,,,,,,
"VRIZ9","2017-09-30T04:00:00","27.50","-117.50",,,"1","6","2","5","3","4",,"1",,"340","3","51","1","98",,"0","10150","4","0","8","200",,"190","184","7","220","1","0","A","8","4","A",,"9","2","35","14","3","238","77","798","172","5","1","2","1","111111","111A1111111111","5",,"0",,,,,,
"TBWUK89","2017-09-30T05:00:00","24.20","-110.30",,,"1","4","0","0","0","0",,"1","0","160","4","10",,"97","2","0","10106","2","18","0","280","0","275","273",,,"0","0","0","9","0","0",,"0","0","0",,,"238","40","992","114","5","1","2","1","F11111","111111111A1131",,"1","0","0",,,,,"4"
"C6QM8","2017-09-30T08:00:00","24.70","-112.60",,,"1","6","2","5","7","4",,"1",,"360","4","46","1","98",,,"10110",,,"8","230",,"210","199","3","230","0","0","0","9","0","0",,,,"38",,,"238","42","798","172","5","0",,"1","111111","111AA111111A7A","5",,,"38",,,,,
"C6QM8","2017-09-30T11:00:00","25.60","-113.50",,,"1","5","2","5","7","4",,"1",,"290","4","62","1","98",,,"10110","4","0","8","230",,,,,,"3",,"A","A","A","A",,,,,,,"238","53","798","172","5","0",,"1","F1111F","111AA11AAA1AA1","5",,,,,,,,
"VRIZ9","2017-09-30T12:00:00","25.90","-115.40",,,"1","6","2","5","3","4",,"1",,"350","3","77","1","98","2","0","10150","6","10","8","200",,"180","167","7","200","3","3","A","7","A","6",,"6","2","36","9","4","238","55","798","172","5","0",,"1","111111","11111111111111","5",,"0",,,,,,
"C6QM8","2017-09-30T16:00:00","27.10","-114.70",,,"1","6","2","5","7","4",,"1",,"320","4","67","1","98",,,"10080",,,"8","190",,"160","138","3","200","3","3","0","7","4","0",,"8","2","32","8","2","238","74","798","172","5","0",,"2","111111","111AA11111111A","5",,,,,,,,
"VRIZ9","2017-09-30T16:00:00","25.10","-114.20",,,"1","6","2","5","3","4",,"1",,"340","3","82","1","98",,"0","10140","7","10","8","260",,"230","215","7","220","1","0","A","7","4","A",,"9","2","36","14","3","238","54","798","172","5","0",,"2","111111","111A1111111111","5",,"0",,,,,,
"C6QM8","2017-09-30T20:00:00","27.40","-115.40",,,"1","6","2","5","7","4",,"1",,"330","4","72","1","98",,,"10120",,,"8","200",,"180","167","3","210","8",,"7","2","0","0",,,,"38",,,"238","75","798","172","5","0",,"2","111111","111AA111111A7A","5",,,"38",,,,,
