"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"OZHS2","2020-09-01T18:00:00","25.00","-116.80",,,"1","4","0","0","6","5","1","0","360","3","62",,"99","0","2","10100",,,"0","240","0","200","177","1","240","7","7","5","5","A","1",,"3","2","38","10","4","238","56","992","114","5","1","2","2","111111","1111111111111A",,,"1","2",,,,,,,,,"4"
"3201798","2020-09-01T19:00:00","27.30","-116.29",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","231",,,,,,,,,,,,,"238","76","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"3201803","2020-09-01T19:00:00","21.18","-117.36",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","276",,,,,,,,,,,,,"238","17","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"3201798","2020-09-01T20:00:00","27.30","-116.30",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","232",,,,,,,,,,,,,"238","76","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"3201803","2020-09-01T20:00:00","21.18","-117.37",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","276",,,,,,,,,,,,,"238","17","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"3201798","2020-09-01T21:00:00","27.30","-116.31",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","232",,,,,,,,,,,,,"238","76","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"3201803","2020-09-01T21:00:00","21.18","-117.38",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","276",,,,,,,,,,,,,"238","17","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"VRIZ9","2020-09-01T21:00:00","28.80","-119.60",,,"1","6","2","5","3","4","1",,"320","3","46","1","97","2","1","10155","7","5","8","170",,"150","135","7","220","4","2","6","3","1","1",,"5","2","34","6","3","238","89","798","172","5","1","2","2","111111","11111111111111",,"5",,"1",,,,,,,,,
"VRRN8","2020-09-01T21:00:00","28.40","-119.10",,,"1","6","2","5","9",,"1",,"340","3","41","1","97","2",,"10140",,,"8","240",,,,"3","210","3",,"A","A","A","A",,,,,,,"238","89","798","172","5","1","2","2","11111F","1111A11AA11AAA",,"5",,,,,,,,,,,
"3201798","2020-09-01T22:00:00","27.30","-116.32",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,,"238","76","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"3201803","2020-09-01T22:00:00","21.18","-117.39",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","277",,,,,,,,,,,,,"238","17","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"9HA3851","2020-09-01T22:00:00","26.50","-116.30",,,"1","4","0","0","3","4","1","0","350","4","51",,"98","2","0","10137","7","30","0","230","0","210","199","1","230","2","2","4","7","A","A",,"3","1","0",,,"238","66","992","114","5","1","2","2","111111","11111111111131",,,"1","0","0",,,,,,,,"4"
"3201798","2020-09-01T23:00:00","27.31","-116.33",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,,"238","76","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"3201803","2020-09-01T23:00:00","21.18","-117.39",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","276",,,,,,,,,,,,,"238","17","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"3201798","2020-09-02T00:00:00","27.31","-116.33",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","232",,,,,,,,,,,,,"238","76","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"3201803","2020-09-02T00:00:00","21.18","-117.41",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","276",,,,,,,,,,,,,"238","17","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"9V6220","2020-09-02T00:00:00","28.00","-118.70",,,"1","6","2","5","3","3","1",,"330","4","46","1","98","2","1","10193",,,"8","235",,"211","198","1",,"3","3","1","4","6","A",,,,,,,"238","88","798","172","5","1","2","2","711111","11111111111AAA",,"5",,"1",,,,,,,,,
"D7DR","2020-09-02T00:00:00","27.30","-117.30",,,"1","5","2","5","9","0","1","5","10","4","57",,,,,,,,"8",,,,,,,"2",,,"A",,,,,"3",,,,"238","77","798","172","5","1","2","2","F711FF","11AAAA6AAA13AA",,"5",,,,,,,,,,,
"3201798","2020-09-02T01:00:00","27.32","-116.34",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","232",,,,,,,,,,,,,"238","76","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"3201803","2020-09-02T01:00:00","21.18","-117.41",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","276",,,,,,,,,,,,,"238","17","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"3201798","2020-09-02T02:00:00","27.32","-116.35",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","232",,,,,,,,,,,,,"238","76","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"3201803","2020-09-02T02:00:00","21.18","-117.42",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","276",,,,,,,,,,,,,"238","17","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"9HA3851","2020-09-02T02:00:00","25.80","-115.20",,,"1","6","2","5","3","4","1",,"360","4","51","1","97","2","1","10147","2","10","8","230",,"210","199","1","230","8","8","7","7","1","A",,"2","1","29","12","3","238","55","798","172","5","1","2","1","111111","11111111111111",,"5",,"1",,,,,,,,,
"3201798","2020-09-02T03:00:00","27.33","-116.35",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","232",,,,,,,,,,,,,"238","76","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"3201803","2020-09-02T03:00:00","21.19","-117.43",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","276",,,,,,,,,,,,,"238","17","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"3201798","2020-09-02T04:00:00","27.34","-116.36",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","231",,,,,,,,,,,,,"238","76","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"3201803","2020-09-02T04:00:00","21.19","-117.44",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","275",,,,,,,,,,,,,"238","17","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"3201798","2020-09-02T05:00:00","27.34","-116.36",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","231",,,,,,,,,,,,,"238","76","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"3201803","2020-09-02T05:00:00","21.20","-117.45",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","275",,,,,,,,,,,,,"238","17","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"3201798","2020-09-02T06:00:00","27.35","-116.37",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","231",,,,,,,,,,,,,"238","76","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"3201803","2020-09-02T06:00:00","21.21","-117.45",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","275",,,,,,,,,,,,,"238","17","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"9HA3851","2020-09-02T06:00:00","25.00","-114.10",,,"1","6","2","5","3","4","1",,"330","4","36","1","98","3","0","10158","2","10","8","230",,"210","199","1","230","8","8","7","5","1","0",,"2","1","12","12","3","238","54","798","172","5","1","2","1","111111","11111111111111",,"5",,"0",,,,,,,,,
"BKKH","2020-09-02T06:00:00","25.30","-114.30",,,"1","5","2","5","7","4","1",,"60","4","41","1","98","3","1","10130","2","10","8","270",,"260","257",,,,,"A",,"A","A",,"6","1","14","8","1","238","54","798","172","5","1","2","1","F11111","111111111A8111",,"5",,"1",,,,,,,,,
"3201798","2020-09-02T07:00:00","27.36","-116.36",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","231",,,,,,,,,,,,,"238","76","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"3201803","2020-09-02T07:00:00","21.21","-117.46",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","275",,,,,,,,,,,,,"238","17","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"9V6220","2020-09-02T07:00:00","27.00","-117.10",,,"1","6","2","5","3","3","1",,"350","4","51","1","98","2","2","10200",,,"8","212",,"188","173","1",,"8",,"A","3","A","A",,"3","1","28","9","3","238","77","798","172","5","1","2","1","711111","1111111111111A",,"5",,"2",,,,,,,,,
"OYGH2","2020-09-02T07:00:00","28.70","-119.80",,,"1","6","2","5","3","4","1",,"330","4","51","1","98","3","1","10159",,,"8","200",,,,"3","240","6","6","1","5","7","0",,"2","2","31","10","4","238","89","798","172","5","1","2","1","11111F","1111111AA1111A",,"5",,"1",,,,,,,,,
"3201798","2020-09-02T08:00:00","27.36","-116.36",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","231",,,,,,,,,,,,,"238","76","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"3201803","2020-09-02T08:00:00","21.21","-117.46",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","275",,,,,,,,,,,,,"238","17","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"3201798","2020-09-02T09:00:00","27.36","-116.35",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","231",,,,,,,,,,,,,"238","76","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"3201803","2020-09-02T09:00:00","21.21","-117.47",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","275",,,,,,,,,,,,,"238","17","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"3201798","2020-09-02T10:00:00","27.36","-116.34",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","231",,,,,,,,,,,,,"238","76","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"3201803","2020-09-02T10:00:00","21.22","-117.47",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","275",,,,,,,,,,,,,"238","17","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"9HA3851","2020-09-02T10:00:00","24.20","-113.00",,,"1","6","2","5","3","4","1",,"20","4","46","1","98","2","2","10148","4","0","8","220",,"210","205","1","230","8","8","7","6","A","A",,"2","1",,,,"238","43","798","172","5","1","2","1","111111","111111111111A1",,"5",,"0",,,,,,,,,
"3201798","2020-09-02T11:00:00","27.35","-116.33",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","230",,,,,,,,,,,,,"238","76","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"3201803","2020-09-02T11:00:00","21.22","-117.48",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","275",,,,,,,,,,,,,"238","17","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"OYGH2","2020-09-02T11:00:00","27.80","-118.40",,,"1","6","2","5","3","5","1",,"340","4","62","1","98",,,"10139",,,"8","200",,,,"3","250","3","2","A","A","9","3",,,,,,,"238","78","798","172","5","1","2","1","11111F","111AA11AA11AAA",,"5",,,,,,,,,,,
"3201798","2020-09-02T12:00:00","27.34","-116.33",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","230",,,,,,,,,,,,,"238","76","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"3201803","2020-09-02T12:00:00","21.22","-117.49",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","274",,,,,,,,,,,,,"238","17","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
