"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","IND_FOR_PRECIP"
"4600917","2020-09-01T03:00:00","23.49","-142.98",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235","32","798","172","7","1","2","2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,
"4601768","2020-09-01T03:00:00","24.63","-148.49",,,"1","4","2","5",,,"11",,,,,,,,,"10183",,,"8",,,,,"9","258",,,,,,,,,,,,"235","48","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4601771","2020-09-01T03:00:00","29.99","-144.80",,,"1","4","2","5",,,"11",,,,,,,,,"10218",,,"8",,,,,"9","252",,,,,,,,,,,,"235","94","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4601777","2020-09-01T03:00:00","24.40","-148.45",,,"1","4","2","5",,,"11",,,,,,,,,"10183",,,"8",,,,,"9","260",,,,,,,,,,,,"235","48","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102583","2020-09-01T03:00:00","29.37","-146.35",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,"235","96","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"5102747","2020-09-01T03:00:00","29.53","-141.19",,,"1","4","2","5",,,"11",,,,,,,,,"10205",,,"8",,,,,"9","240",,,,,,,,,,,,"235","91","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102803","2020-09-01T03:00:00","27.72","-141.36",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,"235","71","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"5102757","2020-09-01T03:01:00","27.62","-149.52",,,"1","4","2","5",,,"11",,,,,,,,,"10209",,,"8",,,,,"9","257",,,,,,,,,,,,"235","79","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102755","2020-09-01T03:03:00","28.59","-147.11",,,"1","4","2","5",,,"11",,,,,,,,,"10210",,,"8",,,,,"9","250",,,,,,,,,,,,"235","87","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102752","2020-09-01T03:04:00","24.48","-148.77",,,"1","4","2","5",,,"11",,,,,,,,,"10183",,,"8",,,,,"9","259",,,,,,,,,,,,"235","48","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"2101510","2020-09-01T04:00:00","27.03","-144.62",,,"1","4","2","5",,,"11",,,,,,,,,"10195",,,"8",,,,,"9","251",,,,,,,,,,,,"235","74","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"2101526","2020-09-01T04:00:00","22.05","-142.86",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,"235","22","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4301520","2020-09-01T04:00:00","26.57","-148.04",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,"235","68","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4600785","2020-09-01T04:00:00","29.05","-146.98",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235","96","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,
"4600917","2020-09-01T04:00:00","23.50","-142.99",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235","32","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,
"4601768","2020-09-01T04:00:00","24.63","-148.48",,,"1","4","2","5",,,"11",,,,,,,,,"10184",,,"8",,,,,"9","258",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4601771","2020-09-01T04:00:00","29.99","-144.80",,,"1","4","2","5",,,"11",,,,,,,,,"10219",,,"8",,,,,"9","252",,,,,,,,,,,,"235","94","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4601777","2020-09-01T04:00:00","24.40","-148.44",,,"1","4","2","5",,,"11",,,,,,,,,"10184",,,"8",,,,,"9","259",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102583","2020-09-01T04:00:00","29.37","-146.35",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,"235","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"5102747","2020-09-01T04:00:00","29.52","-141.19",,,"1","4","2","5",,,"11",,,,,,,,,"10206",,,"8",,,,,"9","239",,,,,,,,,,,,"235","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102803","2020-09-01T04:00:00","27.72","-141.36",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,"235","71","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"5102755","2020-09-01T04:01:00","28.59","-147.11",,,"1","4","2","5",,,"11",,,,,,,,,"10211",,,"8",,,,,"9","250",,,,,,,,,,,,"235","87","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102752","2020-09-01T04:04:00","24.49","-148.77",,,"1","4","2","5",,,"11",,,,,,,,,"10184",,,"8",,,,,"9","259",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102757","2020-09-01T04:04:00","27.63","-149.52",,,"1","4","2","5",,,"11",,,,,,,,,"10208",,,"8",,,,,"9","257",,,,,,,,,,,,"235","79","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"2101510","2020-09-01T05:00:00","27.03","-144.62",,,"1","4","2","5",,,"11",,,,,,,,,"10199",,,"8",,,,,"9","250",,,,,,,,,,,,"235","74","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"2101526","2020-09-01T05:00:00","22.05","-142.87",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,"235","22","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4301520","2020-09-01T05:00:00","26.56","-148.04",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,"235","68","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4600785","2020-09-01T05:00:00","29.05","-146.98",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235","96","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,
"4600917","2020-09-01T05:00:00","23.50","-142.99",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235","32","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,
"4601768","2020-09-01T05:00:00","24.63","-148.48",,,"1","4","2","5",,,"11",,,,,,,,,"10188",,,"8",,,,,"9","258",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4601771","2020-09-01T05:00:00","29.99","-144.80",,,"1","4","2","5",,,"11",,,,,,,,,"10223",,,"8",,,,,"9","251",,,,,,,,,,,,"235","94","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4601777","2020-09-01T05:00:00","24.40","-148.44",,,"1","4","2","5",,,"11",,,,,,,,,"10188",,,"8",,,,,"9","259",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102583","2020-09-01T05:00:00","29.36","-146.35",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,"235","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"5102755","2020-09-01T05:00:00","28.60","-147.11",,,"1","4","2","5",,,"11",,,,,,,,,"10216",,,"8",,,,,"9","250",,,,,,,,,,,,"235","87","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102747","2020-09-01T05:01:00","29.52","-141.20",,,"1","4","2","5",,,"11",,,,,,,,,"10210",,,"8",,,,,"9","239",,,,,,,,,,,,"235","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102803","2020-09-01T05:02:00","27.72","-141.36",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,"235","71","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"5102757","2020-09-01T05:04:00","27.63","-149.52",,,"1","4","2","5",,,"11",,,,,,,,,"10212",,,"8",,,,,"9","257",,,,,,,,,,,,"235","79","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"2101510","2020-09-01T06:00:00","27.02","-144.63",,,"1","4","2","5",,,"11",,,,,,,,,"10203",,,"8",,,,,"9","250",,,,,,,,,,,,"235","74","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"2101526","2020-09-01T06:00:00","22.06","-142.88",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","22","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4600785","2020-09-01T06:00:00","29.04","-146.98",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235","96","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,
"4600917","2020-09-01T06:00:00","23.51","-142.99",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235","32","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,
"4601768","2020-09-01T06:00:00","24.64","-148.48",,,"1","4","2","5",,,"11",,,,,,,,,"10193",,,"8",,,,,"9","258",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4601771","2020-09-01T06:00:00","29.99","-144.80",,,"1","4","2","5",,,"11",,,,,,,,,"10227",,,"8",,,,,"9","251",,,,,,,,,,,,"235","94","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4601777","2020-09-01T06:00:00","24.40","-148.44",,,"1","4","2","5",,,"11",,,,,,,,,"10192",,,"8",,,,,"9","259",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102583","2020-09-01T06:00:00","29.36","-146.36",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,"235","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"5102755","2020-09-01T06:00:00","28.60","-147.10",,,"1","4","2","5",,,"11",,,,,,,,,"10220",,,"8",,,,,"9","250",,,,,,,,,,,,"235","87","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102803","2020-09-01T06:00:00","27.72","-141.36",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","243",,,,,,,,,,,,"235","71","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"WHRN","2020-09-01T06:00:00","27.20","-142.30",,,"1","6","2","5","6","5","1",,"50","4","82","1","98","58","5","10159","2","15","8","222",,"194","177","1","256","8","8","7","2","A","A",,,,,,"235","72","798","172","5","1","2","1","111111","11111111111AA1",,"5",,"5",,,,
"WSRL","2020-09-01T06:00:00","27.30","-142.30",,,"1","6","2","5","6","4","1",,"80","4","87","1","98","2","2","10205","2","13","8","208",,"190","179","1","256","7","7","2","4","A","A","4","2","5","10","4","235","72","798","172","5","1","2","1","111111","11111111111111",,"5",,"2",,,,
"5102747","2020-09-01T06:01:00","29.51","-141.21",,,"1","4","2","5",,,"11",,,,,,,,,"10214",,,"8",,,,,"9","239",,,,,,,,,,,,"235","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102757","2020-09-01T06:04:00","27.64","-149.52",,,"1","4","2","5",,,"11",,,,,,,,,"10218",,,"8",,,,,"9","256",,,,,,,,,,,,"235","79","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"2101510","2020-09-01T07:00:00","27.02","-144.64",,,"1","4","2","5",,,"11",,,,,,,,,"10205",,,"8",,,,,"9","250",,,,,,,,,,,,"235","74","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"2101526","2020-09-01T07:00:00","22.06","-142.89",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","22","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4301520","2020-09-01T07:00:00","26.56","-148.04",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,"235","68","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4600785","2020-09-01T07:00:00","29.04","-146.98",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235","96","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,
"4600917","2020-09-01T07:00:00","23.52","-143.00",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235","33","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,
"4601768","2020-09-01T07:00:00","24.64","-148.47",,,"1","4","2","5",,,"11",,,,,,,,,"10196",,,"8",,,,,"9","258",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4601771","2020-09-01T07:00:00","29.99","-144.80",,,"1","4","2","5",,,"11",,,,,,,,,"10227",,,"8",,,,,"9","251",,,,,,,,,,,,"235","94","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4601777","2020-09-01T07:00:00","24.40","-148.43",,,"1","4","2","5",,,"11",,,,,,,,,"10196",,,"8",,,,,"9","259",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102583","2020-09-01T07:00:00","29.36","-146.36",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,"235","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"5102747","2020-09-01T07:00:00","29.51","-141.21",,,"1","4","2","5",,,"11",,,,,,,,,"10214",,,"8",,,,,"9","239",,,,,,,,,,,,"235","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102755","2020-09-01T07:00:00","28.60","-147.10",,,"1","4","2","5",,,"11",,,,,,,,,"10222",,,"8",,,,,"9","250",,,,,,,,,,,,"235","87","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102803","2020-09-01T07:00:00","27.72","-141.36",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","243",,,,,,,,,,,,"235","71","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"5102757","2020-09-01T07:03:00","27.64","-149.52",,,"1","4","2","5",,,"11",,,,,,,,,"10218",,,"8",,,,,"9","256",,,,,,,,,,,,"235","79","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"2101510","2020-09-01T08:00:00","27.02","-144.64",,,"1","4","2","5",,,"11",,,,,,,,,"10202",,,"8",,,,,"9","250",,,,,,,,,,,,"235","74","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"2101526","2020-09-01T08:00:00","22.07","-142.89",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","22","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4301520","2020-09-01T08:00:00","26.56","-148.04",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,"235","68","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4600785","2020-09-01T08:00:00","29.04","-147.00",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235","97","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,
"4600917","2020-09-01T08:00:00","23.52","-143.01",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235","33","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,
"4601768","2020-09-01T08:00:00","24.64","-148.47",,,"1","4","2","5",,,"11",,,,,,,,,"10195",,,"8",,,,,"9","258",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4601771","2020-09-01T08:00:00","29.99","-144.81",,,"1","4","2","5",,,"11",,,,,,,,,"10225",,,"8",,,,,"9","251",,,,,,,,,,,,"235","94","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4601777","2020-09-01T08:00:00","24.40","-148.43",,,"1","4","2","5",,,"11",,,,,,,,,"10195",,,"8",,,,,"9","258",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102583","2020-09-01T08:00:00","29.36","-146.36",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,"235","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"5102747","2020-09-01T08:03:00","29.51","-141.22",,,"1","4","2","5",,,"11",,,,,,,,,"10212",,,"8",,,,,"9","239",,,,,,,,,,,,"235","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102755","2020-09-01T08:04:00","28.60","-147.10",,,"1","4","2","5",,,"11",,,,,,,,,"10219",,,"8",,,,,"9","249",,,,,,,,,,,,"235","87","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102803","2020-09-01T08:04:00","27.72","-141.35",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","243",,,,,,,,,,,,"235","71","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"2101510","2020-09-01T09:00:00","27.02","-144.65",,,"1","4","2","5",,,"11",,,,,,,,,"10201",,,"8",,,,,"9","250",,,,,,,,,,,,"235","74","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"2101526","2020-09-01T09:00:00","22.07","-142.90",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"235","22","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4600785","2020-09-01T09:00:00","29.04","-147.00",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235","97","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,
"4600917","2020-09-01T09:00:00","23.52","-143.01",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235","33","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,
"4601768","2020-09-01T09:00:00","24.63","-148.47",,,"1","4","2","5",,,"11",,,,,,,,,"10195",,,"8",,,,,"9","258",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4601771","2020-09-01T09:00:00","29.98","-144.81",,,"1","4","2","5",,,"11",,,,,,,,,"10223",,,"8",,,,,"9","251",,,,,,,,,,,,"235","94","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4601777","2020-09-01T09:00:00","24.40","-148.43",,,"1","4","2","5",,,"11",,,,,,,,,"10196",,,"8",,,,,"9","258",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102583","2020-09-01T09:00:00","29.35","-146.37",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,"235","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"5102747","2020-09-01T09:00:00","29.51","-141.22",,,"1","4","2","5",,,"11",,,,,,,,,"10208",,,"8",,,,,"9","239",,,,,,,,,,,,"235","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102803","2020-09-01T09:00:00","27.72","-141.35",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","243",,,,,,,,,,,,"235","71","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"5102755","2020-09-01T09:04:00","28.59","-147.10",,,"1","4","2","5",,,"11",,,,,,,,,"10217",,,"8",,,,,"9","249",,,,,,,,,,,,"235","87","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102757","2020-09-01T09:04:00","27.64","-149.52",,,"1","4","2","5",,,"11",,,,,,,,,"10218",,,"8",,,,,"9","256",,,,,,,,,,,,"235","79","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"2101510","2020-09-01T10:00:00","27.02","-144.65",,,"1","4","2","5",,,"11",,,,,,,,,"10195",,,"8",,,,,"9","250",,,,,,,,,,,,"235","74","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"2101526","2020-09-01T10:00:00","22.08","-142.90",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"235","22","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4301520","2020-09-01T10:00:00","26.56","-148.04",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,"235","68","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
